Name,score,userscore,tag,roca,url,menu,coordinate
부산 대평동,score,userscore,tag,roca,url,menu,"X :x좌표없음, Y :y좌표없음"
에쎄떼,44점,4.5점,브런치   아메리카노,부산광역시 영도구 대평동1가 14-1 ,https://www.diningcode.com/profile.php?rid=LA4hnJahVEta,  피넛크림라떼    ,"X :129.034678, Y :35.0925369"
복성만두,38점,4.0점,튀김만두   만두전문,부산시 영도구 대평동2가 177-3 ,https://www.diningcode.com/profile.php?rid=NMBH0SUsSVCo,  만두백반 :6000원   찐만두 :5000원   떡라면 :4000원   밀비빔 :6000원   밀면 :6000원   김치만두국 :6000원   만두라면 :4000원   라면 :3500원   군만두 :5000원   물만두 :5000원   떡국 :6000원   떡만두 :6000원  ,"X :129.033993, Y :35.0923321"
옥이네집,34점,리뷰없음,국밥   돼지국밥,부산광역시 영도구 대평동2가 140-1 ,https://www.diningcode.com/profile.php?rid=kZsfBNgPDKCs,  돼지국밥 :6000원   곰탕 :6000원   수육 대 :12000원   수육 소 :6000원   회(회무침) :12000원   회국수 :10000원   물회/식사 :8000원   회비빔국수/식사 :6000원   콩국수 :5000원   수육백반(수백) :7000원   물회/안주 :10000원  ,"X :129.033165, Y :35.0929678"
행복한아침,32점,리뷰없음,커피   카페,부산광역시 영도구 대평동2가 152 ,https://www.diningcode.com/profile.php?rid=N0wyvHYiZ68f,  아메리카노 :2000원  ,"X :129.033156, Y :35.0926075"
영도관,31점,리뷰없음,중국집   짜장면,부산광역시 영도구 대평동1가 94 ,https://www.diningcode.com/profile.php?rid=2FAelVqT0y5v,없음,"X :129.035420, Y :35.0906140"
순이네포차,31점,리뷰없음,포장마차   요리주점,부산광역시 영도구 대평동1가 119 ,https://www.diningcode.com/profile.php?rid=imriQ1ivgRTk,없음,"X :129.034532, Y :35.0906469"
한양식당,31점,리뷰없음,한식,부산광역시 영도구 대평동2가 156-1 ,https://www.diningcode.com/profile.php?rid=OeHjzFafJvqr,없음,"X :129.033431, Y :35.0926569"
깡깡이카페,15점,리뷰없음,카페   디저트,부산광역시 영도구 대평동2가 57-9 ,https://www.diningcode.com/profile.php?rid=PvjCCLzuuLg1,  크로크무슈 :4500원  ,"X :129.032416, Y :35.0924036"
국가대표꽈배기,15점,리뷰없음,꽈배기,부산광역시 영도구 대평동1가 76-1 ,https://www.diningcode.com/profile.php?rid=S5E0VUUyB5dM,  찹쌀꽈배기:2개 :1000원   찹쌀팥도넛츠:1개 :10000원   찹쌀치즈핫도그:1개 :1500원   찹쌀 치즈볼:1개 :1500원   찹쌀꽈배기:6개 :10000원  ,"X :129.036260, Y :35.0904467"
진이네식당,15점,리뷰없음,한식   백반,부산광역시 영도구 대평동2가 154-1 ,https://www.diningcode.com/profile.php?rid=EZpOGzdJ04J9,없음,"X :129.033233, Y :35.0926422"
은행파전,15점,리뷰없음,빈대떡,부산광역시 영도구 대평동1가 41-3 ,https://www.diningcode.com/profile.php?rid=z4zzDBl2cqH9,없음,"X :129.034578, Y :35.0916194"
깡깡이대평마을다방,15점,리뷰없음,다방   카페,부산광역시 영도구 대평동1가 103 ,https://www.diningcode.com/profile.php?rid=olYbA3gAL4hF,  콘파냐 :3500원   아메리카노 :2500원   카페라떼 :3000원   카푸치노 :3000원  ,"X :129.034067, Y :35.0913486"
