Name,score,userscore,tag,roca,url,menu,coordinate
부산 생곡동,score,userscore,tag,roca,url,menu,"X :x좌표없음, Y :y좌표없음"
이가네칼국수,37점,4.5점,칼국수   비빔칼국수,부산광역시 강서구 생곡동 859-3 ,https://www.diningcode.com/profile.php?rid=BzNh6ZjmV4hZ,  칼국수 :6000원   들깨칼국수 :7000원   비빔칼국수 :7000원   매생이칼국수 :7500원   콩칼국수 :7000원  ,"X :128.864868, Y :35.1342703"
명동김밥,33점,4.0점,김밥   순두부찌개,부산광역시 강서구 생곡동 1517-2 ,https://www.diningcode.com/profile.php?rid=oO8fI2W0bpSx,없음,"X :128.885854, Y :35.1366583"
밥을짓다,31점,3.0점,한식뷔페   한식,부산광역시 강서구 생곡동 1517-3 ,https://www.diningcode.com/profile.php?rid=4ijERa3TckFA,  매장식사 :7000원   도시락배달 :7000원  ,"X :128.885536, Y :35.1366452"
수차이나,31점,리뷰없음,중국집   간짜장,부산광역시 강서구 생곡동 872-2 ,https://www.diningcode.com/profile.php?rid=Rz6ThISq1LJg,  탕수육(소) 추천 :20000원   해물짬뽕 :9000원   짜장면 :7000원  ,"X :128.864203, Y :35.1339741"
토담바다장어,31점,리뷰없음,바다장어   바다장어구이,부산광역시 강서구 생곡동 15-3 ,https://www.diningcode.com/profile.php?rid=M0SK3HhnUIJu,  바다장어 :16000원   장어탕(소) :34000원   장어탕(대) :44000원   오리탕 :38000원   오리소금구이 :40000원   오리양념구이 :40000원   오리한방백숙 :55000원   오리옻백숙 :58000원   한방죽 :4000원   해물라면 :4000원   볶음밥 :2500원   된장찌개 :3000원   누룽지탕 :4000원   대하구이(한판) :30000원   대하구이(반판) :20000원  ,"X :128.892915, Y :35.1364671"
남동식당,31점,리뷰없음,한식,부산광역시 강서구 생곡동 1580-3 ,https://www.diningcode.com/profile.php?rid=VTC2W2AIZWaq,없음,"X :128.879213, Y :35.1407897"
황금밥상,31점,리뷰없음,한식,부산광역시 강서구 생곡동 1504-1 ,https://www.diningcode.com/profile.php?rid=fQKJdxiNRyyY,  한식뷔페 :6000원  ,"X :128.890924, Y :35.1367325"
홍화루,15점,리뷰없음,중식   중국집,부산광역시 강서구 생곡동 1503-5 ,https://www.diningcode.com/profile.php?rid=debJg666fjsZ,없음,"X :128.891866, Y :35.1366728"
삼시세끼,15점,리뷰없음,한식뷔페,부산광역시 강서구 생곡동 1503-5 ,https://www.diningcode.com/profile.php?rid=4Q4B8n1WTYpu,없음,"X :128.891866, Y :35.1366728"
엄마손,15점,리뷰없음,도시락,부산광역시 강서구 생곡동 1068 ,https://www.diningcode.com/profile.php?rid=k7Kii8yRsQDU,  도시락 :6000원  ,"X :128.862985, Y :35.1325149"
다객가든,15점,리뷰없음,한방오리백숙,부산광역시 강서구 생곡동 1538-5 ,https://www.diningcode.com/profile.php?rid=ldsn5THslT29,없음,"X :128.881292, Y :35.1319528"
미락생선구이,15점,리뷰없음,생선구이   생선,부산광역시 강서구 생곡동 13-21 ,https://www.diningcode.com/profile.php?rid=zJRFuaBQVZtG,  모듬생선구이 :13000원   미락정식 :8000원   정식 :6000원   스지어묵탕 :6000원   해물파전 :10000원  ,"X :128.896105, Y :35.1344617"
카페 데이지,15점,리뷰없음,카페   디저트,부산광역시 강서구 생곡동 1517-2 ,https://www.diningcode.com/profile.php?rid=YTsbqr3QaOPI,  아메리카노 :1500원   카페라떼 :2300원   카푸치노 :2300원   바닐라라떼 :2800원   헤이즐라떼  :2800원   카라멜마끼아또 :3000원   카페모카 :3000원   돌체라떼 :3200원   초코라떼 :3000원   녹차라떼 :3000원   딸기라떼 :3500원   루이보스 :2000원   캐모마일 :2000원   로즈마리 :2000원   페퍼민트 :2000원   레몬티 :3500원   자몽티  :3500원   복숭아아이스티 :2500원   레몬에이드 :3500원   자몽에이드 :3500원   플레인요거트스무디 :3500원   딸기요거트스무디 :4000원   블루베리요거트스무디 :4000원   자바칩스무디 :3800원   쿠키앤크림스무디 :3800원   녹차스무디 :3800원   딸기쥬스 :3500원   바나나쥬스 :3500원   딸바쥬스 :3500원   블루베리쥬스 :3800원   바닐라쉐이크 :3500원   딸기쉐이크 :3800원   바나나쉐이크 :3800원   갈릭파이 :2000원   고구마파이 :1800원   피칸파이 :2500원   쿠키(아몬드초코) :1200원   고구마페스츄리 :3000원  ,"X :128.885854, Y :35.1366583"
컴포즈커피 생곡점,15점,리뷰없음,카페   커피,부산광역시 강서구 생곡동 1517-3 ,https://www.diningcode.com/profile.php?rid=pwQz5d8gl88F,없음,"X :128.885536, Y :35.1366452"
카페나루,15점,리뷰없음,커피   카페,부산광역시 강서구 생곡동 1502-1 ,https://www.diningcode.com/profile.php?rid=IZUhMDbhkft0,  아포가토 :7000원  ,"X :128.891043, Y :35.1371362"
