Name,score,userscore,tag,roca,url,menu,coordinate
부산 식만동,score,userscore,tag,roca,url,menu,"X :x좌표없음, Y :y좌표없음"
비아조,50점,4.4점,에그타르트   카페,부산 강서구 식만동 828-8 ,https://www.diningcode.com/profile.php?rid=8I25OEhxbihk,  바질페스토 피자 추천 :29000원   마스카포네 스테이크 피자 :29000원   허니갈릭페페로니 피자 :29000원   등심카츠 :17000원   블럭치즈카츠 :18500원   또띠아 치즈 샐러드 피자:2인 :18500원   콥 샐러드 :15000원   수제 과일 크로플 추천 :16000원   브라운치즈 크로플 추천 :16500원   누텔라 크로플 :16000원  ,"X :128.909166, Y :35.2085052"
앙로고택,41점,3.3점,커피   한옥카페,부산 강서구 식만동 818-5 ,https://www.diningcode.com/profile.php?rid=s1gbmb2MuMNM,  아메리카노 :6500원   카페라떼 :7000원   돌체라떼 :7000원   시나몬라떼 :7000원   콜드브루 :6500원   뱅쇼 :7000원  ,"X :128.906608, Y :35.2052291"
원조할매추어탕,31점,3.0점,추어탕   미꾸라지튀김,부산시 강서구 식만동 153-22 ,https://www.diningcode.com/profile.php?rid=oKU1OIPX7DrV,  추어탕 :8000원   해물파전 :10000원  ,"X :128.914541, Y :35.2148457"
앙탄,31점,리뷰없음,오리요리   코스요리,부산광역시 강서구 식만동 818-15 ,https://www.diningcode.com/profile.php?rid=6gZzTUD3N2RM,  오리코스요리(1인) :39000원  ,"X :128.906600, Y :35.2048868"
강변마당,31점,리뷰없음,오리고기   오리탕,부산광역시 강서구 식만동 818-6 ,https://www.diningcode.com/profile.php?rid=zafZs7AJCHj4,  오리생고기 :35000원   오리양념불고기 :40000원   오리탕 :33000원   오리한방백숙 :65000원   오리옻한방백숙 :65000원  ,"X :128.905961, Y :35.2048067"
토담,31점,리뷰없음,오리요리,부산광역시 강서구 식만동 818-3 ,https://www.diningcode.com/profile.php?rid=mmZUm9IVaPxs,  오향오리수육 :30000원  ,"X :128.907060, Y :35.2057717"
하얀등대,15점,리뷰없음,오겹살   흑돼지,부산광역시 강서구 식만동 202-12 ,https://www.diningcode.com/profile.php?rid=TPBg2JGsNI7b,없음,"X :128.911187, Y :35.2113481"
서낙동강가든,15점,리뷰없음,오리고기   오리불고기,부산광역시 강서구 식만동 153-7 ,https://www.diningcode.com/profile.php?rid=WGnHPdSfA8jJ,  장어구이 :25000원   붕어찜 :40000원   잉어찜 :40000원   오리구이 :35000원   오리탕 :35000원   메기탕(대) :35000원   메기탕(중) :30000원   메기탕(소) :25000원   황태탕 :7000원  ,"X :128.916214, Y :35.2163783"
농부카페,15점,리뷰없음,카페   디저트,부산광역시 강서구 식만동 155-1 ,https://www.diningcode.com/profile.php?rid=uesgIyxuza05,없음,"X :128.918571, Y :35.2171520"
시골밥상,15점,리뷰없음,한식,부산광역시 강서구 식만동 727 ,https://www.diningcode.com/profile.php?rid=868NxPKXTqgS,없음,"X :128.909943, Y :35.2102863"
할매추어탕,15점,리뷰없음,추어탕,부산 강서구 식만동 16-2 ,https://www.diningcode.com/profile.php?rid=T5swXHf3dYYt,  추어탕 :7000원  ,"X :128.914956, Y :35.2161188"
예섬,15점,리뷰없음,카페   우엉차,부산광역시 강서구 식만동 820-1 ,https://www.diningcode.com/profile.php?rid=AO9HoU2iD1vW,  에스프레소 :4000원   아메리카노 :4000원   카페라떼/바닐라 카페라떼 :5500원   카페모카 :6000원   카푸치노 :6000원  ,"X :128.907587, Y :35.2062411"
동네음식점,15점,리뷰없음,한식,부산광역시 강서구 식만동 122-2 ,https://www.diningcode.com/profile.php?rid=xwWcJIzf6LTB,없음,"X :128.913807, Y :35.2148844"
소연할매추어탕,15점,리뷰없음,추어탕   붕어찜,부산광역시 강서구 식만동 122-1 ,https://www.diningcode.com/profile.php?rid=5mc7zFroleJO,  추어탕 :8000원   붕어조림 :30000원   소주 :4000원   맥주 :4000원   생탁 :3000원  ,"X :128.913756, Y :35.2150564"
