Name,score,userscore,tag,roca,url,menu,coordinate
부산 덕포동,score,userscore,tag,roca,url,menu,"X :x좌표없음, Y :y좌표없음"
해물왕창칼국수,61점,4.5점,칼국수   만두,부산광역시 사상구 덕포동 416-14 ,https://www.diningcode.com/profile.php?rid=vzwptvC64vyG,  해물칼국수(2인분부터주문가능) 추천 :12000원   육전밀면 :7000원   육전비빔밀면 :7000원   해물왕창파전 :12000원   소고기육전 :17000원   수제왕만두 :6000원   해물듬뿍칼국수 추천 :6000원   해물듬뿍칼국수곱배기 :7000원   낙지 한마리 칼국수 :10000원   포장-참바지락 :6000원   포장-가리비 :7000원   포장-동죽 :5000원   포장-피홍합 :3000원   소고기 육전 반판 :9000원   낙지오징어 한마리 :5000원   문어 한마리 :15000원   칼국수 사리 :2000원   강된장 열무 보리밥 :1000원  ,"X :128.983773, Y :35.1727195"
꾸꾸닭직불구이,47점,5.0점,구이   닭,부산광역시 사상구 덕포동 421-3 ,https://www.diningcode.com/profile.php?rid=JENm4IBPpRZm,  야채닭 양념구이 :5000원   야채닭 소금구이 :5000원   뼈없는 닭발 :9000원   왕닭꼬치구이 :2000원   볶음밥 라면사리 :2000원   공기밥 떡사리 :1500원  ,"X :128.982490, Y :35.1723259"
희양양 훠궈성 본점,46점,5.0점,훠궈무한리필   훠궈,부산광역시 사상구 덕포동 428-8 ,https://www.diningcode.com/profile.php?rid=i8CYQKe429k6,  젠죠간두어풋 :15000원   송런위미 :15000원   류간젠 :15000원   썅리쎄투이 :15000원   판채초지단 :15000원   샤브샤브 훠꿔 기본메뉴 :58000원  ,"X :128.982255, Y :35.1694100"
남영치킨,44점,5.0점,통닭   카레치킨,부산광역시 사상구 덕포동 789 덕포남영아파트 ,https://www.diningcode.com/profile.php?rid=Lq0RhdErHoLe,  후라이드 카레 :16000원   후라이드 일반 :16000원   통구이 :16000원   양념치킨 :17000원   간장치킨 :17000원   반+반 :17000원  ,"X :128.989076, Y :35.1710104"
원마일커피,40점,4.6점,카페   디저트,부산광역시 사상구 덕포동 90-10 ,https://www.diningcode.com/profile.php?rid=negSsjz7LHMd,  원마일라떼(only ice) 추천 :5000원   플랫화이트 추천 :3800원   솔트 초코 파운드 케이크 :5000원   레몬 파운드 케이크 :5000원   누텔라 쿠키 :3800원   마카다미아 쿠키 :3500원   클래식 쿠키 :3500원  ,"X :128.989304, Y :35.1691052"
샤브샤브양꼬지,39점,5.0점,양꼬지   훠궈,부산광역시 사상구 덕포동 428-8 ,https://www.diningcode.com/profile.php?rid=ZnAJs6U8GHCC,  샤브샤브 세트메뉴 :48000원   기본세트 :12000원   소고기 :10000원  ,"X :128.982255, Y :35.1694100"
진주네,39점,5.0점,오리양념구이   오리고기,부산광역시 사상구 덕포동 777-1 ,https://www.diningcode.com/profile.php?rid=kTx0kw7UC6iJ,  오리백숙 :45000원   오리양념구이 :30000원   오라소금구이 :18000원   코다리찜 대 :30000원   두루치기 :30000원  ,"X :128.988695, Y :35.1751981"
푸른통닭,36점,5.0점,통닭   똥집튀김,부산광역시 사상구 덕포동 422-11 ,https://www.diningcode.com/profile.php?rid=voelCzoxBBBz,  후라이드 / 통구이 :13000원   양념치킨/간장치킨 :14000원   후라이드반+양념반 :14000원  ,"X :128.981593, Y :35.1706104"
브뤼트,36점,4.3점,피자   루꼴라피자,부산광역시 사상구 덕포동 58 ,https://www.diningcode.com/profile.php?rid=VWRoViiAzbUw,  루콜라피자 추천 :24000원   페퍼로니 피자 추천 :21000원   핫윙&핫봉 :8000원   감자튀김&양파링 :6000원   치킨앤크로플 추천 :9900원   미트피자 :24000원   새우피자 :24000원   하와이안 피자 :21000원   치즈피자 :18000원   트러플오일버섯피자 :21000원   그린푸실리 :6900원   토마토베이컨푸실리 :6900원  ,"X :128.989456, Y :35.1694902"
유원반점 유원반점,35점,5.0점,중국집   간짜장,부산광역시 사상구 덕포동 413-12 ,https://www.diningcode.com/profile.php?rid=rdjMJMS6zJQL,  자장면 :4500원   우동 :5500원   짬뽕 :5500원   울면 :5500원   볶음면 :6000원  ,"X :128.986305, Y :35.1730114"
이디야,34점,4.1점,카페   달고나라떼,부산광역시 사상구 덕포동 419-9 ,https://www.diningcode.com/profile.php?rid=PMnMxVcFGcRk,  카페 아메리카노 :3200원   카페 라떼 :4200원   바닐라 라떼 :4500원   토피 넛 라떼 :4200원  ,"X :128.983302, Y :35.1727542"
