Name,score,userscore,tag,roca,url,menu,coordinate
부산 암남동,score,userscore,tag,roca,url,menu,"X :x좌표없음, Y :y좌표없음"
태성하모횟집,54점,4.7점,생선회   하모회,부산광역시 서구 암남동 124-32 ,https://www.diningcode.com/profile.php?rid=BvN5sur01ZK8,  하모회 :80000~120000   모둠회 :60000~120000   하모샤브(소) :80000원   전복물회 :20000원   우럭매운탕 :30000원   하모샤브(특대) :150000원   하모샤브(대) :120000원   하모샤브(중) :100000원   물회 횟밥 :12000원   특물회 :15000원   멍게덮밥 :12000원   전복 물회 :20000원   회정식 :20000원   전복죽 :15000원  ,"X :129.022512, Y :35.0767175"
진선,51점,4.6점,짜장면   해물누룽지탕,부산시 서구 암남동 600-3 3층 ,https://www.diningcode.com/profile.php?rid=0BPvOcQvKKBM,  해물찹쌀누룽지탕(소) :38000원   탕수육 :25000원   깐풍육 :27000원   유니자장면 :6500원   짬뽕 :6500원   유니자장밥 :6500원   짬뽕밥 :6500원   어향기 :29000원   라조육 :27000원   팔보채 :30000원   유산슬 :31000원   칠리새우 :33000원   깐풍새우 :33000원   고추잡채 :28000원   유린기 :29000원  ,"X :129.015747, Y :35.0722161"
스시로운,49점,5.0점,오마카세   스시,부산광역시 서구 암남동 355-30 ,https://www.diningcode.com/profile.php?rid=txSsKn7uLmZ1,  오마카세(모둠)스시 :27000원   로운(모둠)스시 :18000원   로운2인세트 :42000원   오마카세2인세트 :62000원   광어초밥 :20000원   연어초밥 :20000원   광어 :2500원   광어지느러미 :3000원   참돔 :3000원   농어 :2500원   밀치 :2000원  ,"X :129.016937, Y :35.0764679"
속시원해대구탕 송도본점,48점,4.4점,대구탕   대구찜,부산광역시 서구 암남동 357-2 ,https://www.diningcode.com/profile.php?rid=65LcNHs7CVAu,  시메사바 :18000원   대구찜 소 :30000원   계란말이 :8000원   대구탕 :12000원  ,"X :129.016432, Y :35.0759806"
아트케이 송도점,47점,4.3점,크로플   갤러리카페,부산광역시 서구 암남동 230 메리어트 호텔 2층 ,https://www.diningcode.com/profile.php?rid=UYngYjpmXa57,  에스프레소 :4500원   아메리카노 :5000원   카페라떼 :5500원   카푸치노 :5500원   카페모카 :6000원  ,"X :129.019270, Y :35.0777177"
TCC 송도점,46점,3.7점,카페,부산광역시 서구 암남동 130 ,https://www.diningcode.com/profile.php?rid=8mbAGfo2SlCb,  아메리카노 :4500원   카페라떼 :5000원   카푸치노 :5000원   바닐라라떼 :5500원   헤이즐넛라떼 :5500원   카라멜마끼야또 :5500원   카페모카 :5500원   콜드브루 :6000원   초콜릿 :6000원   그린티 :6000원   밀크티 :6000원   민트슈페너 :6500원   아인슈페너 :6500원   아몬드크림라떼 :6500원   아포카토(바닐라  그린티) :6500원   자몽티 :6000원   자몽에이드 :7000원   생레몬에이드 :6500원   요거트(딸기  플레인  복숭아  블루베리) :7000원   곡물치노 :6500원   그린티치노 :7000원   초코칩쿠키치노 :7000원   리쉬티(얼그레이  캐모마일  페퍼민트  히비스커스) :6000원   딸기스무디 :7000원  ,"X :129.022040, Y :35.0771309"
블루샥 부산송도점,45점,5.0점,카페   디저트,부산광역시 서구 암남동 234 ,https://www.diningcode.com/profile.php?rid=wkWoAbxxQ7SB,  샥라떼 :3400원   피넛 라떼 추천 :3800원   아메리카노 :2000원   바닐라빈 라떼 :3800원   애플망고 아이스티 :3600원   로얄 밀크티 :4200원  ,"X :129.017855, Y :35.0772546"
스타벅스 부산송도해수욕장점,45점,5.0점,카페   디저트,부산광역시 서구 암남동 234 ,https://www.diningcode.com/profile.php?rid=26lKgFt8JYLq,  카페 아메리카노 :4500원   카페 라떼 :5000원   스타벅스 돌체 라떼 :5900원   카라멜 마키아또 :5900원   카푸치노 :5000원   카페 모카 :5500원   화이트 초콜릿 모카 :5900원   콜드 브루 :4900원   자몽 허니 블랙 티 :5700원   아이스 자몽 허니 블랙 티 :5700원   망고 바나나 블렌디드 :6300원   에스프레소 프라푸치노 :5500원   자바 칩 프라푸치노 :6300원  ,"X :129.017855, Y :35.0772546"
