또로로케이크,15점,리뷰없음,케이크   레터링케이크,부산광역시 영도구 봉래동5가 143-4 ,https://www.diningcode.com/profile.php?rid=JShO9BFpOjVt,"X :129.051256, Y :35.0929966"
어뮤즈 베이커리,15점,리뷰없음,베이커리   생화케이크,부산광역시 영도구 봉래동3가 132-2 ,https://www.diningcode.com/profile.php?rid=ZuL54JAhgqle,"X :129.044279, Y :35.0945923"
영도깍두기,15점,리뷰없음,한식   곰탕,부산광역시 영도구 봉래동4가 220-1 ,https://www.diningcode.com/profile.php?rid=gUZeE4eYvPeS,"X :129.049764, Y :35.0916160"
김천식당,15점,리뷰없음,백반   가정식,부산광역시 영도구 봉래동4가 9-5 ,https://www.diningcode.com/profile.php?rid=3nk4kEwoc3kL,"X :129.048003, Y :35.0948809"
티사운즈,15점,리뷰없음,비건   찻집,부산광역시 영도구 봉래동2가 39-5 ,https://www.diningcode.com/profile.php?rid=TM88GQkMvdu3,"X :129.043040, Y :35.0928469"
주디,15점,리뷰없음,루프탑   유기농,부산광역시 영도구 봉래동5가 65-11 ,https://www.diningcode.com/profile.php?rid=QMn2HWEZAEi7,"X :129.050349, Y :35.0935256"
모디포차,15점,리뷰없음,해물탕   꽃게탕,부산광역시 영도구 봉래동3가 27 ,https://www.diningcode.com/profile.php?rid=HShfCh4IBe6F,"X :129.044051, Y :35.0924964"
버거킹 부산영도DT점,15점,리뷰없음,버거   감자튀김,부산광역시 영도구 봉래동4가 38 ,https://www.diningcode.com/profile.php?rid=upnvuEjXA41L,"X :129.047185, Y :35.0945974"
춘자포차,15점,리뷰없음,포장마차   조기구이,부산광역시 영도구 봉래동1가 50-7 1층 춘자포차 ,https://www.diningcode.com/profile.php?rid=fKdiU3tIew9N,"X :129.039624, Y :35.0939227"
코버그,15점,리뷰없음,카페   치즈테린느,부산광역시 영도구 봉래동2가 96-4 ,https://www.diningcode.com/profile.php?rid=6NvXfRZlmZL9,"X :129.041465, Y :35.0938737"
멕시칸,15점,리뷰없음,치킨   닭강정,부산광역시 영도구 봉래동4가 169-56 ,https://www.diningcode.com/profile.php?rid=PDrVTPPUCdrL,"X :129.050719, Y :35.0921045"
Miss코다리Mr황태 영도점,15점,리뷰없음,코다리찜   황태찜,부산광역시 영도구 봉래동2가 12 ,https://www.diningcode.com/profile.php?rid=5tvpcmCiE9nD,"X :129.041637, Y :35.0928615"
만다린,15점,리뷰없음,중식당   짬뽕,부산광역시 영도구 봉래동1가 5-5 ,https://www.diningcode.com/profile.php?rid=H0ekd5QEgLKv,"X :129.039140, Y :35.0933902"
카페클라즈 영도점,15점,리뷰없음,카페   디저트,부산광역시 영도구 봉래동3가 7-8 ,https://www.diningcode.com/profile.php?rid=c30fACywWXwK,"X :129.043425, Y :35.0920113"
커피고트,15점,리뷰없음,카페   커피,부산광역시 영도구 봉래동3가 140-1 ,https://www.diningcode.com/profile.php?rid=1grXCm5AMzzW,"X :129.045308, Y :35.0945299"
갯마을식당,15점,리뷰없음,낙지전문   낙곱,부산광역시 영도구 봉래동3가 162-5 ,https://www.diningcode.com/profile.php?rid=wIdj5xgsEc0Q,"X :129.045247, Y :35.0951437"
남해식당,15점,리뷰없음,한식   곱창전골,부산광역시 영도구 봉래동1가 11-6 ,https://www.diningcode.com/profile.php?rid=j8ENYbhP7Sgm,"X :129.039281, Y :35.0937933"
대혁횟집,15점,리뷰없음,생선회   횟집,부산광역시 영도구 봉래동5가 135-1 ,https://www.diningcode.com/profile.php?rid=om6W4Gc529jC,"X :129.052651, Y :35.0935137"
일월식당,15점,리뷰없음,뼈다귀해장국   콩나물해장국,부산광역시 영도구 봉래동1가 5-3 ,https://www.diningcode.com/profile.php?rid=h3YOc8r3vezM,"X :129.039249, Y :35.0933613"
티모아,15점,리뷰없음,카페   디저트,부산광역시 영도구 봉래동2가 12 ,https://www.diningcode.com/profile.php?rid=IKiC4sU4itRv,"X :129.041637, Y :35.0928615"
보성푸드,15점,리뷰없음,한식,부산광역시 영도구 봉래동1가 51-4 ,https://www.diningcode.com/profile.php?rid=oLrKXNd7IoQp,"X :129.039852, Y :35.0938107"
한잔ok,15점,리뷰없음,포차   포장마차,부산광역시 영도구 봉래동1가 48-5 ,https://www.diningcode.com/profile.php?rid=RRpIzCcEZFXX,"X :129.039504, Y :35.0934742"
카페슈가,15점,리뷰없음,카페   디저트,부산광역시 영도구 봉래동3가 181-2 ,https://www.diningcode.com/profile.php?rid=Fr5sxlbRO0s6,"X :129.044705, Y :35.0953872"
