Name,score,userscore,detail
전주콩나물국밥정식,48점,4.4점,김해공항 | 두루치기   콩나물국밥
김가네 가야밀면,45점,4.7점,김해공항 | 돼지국밥   물밀면
위드렌터카 김해공항점,41점,4.5점,김해공항 | 커피   카페
만드리곤드레밥,39점,4.6점,김해공항 | 곤드레   곤드레밥
메가커피 서부산유통지구점,39점,4.0점,부산 | 카페
고집불통토굴속묵은지,38점,4.6점,김해공항 | 김치두루치기   한식
자갈치왕짬뽕,38점,5.0점,김해공항 | 짬뽕   왕짬뽕
한스푼 김해공항국내선점,36점,2.0점,김해공항 | 김밥   김밥전문
뉴욕버거 김해공항점,35점,5.0점,김해공항 | 수제버거   버거
도담육개장,35점,5.0점,김해공항 | 육개장   만두육개장
대동반점 대동반점,35점,5.0점,김해공항 | 중식당   간짜장
아카렌,34점,4.0점,김해공항 | 일본식라면   탄탄멘
짬뽕공화국,34점,4.0점,김해공항 | 짬뽕   왕갈비짬뽕
공항 갈비탕냉면,34점,3.9점,부산강서구 | 냉면   갈비탕
와카바,34점,리뷰없음,김해공항 | 돈까스카레   고로케카레
꽃마루,33점,4.0점,김해공항 | 토스트   무인카페
선농설렁탕,33점,리뷰없음,김해공항 | 곰탕   설렁탕
시장분식,33점,5.0점,김해공항 | 분식   비빔칼국수
온든해,33점,3.0점,명지 | 카페   쌀디저트
조방낙지묵은지밀면,33점,리뷰없음,김해공항 | 낙지   낙곱새
노스트로,32점,리뷰없음,김해공항 | 카페   블루베리요거트
녹슨드럼통 부산본점,32점,리뷰없음,부산 | 고기집   바베큐
엔제리너스 김해공항점,32점,5.0점,김해공항 | 카페   반미샌드위치
수림불백,32점,4.5점,부산강서구 | 한식   김치갈비찜
낭만송백,32점,4.0점,명지 | 카페   크로플
문카츠야,32점,5.0점,김해공항 | 돈까스
공항생복국,32점,4.0점,김해공항 | 복어   복국
쥬씨 공항마을점,32점,3.0점,김해공항 | 과일주스
공항앞돼지국밥,32점,3.0점,김해공항 | 돼지국밥   수육백반
도담육개장,31점,5.0점,부산
인생찌개,31점,3.0점,부산 | 두루치기   찌개
이동하해장국,31점,1.0점,김해공항 | 해장국
SKY31 푸드에비뉴 김해공항점,31점,3.0점,부산강서구 | 순두부찌개   왕돈까스
커피베이 김해공항점,31점,3.0점,김해공항 | 커피   라떼
공항낙지마을,31점,리뷰없음,김해공항 | 낙지   낙곱새
신라해장국 대저점,31점,리뷰없음,김해공항 | 뼈다귀해장국   해장국
향나무집,31점,리뷰없음,김해공항 | 갈비탕   삼계탕
투썸플레이스,31점,리뷰없음,김해공항 | 연탄불고기   돌솥쌈밥
브라이트베이커리,31점,리뷰없음,김해공항 | 빵집   베이커리
Daily coffee,31점,리뷰없음,부산 | 커피   카페
구이오감치킨 대저공항점,31점,리뷰없음,부산 | 치킨
할매추어탕,31점,리뷰없음,김해공항 | 추어탕   고추
처갓집양념치킨 공항점,31점,리뷰없음,부산강서구 | 치킨
개경목장,31점,리뷰없음,김해공항 | 김치찌개   김치찌게
우리동네 꼬마김밥&국수,31점,리뷰없음,김해공항 | 국수   꼬마김밥
후니스시,31점,리뷰없음,김해공항 | 돈까스   스시
던킨도너츠 김해공항국내선점,31점,리뷰없음,김해공항 | 도넛   도너츠
이자벨,15점,4.0점,덕두역 | 카페   디저트
요거프레소 김해국제공항점,15점,0점,공항역 | 카페   디저트
컴포즈커피 서부산유통단지점,15점,리뷰없음,부산 | 와플   커피
수궁,15점,리뷰없음,김해공항 | 굴국밥   생선구이
대교식당,15점,리뷰없음,부산강서구 | 한식
등구반점 등구반점,15점,리뷰없음,부산 | 중식당
카페뜨락,15점,리뷰없음,부산 | 열무국수   국수
자매식당,15점,리뷰없음,부산 | 한식
카페나무1994,15점,리뷰없음,부산 | 커피   카페
토스트 먹는 여우,15점,리뷰없음,부산강서구 | 토스트
이가네찌개만찬,15점,리뷰없음,김해공항 | 부대찌개   찌개
촌놈,15점,리뷰없음,부산강서구 | 맥주   호프
텐퍼센트커피 서부산유통단지점,15점,리뷰없음,부산강서구 | 카페
본까스델리카페 김해공항점,15점,리뷰없음,김해공항 | 돈가스   꼬치어묵우동
다푸네정식,15점,리뷰없음,부산강서구 | 한식
미소한식뷔페,15점,리뷰없음,부산 | 한식뷔페   한식
최고다강냉이찹쌀꽈배기 공항점,15점,리뷰없음,부산강서구 | 베이커리   꽈배기
