Name,score,userscore,detail
빵 드 마망,47점,4.3점,정관 | 카페   빵
강원도막국수,47점,5.0점,부산정관 | 막국수   옹심이칼국수
유정1995,44점,4.0점,정관 | 카페   자두에이드
대궐쌈밥,43점,4.1점,정관 | 쌈밥   소불고기쌈밥
양산국밥,42점,4.6점,정관 | 돼지국밥   국밥
웨스턴챔버,42점,3.6점,정관 | 브런치카페   카페
곰내재468,42점,5.0점,정관 | 식육식당   소고기구이
기픈골황토마루,42점,4.8점,정관 | 고깃집   돌판구이
브레이크인커피,41점,3.9점,정관 | 커피   아메리카노
라이친,41점,4.3점,정관 | 중식당   탕수육
병산365,40점,3.5점,정관 | 커피숍   아이스아메리카노
마마돈소바,39점,4.3점,정관 | 돈까스   소바
범어사소문난떡볶이,39점,5.0점,정관 | 분식   떡볶이
낭만장작 정관점,39점,5.0점,부산기장 | 누룽지통닭   치킨
투썸플레이스,39점,5.0점,정관 | 가맥   생크림케이크
삼겹파티 정관점,39점,4.0점,부산 | 삼겹살
두루미 베이커리 카페,39점,5.0점,정관 | 베이커리카페   베이커리
하늘아래 첫 집,38점,5.0점,정관 | 장어   장어구이
금정밀면,38점,5.0점,정관 | 수육   밀면
바보형제 쭈꾸미,38점,4.0점,정관 | 쭈꾸미   쭈삼겹
시골낙지,38점,5.0점,정관 | 낙지볶음   낙지
여의가,38점,5.0점,정관 | 전통찻집   십전대보탕
연돈볼카츠 부산정관신도시점,38점,4.4점,부산정관 | 돈가스
도야족발,38점,5.0점,정관 | 불족발   족발
양첸반점&수제꿔바로우 정관점,37점,4.4점,정관 | 꿔바로우   중국집
케이쏨차이,36점,4.0점,정관 | 태국   팟타이
삼삼오오,36점,4.5점,정관 | 한식   모듬구이
우리랑 얼큰칼국수 부산정관점,36점,4.0점,정관 | 샤브칼국수   해물파전
33막창,35점,0.0점,정관 | 막창   생막창
얼칼 정관점,35점,5.0점,부산정관 | 얼큰이칼국수   돈까스
일등가 정관점,35점,4.5점,정관 | 오리고기   오리불고기
맛나감자탕 정관점,35점,5.0점,정관 | 뼈해장국   감자탕
하나무라돈카츠,35점,4.0점,정관 | 돈까스   야끼우동
바다향,35점,4.0점,정관 | 일식집   일식
카츠앤멘,35점,4.2점,정관 | 돈까스   탄탄면
고반식당 정관점,34점,3.5점,정관 | 삼겹살   돈치맛살
두울원칼국수 본점,34점,5.0점,정관 | 칼국수   돌판비빔밥
정가 대박집 매학점,34점,5.0점,정관 | 뽈살   대패삼겹살
배말칼국수김밥 기장정관점,34점,3.0점,정관 | 김밥   칼국수
뽕나무돼지국밥,34점,0점,부산 | 돼지국밥
버거킹 부산정관DT점,34점,5.0점,정관 | 버거   칠리
김밥일번지,34점,0.0점,정관 | 김밥   라볶이
부일숯불갈비,34점,4.0점,정관 | 돼지갈비   숯불갈비
만선해물탕 부산기장점,34점,1.1점,부산기장 | 해물요리   해물탕
블루마운틴,33점,0.0점,정관 | 루프탑   카페
마더스돈까스 관동대점,33점,4.0점,정관 | 돈가스   돈까스
흑송,33점,4.0점,정관 | 돈까스   스시
스타벅스,33점,4.0점,정관 | 카페   블랙밀크티
수손만두,33점,리뷰없음,정관 | 수제만두   손만두
남포수제비,33점,리뷰없음,정관 | 수제비
근이네당근,33점,0점,부산기장 | 당근쥬스   쥬스
꽃나라,33점,4.0점,정관 | 불고기   직화쭈꾸미
커피스미스,33점,3.0점,정관 | 와플   커피
신세계 정관점,33점,3.6점,정관 | 짬뽕
남광식육점,33점,4.0점,정관 | 정육점   낙엽살
제이엠 커피로스터스 정관점,33점,4.0점,정관 | 로스터리카페   커피
창고86,33점,5.0점,정관 | 요리주점   꽃게찜
라라코스트,33점,리뷰없음,정관 | 패밀리레스토랑   파스타
이대맛태,33점,4.0점,정관 | 해물   매콤명태조림
채선당 부산정관점,33점,5.0점,정관 | 월남쌈   샤브샤브
이미경회국수,33점,4.0점,정관 | 물회   회국수
거북이동네 부산정관점,33점,4.0점,정관 | 고기집   숙성삼겹
북새통,33점,리뷰없음,정관 | 한식   제주생고기
빨라쪼델프레도 정관점,33점,4.0점,정관 | 젤라또   아이스크림
국시림 포항물회,32점,리뷰없음,정관 | 물회   국시
정재석과자점,32점,리뷰없음,정관 | 빵집   과자점
더도이돼지국밥 정관점 정관점,32점,리뷰없음,부산정관 | 순대국밥   돼지국밥
양반게장 본점,32점,리뷰없음,정관 | 간장게장
장인촌국수,32점,4.0점,정관 | 국수   촌국수
스시조우,32점,4.0점,정관 | 스시
미스사이공 정관점,32점,리뷰없음,정관 | 쌀국수   베트남쌀국수
미쓰족발,32점,리뷰없음,정관 | 불족발   족발
인생식당 정관신도시점,32점,4.0점,정관 | 삼겹살   숙성삼겹살
파스타바니타,32점,리뷰없음,부산 | 스파게티전문
김윤미전복삼계탕,32점,0.0점,정관 | 삼계탕   전복삼계탕
두텁삼,32점,리뷰없음,정관 | 숯불구이전문   고기집
비빔밥집 순희,32점,0점,정관 | 비빔밥   멍게비빔밥
신가네밀면,32점,2.0점,정관 | 한식   들깨칼국수
원스김치찌개,32점,리뷰없음,정관 | 김치찌개전문   김치찌개
만석꾼축산,32점,5.0점,정관 | 고기집   가브리살
가츠야,32점,리뷰없음,정관 | 돈가츠   돈가스
육대장 부산정관점,32점,0점,정관 | 육개장   한방보쌈
치자밀면,31점,4.0점,정관 | 국수   비빔밀면
이웃집소녀떡볶이,31점,4.0점,정관 | 떡볶이   떡
맛고을 감자탕,31점,리뷰없음,정관 | 오리고기   냉삼
류길상피자,31점,리뷰없음,정관 | 피자   슈퍼슈프림
연어앓이,31점,0.0점,정관 | 일식당   생연어
서가앤쿡,31점,리뷰없음,정관 | 파스타   목살필라프
마리웨일마카롱,31점,리뷰없음,정관 | 베이커리   세계음료
닭발먹고삐약삐약,31점,리뷰없음,부산기장 | 닭발   조개탕
정관쭈꾸미,31점,리뷰없음,정관 | 쭈꾸미   웰빙쭈꾸미
홍콩반점0410 부산정관모전점,31점,리뷰없음,정관 | 짜장면   고추짜장
이조떡,31점,리뷰없음,정관 | 떡집   떡
샤브향,31점,리뷰없음,정관 | 월남쌈   샤브샤브
스시애,31점,리뷰없음,정관 | 초밥   스시
도미노피자,31점,리뷰없음,정관 | 피자
영커피 부산정관신도시점,31점,4.0점,정관 | 커피   딸기빙수
히노아지 정관점,31점,2.0점,정관 | 라멘
풍천숯불민물장어,31점,3.0점,정관 | 장어   민물장어
맥도날드,31점,4.0점,정관 | 햄버거   갈릭버거
부산 정관읍,score,userscore,details
