Name,score,userscore,detail
오브베이크샵,43점,5.0점,사상 | 베이커리   휘낭시에
종가집돼지국밥,43점,4.1점,사상 | 돼지국밥   수육백반
오르디,42점,4.2점,사상 | 카페   디저트
상해만두,42점,4.5점,부산사상 | 만두   잡채밥
춘향아씨,37점,4.4점,부산사상 | 퓨전포차   술집
클래식캠퍼,37점,4.0점,부산사상 | 캠핑카페   이색카페
닭드리숯불치킨,33점,5.0점,사상 | 치킨   닭
청기와샤브샤브,33점,4.0점,사상 | 샤브샤브   영양죽
대영식품 축산물센터식육식당,33점,4.0점,사상 | 식육식당   한우갈비탕
하동돼지국밥,33점,리뷰없음,사상 | 돼지국밥   가마솥
구덕민속촌,32점,3.0점,사상 | 오리고기   가마구이
우디브룩,32점,3.0점,부산사상 | 카페   쉬림프오일파스타
선우정,32점,리뷰없음,사상 | 짬뽕   닭한마리
불나라닭발,32점,3.0점,사상 | 닭발   닭날개
역전할머니맥주 학장점,32점,4.6점,사상 | 살얼음맥주   오징어입
카페 바이버,32점,3.8점,사상 | 베이커리카페   아메리카노
커피 프라하,32점,3.8점,부산 | 와플   커피
가얏골감자탕,32점,3.6점,사상 | 감자탕   우거지감자탕
하삼동커피 구덕점,31점,3.0점,부산 | 카페   커피
가야정삼계탕,31점,2.9점,사상 | 삼계탕   전복삼계탕
양평칼국수,31점,리뷰없음,사상 | 칼국수   육개장칼국수
홍쉬엔샹,31점,4.0점,부산 | 중식당   중국집
맛나감자탕,31점,리뷰없음,사상 | 감자탕   해물뼈찜
산풀주막,31점,리뷰없음,사상 | 막걸리   산나물
시골밥상,31점,3.0점,사상 | 우삼겹살   생삼겹살
구버구버,31점,2.0점,사상 | 숯불갈비   돼지갈비
삼성복국,31점,리뷰없음,부산 | 복국   복지리
대복복국,31점,리뷰없음,사상 | 게장무한리필   복국
우리식당,31점,리뷰없음,사상 | 한식   휘낭시에
봉식이반점,31점,리뷰없음,부산 | 막창   중국집
롯데리아,31점,리뷰없음,부산 | 버거   오징어
등대횟집,31점,리뷰없음,부산 | 횟집   모듬회
삼겹구이,31점,리뷰없음,사상 | 돼지고기   대패삼겹살
무쏘실내포장,31점,리뷰없음,부산사상 | 실내포차   술집
고봉민김밥인,31점,리뷰없음,부산 | 김밥   돈까스김밥
통큰노가리 학장점,31점,리뷰없음,부산사상 | 노가리
국제시장국제통닭,31점,리뷰없음,부산 | 통닭   깐풍치킨
태화반점,31점,리뷰없음,부산 | 중식당
양자강,31점,리뷰없음,부산 | 짜장면   탕수육
삼성반점,31점,리뷰없음,부산 | 중식당
교촌치킨 학장점,31점,5.0점,부산 | 양꼬치   치킨
이가돈통,31점,리뷰없음,사상 | 육회   구이
학장생고기촌,31점,리뷰없음,부산 | 생고기   안거미
미뚱김밥,15점,5.0점,부산 | 김밥집   참치김밥
부평왕족발,15점,4.5점,부산 | 족발
맘스터치 부산학장점,15점,5.0점,부산 | 치킨버거   치킨
썬더치킨 학장1호점,15점,5.0점,부산 | 치킨   치킨집
대구생막창,15점,5.0점,부산 | 포장마차   생막창
컴포즈커피 학장점,15점,5.0점,부산 | 카페   커피
이디야커피 부산학장동점,15점,5.0점,부산사상 | 커피   카페
읍천리382 학장점,15점,5.0점,사상 | 카페   불고기샌드위치
피자스쿨 부산학장점,15점,4.0점,부산 | 피자   치즈피자
불막열삼 학장점,15점,리뷰없음,사상 | 막창   곱창
류길상피자,15점,리뷰없음,부산 | 피자
삼겹파티 학장점,15점,리뷰없음,부산 | 대패삼겹살   고기집
BBQ,15점,리뷰없음,사상 | 치킨   갈비치킨
굽네치킨,15점,0점,부산 | 치킨   갈비
오동동아구할매집,15점,리뷰없음,사상 | 커피   카페
대림반점,15점,리뷰없음,부산 | 중식당
낙원집,15점,리뷰없음,부산 | 아구찜   아귀찜
북경반점 북경반점,15점,리뷰없음,부산사상 | 짜장면   중화요리
별미식당,15점,리뷰없음,부산사상 | 한식
힘쎈민물장어,15점,리뷰없음,사상 | 장어   민물장어
본죽 부산학장점,15점,리뷰없음,부산사상 | 전복죽   죽집
해초과메기,15점,리뷰없음,부산사상 | 과메기
학장집,15점,리뷰없음,주례 | 오뎅꼬치   오뎅바
송미당 학장점,15점,리뷰없음,부산사상 | 수제고로케
상상짬뽕,15점,리뷰없음,사상 | 짬뽕   유니짜장
냠냠숯불두마리치킨 엄궁학장점,15점,리뷰없음,부산 | 숯불치킨   숯불구이
자금성,15점,리뷰없음,부산사상 | 중식당   중식
카페글먹,15점,리뷰없음,부산사상 | 카페   커피
대박횟집,15점,리뷰없음,사상 | 횟집   생선회
콩콩설기,15점,리뷰없음,부산사상 | 카페   디저트
장풍각,15점,리뷰없음,부산사상 | 중식당
츄러스1500 학장점,15점,리뷰없음,부산사상 | 카페   고구마무스
소나무,15점,리뷰없음,부산사상 | 한식   닭발
선미네밥집,15점,리뷰없음,부산사상 | 한식
맛고을,15점,리뷰없음,부산사상 | 한식
피자헛 부산학장점,15점,리뷰없음,부산 | 퐁듀   피자
피자에땅 학장점,15점,리뷰없음,부산사상 | 피자   피자전문
페리카나 학장점,15점,리뷰없음,사상 | 치킨   치킨집
처갓집양념치킨 학장점,15점,리뷰없음,부산 | 치킨
메가커피 학장점,15점,리뷰없음,부산사상 | 카페   커피
송림보리밥,15점,리뷰없음,부산사상 | 보리밥   비빔국수
새밭마을행복센터,15점,리뷰없음,부산사상 | 카페   디저트
요거샌드,15점,리뷰없음,부산사상 | 비건   샌드위치
떡볶이참잘하는집 떡참 부산학장점,15점,리뷰없음,부산사상 | 떡볶이   떡
고봉민김밥인 구덕학장점,15점,리뷰없음,부산 | 김밥집   김밥
소꿉당,15점,리뷰없음,사상 | 카페   저당
이디야커피 큰솔2병원점,15점,리뷰없음,부산사상 | 카페   커피
마을주막,15점,리뷰없음,부산 | 한정식   두루치기
파리바게뜨 부산학장점,15점,리뷰없음,부산사상 | 케이크   베이커리
컴포즈커피 학장공단점,15점,리뷰없음,부산사상 | 카페   커피
부산낙곱새회관 학장점,15점,리뷰없음,부산 | 낙지요리   낙곱새
제우스커피,15점,리뷰없음,부산 | 커피   꽃차
오케이도매횟집 학장엄궁점,15점,리뷰없음,사상 | 모둠회
동이비어,15점,리뷰없음,부산사상 | 맥주   호프
AM보성 & 이모집PM,15점,리뷰없음,부산사상 | 한식
꼬돌이족발,15점,리뷰없음,부산사상 | 족발
정통 홍어,15점,리뷰없음,부산사상 | 홍어삼합   홍어회
부산 학장동,score,userscore,details
