Name,score,userscore,detail
모해나키친,54점,4.3점,온천천 | 파스타   콥샐러드
스지고집,50점,5.0점,안락동 | 한식   스지수육
먹음직 온천천점,49점,4.2점,온천천 | 돼지고기   된장술밥
오프리르,48점,4.5점,온천천 | 고양이카페   아메리카노
멜버른,48점,4.4점,온천천 | 브런치   찻집
코모도 테이블,46점,4.6점,온천천 | 샌드위치   아보카도샌드위치
스크루테이프의 식탁,45점,4.4점,온천천 | 스테이크   봉골레파스타
르쎄,45점,4.4점,온천천 | 케이크   아이스아메리카노
아랑돈까스,44점,5.0점,안락동 | 돈까스   경양식
선우닭한마리,44점,4.0점,온천천 | 닭한마리
탕비실,43점,4.0점,온천천 | 카페   에그타르트
카페썬번,42점,4.7점,안락동 | 케이크   쿠키
스타벅스 부산안락DT점,42점,4.0점,안락동 | 카페   라임에이드
서서우동,41점,4.6점,서원시장 | 김밥   우동
홀스앤타이거,41점,5.0점,온천천 | 카페   프렌치토스트
지미지니팍 온천천점,41점,4.6점,온천천 | 마카롱   카페라떼
어반플로우,41점,4.2점,온천천 | 카페   아메리카노
유가네 온천천점,40점,5.0점,온천천 | 닭갈비   볶음밥
월향당,40점,3.8점,온천천 | 한식디저트   전통차
폴,40점,4.7점,온천천 | 커피   카페
파리바게트 안락서원,40점,4.5점,동래구 | 베이커리   빵집
오복가 해물찜,39점,5.0점,안락동 | 아구찜   해물찜
밤비공기 온천천,39점,5.0점,안락동 | 카페   디저트
나고미,39점,5.0점,안락동 | 숙성회   초밥
강초밥,38점,4.0점,온천천 | 스시   초밥
꼼시꼼사 온천천,38점,5.0점,안락동 | 카페
금광루,38점,4.7점,안락동 | 중국집   간짜장
부바스,38점,4.8점,온천천 | 브런치   파스타
부라보365,38점,4.5점,온천천 | 가정식   순두부찌개
19burgertable,37점,4.6점,온천천 | 수제버거   버거
돈돈뒷고기,37점,5.0점,부산동래 | 뒷고기   고기집
채스우드,37점,4.5점,안락동 | 메밀국수   퓨전한식
경성퀴진,37점,3.4점,온천천 | 파스타   명란파스타
이에스시,37점,5.0점,온천천 | 초밥   스시
도쿄규카츠,37점,5.0점,온천천 | 규카츠   치즈카츠
화화,37점,4.4점,안락동 | 왕갈비   돼지왕갈비
옴스커피,37점,5.0점,온천천 | 커피   베이글
옆집아줌마,37점,5.0점,안락동 | 술집   미더덕찜
그린 앳 더 코너,37점,4.0점,온천천 | 브런치카페   브런치
영일식육식당,37점,5.0점,안락동 | 식육식당   안거미
제주상회 온천천점,37점,5.0점,안락동 | 오겹살   고기집
석정,37점,5.0점,온천천 | 일식   코스요리
부림해물손수제비칼국수 안락점,36점,4.6점,온천천 | 해물손칼국수   한식
파티오키친,36점,4.5점,온천천 | 해물탕   바질파스타
밀한줌 베이커리,36점,5.0점,온천천 | 빵집   비건
유부부,36점,4.0점,온천천 | 종합분식   유부초밥
뵈뵈카페,36점,5.0점,부산동래 | 와플   로스터리카페
원동반점,36점,4.0점,안락동 | 중식당   중국집
이디야커피 부산온천천점,36점,5.0점,온천천 | 커피   카페
평화김해뒷고기 부산안락점,36점,5.0점,안락동 | 고기집   뒷고기
칙투칙,36점,4.0점,온천천 | 디저트   카페
카페머뭄,36점,4.5점,부산동래 | 카페   휘낭시에
순이네곱창,36점,5.0점,부산동래 | 곱창   양념곱창구이
박해윤통영해물밥상,36점,3.1점,부산동래 | 멍게비빔밥   해물
행복한날수제칼국수,36점,4.6점,안락동 | 칼국수   닭칼국수
영남식육식당,35점,리뷰없음,안락동 | 한우   소고기구이
동래통닭 안락점,35점,4.7점,안락동 | 통닭   치킨
돈인환영,35점,5.0점,온천천 | 한돈   고기집
소박하지만근사하게,34점,4.0점,서원시장 | 술집   바지락술찜
온천천 고기주는 밀면,34점,3.8점,온천천 | 국수   물밀면
러셀커피,34점,3.5점,온천천 | 핸드드립   에그타르트
이튼매스,34점,3.5점,온천천 | 카페   구움과자
미미돼소,34점,4.0점,안락동 | 고기집   꼬들살
충렬통닭,34점,5.0점,안락동 | 치킨
유황생오리가,34점,5.0점,안락동 | 오리요리   오리불고기
마우스하이볼앤푸드바,34점,4.5점,안락동 | 이자카야   하이볼
육대감,34점,4.0점,안락동 | 돼지고기무한리필   고기집
고메밀면 본점,34점,리뷰없음,동래 | 국수   육전
화화 돼지왕갈비 부산안락1호점,34점,5.0점,안락동 | 왕갈비   돼지왕갈비
부부정 안락점,34점,3.5점,온천천 | 종합분식   냉우동
홀릭,34점,4.0점,온천천 | 커피   카페
카페 무중력,33점,0점,부산동래 | 커피   카페
올리브장작,33점,리뷰없음,온천천 | 화덕피자   올리브
오드컵케이크,33점,4.0점,동래 | 디저트   컵케이크
더스윗베어,33점,4.0점,온천천 | 소금빵   카페
윤카롱,33점,3.0점,온천천 | 카페   수제마카롱
소문난초량할매쭈꾸미 서원시장직영점,33점,5.0점,서원시장 | 쭈꾸미   쭈꾸미샤브샤브
리버630,33점,5.0점,안락동 | 카페   크로와상
키친아뮤즈,33점,5.0점,안락동 | 스테이크   파스타
심슨양곱창 본점,33점,리뷰없음,안락동 | 곱창   양곱창
숟가락 젓가락,33점,리뷰없음,온천천 | 가정식   집밥
