Name,score,userscore,detail
트레몬토710,42점,4.6점,금곡역 | 카페   레몬
라이라이,37점,5.0점,부산 | 중국집   메밀
파리바게트 금곡점,37점,4.0점,부산 | 베이커리   바게뜨
가야밀면,33점,4.0점,화명동 | 손칼국수   밀면
초량돼지국밥,33점,0점,부산 | 국밥   돼지국밥
이디야,33점,4.0점,부산 | 카페   딸기
BHC,32점,3.0점,부산북구 | 후라이드   양념치킨
대식가2900 금곡점,32점,3.0점,부산 | 삼겹살   이베리코꽃목살
웅천집,31점,리뷰없음,부산북구 | 생선회   향어
금천회마을,31점,리뷰없음,부산 | 횟집   회덮밥
금곡가야밀면,31점,리뷰없음,화명동 | 밀면   비빔면
바타비아 커피앤디저트,31점,3.0점,화명동 | 커피   카페
돈까스일번지,31점,리뷰없음,부산북구 | 돈까스   옛날돈까스
나물밥상,31점,리뷰없음,부산 | 한식
금실각,31점,리뷰없음,부산 | 짜장면   중국집
미스터보쌈5379,31점,리뷰없음,화명동 | 족발   보쌈
황고집돼지국밥,31점,리뷰없음,화명동 | 순대국밥   돼지국밥
티바두마리치킨,31점,리뷰없음,부산 | 치킨   양념치킨
팔우정,31점,리뷰없음,부산 | 숯불갈비   된장국수
가얏골감자탕,31점,리뷰없음,부산 | 감자탕   간장등뼈찜
호식이두마리치킨,31점,리뷰없음,부산 | 치킨   닭강정
치킨치로,31점,리뷰없음,부산 | 치킨   닭강정
목화식당,31점,리뷰없음,부산 | 한식
유미식당,31점,리뷰없음,부산 | 한식
우리집정식,31점,리뷰없음,화명동 | 밥집   집밥
바쿠소바,31점,리뷰없음,부산 | 소바   오뎅탕
청아한돈 청아한우,31점,리뷰없음,화명동 | 한우   한돈
CAFE COZY,31점,리뷰없음,부산 | 토스트   cafe
행복한집,31점,리뷰없음,부산 | 고기집   갈비정식
취밍가야밀냉면,31점,리뷰없음,부산 | 중식당   밀면
남가네설악추어탕,31점,리뷰없음,화명동 | 추어탕   얼큰이추어탕
불막열삼 금곡화목점,31점,리뷰없음,부산 | 막창   생막창
일미추어탕,31점,리뷰없음,부산 | 추어탕   어탕국수
은빛물고기,31점,0.0점,화명동 | 장어구이   장어
OK도매횟집,31점,리뷰없음,부산북구 | 횟집   생선회
불막열삼 화명뜨란채점,31점,리뷰없음,화명동 | 전골   막창
동화루,31점,리뷰없음,부산 | 중식당
카페 어썸,31점,리뷰없음,부산 | 카페   디저트
뚜레쥬르,31점,리뷰없음,율리역 | 빵집   브라우니
초원생오리,31점,리뷰없음,화명동 | 오리요리   생오리
무진장횟집,31점,리뷰없음,화명동 | 횟집   전어회
낙지한마당,31점,리뷰없음,금곡역 | 낙지   낙지전골
오르미칼국수,31점,리뷰없음,부산 | 손칼국수   칼국수
금곡추어탕,31점,리뷰없음,부산 | 추어탕   메기매운탕
양자강,31점,리뷰없음,부산북구 | 짜장면   중국집
소노,31점,리뷰없음,부산 | 카페   키위주스
진흥각,31점,리뷰없음,부산 | 중식당
곱돌이와낙순이,15점,리뷰없음,부산 | 감자탕   낙곱새
고기파티,15점,리뷰없음,부산 | 고기집
북경관,15점,리뷰없음,부산 | 중식당
삼천포횟집,15점,리뷰없음,부산광역시 | 생선회
아구마루,15점,리뷰없음,금곡역 | 아구찜   대구매운탕
네네치킨,15점,리뷰없음,부산 | 치킨   닭강정
굽네치킨,15점,리뷰없음,부산 | 치킨   닭강정
김밥천국,15점,리뷰없음,부산 | 분식
치킨프라자,15점,리뷰없음,부산 | 치킨   닭강정
금곡반점,15점,리뷰없음,부산 | 중식당
하베스트베이커리,15점,리뷰없음,부산 | 베이커리
밀양돼지국밥,15점,리뷰없음,부산 | 국밥
송죽영양탕,15점,리뷰없음,부산 | 영양탕
무진장활어회센타,15점,리뷰없음,화명 | 횟집   전어회
엔젤아이스크림,15점,리뷰없음,부산북구 | 아이스크림
달그락 화명점,15점,리뷰없음,율리역 | 보리밥
