Name,score,userscore,detail
제줏간 하단점,41점,4.6점,부산하단 | 고기집   주스
진스시,41점,5.0점,사하구 | 초밥   스시
나누면,40점,0.0점,하단 | 면요리   국수
효탄,39점,5.0점,사하구 | 이자카야   이자까야
핸즈커피,39점,5.0점,사하구 | 커피   딸기케이크
복어야아구야 하단점,37점,5.0점,하단 | 아귀찜   아구찜
오공떵번,35점,4.5점,사하구 | 베트남쌀국수   쌀국수
브라운박스커피,35점,0점,당리역 | 카페
통영도매회센터,35점,5.0점,사하구 | 횟집   회센터
하나돈까스 사하점,34점,0.0점,사하 | 돈까스   김치치즈나베
꾸브라꼬 숯불 두마리치킨,34점,5.0점,하단 | 숯불치킨   치킨
늘솜,34점,리뷰없음,사하구 | 돈까스   모밀국수
진성원,34점,4.0점,하단 | 숯불구이   한우
원정집 하단2호점,33점,리뷰없음,하단 | 닭볶음탕   석쇠불고기
하단만족,32점,5.0점,하단 | 족발   보쌈
더가리비,32점,4.0점,하단 | 조개구이   가리비
카페 아래치,32점,리뷰없음,하단 | 루프탑   카페
미친막창,32점,리뷰없음,사하구 | 막창   소금구이막창
당리사계절밀면 본점,32점,5.0점,괴정 | 국수   비빔밀면
도담,32점,0.0점,하단 | 소금구이   목살
양정명동찌개마을 당리점,32점,리뷰없음,부산광역시 | 동태탕   찌개
동해옥함흥냉면 수제순대,32점,리뷰없음,사하구 | 순대   수제순대
365꼬막정찬,31점,5.0점,사하구 | 꼬막   꼬막정식
우마이찬,31점,4.0점,괴정 | 이자카야   생연어사시미
장방,31점,리뷰없음,하단 | 쌈밥정식   쌈밥
유메,31점,0점,하단 | 이자카야   돈까스
복돌양곱창,31점,리뷰없음,하단 | 곱창   곱창전골
와스에,31점,5.0점,사하구 | 스시   초밥
두껍스,31점,리뷰없음,괴정 | 막창전문   막창
사랑방메기탕 당리점,31점,리뷰없음,당리역 | 매운탕   메기매운탕
맛나감자탕 사하구청점,31점,4.5점,사하구 | 감자탕   뼈다귀해장국
봉추찜닭,31점,리뷰없음,하단 | 납작당면   찜닭
식당3선,31점,4.0점,사하구 | 한식   양념돼지갈비
포항물회,31점,리뷰없음,사하구 | 물회   가자미물회
할매복집,31점,리뷰없음,사하구 | 복국   복집
양꼬챙이,31점,리뷰없음,사하구 | 양꼬치   양갈비
본죽,31점,4.9점,부산사하구 | 죽집   비빔밥
신라삼계탕,31점,리뷰없음,하단 | 삼계탕   옻삼계탕
화이트콩,31점,리뷰없음,사하구 | 카페   cafe
남경횟집,31점,리뷰없음,하단 | 횟집   모듬회
개성옹기곰탕,31점,리뷰없음,하단 | 곰탕   양지곰탕
부산밤,31점,리뷰없음,부산사하구 | 야식
봉평산골메밀촌,31점,리뷰없음,하단 | 막국수   메밀
어심초밥,31점,리뷰없음,하단 | 코스요리   초밥
삼삼낙곱새,31점,리뷰없음,하단 | 낙지요리   식혜
고집센그집갈비탕,31점,리뷰없음,하단 | 갈비찜   갈비탕
떡군이네 떡볶이 사하구점,31점,0점,부산사하구 | 떡볶이   분식
커피팜,31점,리뷰없음,사하구 | 로스터리카페   커피
명품포항물회,31점,리뷰없음,부산사하구 | 물회   잡어물회
신기한꽃게장 사하점,31점,리뷰없음,당리역 | 간장게장   양념게장
홍돈,31점,4.0점,하단 | 오겹살   제주생고기
70연탄 하단점,31점,리뷰없음,하단 | 돼지고기   이베리코흑돼지
돌산산장,31점,리뷰없음,사하구 | 한식   촌닭백숙
떡의궁전 사하점,31점,리뷰없음,사하구 | 떡집   떡
한우직판장함흥냉면,31점,리뷰없음,하단 | 함흥냉면   한우
자성화맛집코다리네,31점,리뷰없음,사하구 | 코다리찜   코다리
로바타천,31점,리뷰없음,하단 | 오마카세   이자카야
톤보,31점,리뷰없음,사하구 | 화로구이   소고기
양자강,31점,리뷰없음,사하구 | 중국집   탕수육
황해만두,31점,리뷰없음,사하구 | 칼국수   이북식만두
조가네펍,31점,리뷰없음,사하구 | 술집   펍
꾸바꾸바 당리점,31점,리뷰없음,부산 | 치킨   숯불양념바베큐
목화관,31점,리뷰없음,사하구 | 중국집   탕짜면
청초횟집,31점,리뷰없음,사하구 | 횟집   참돔
황궁쟁반짜장,31점,리뷰없음,하단 | 중국집   쟁반짜장
함양옻닭,31점,리뷰없음,하단 | 삼계탕   옻닭
승승삼겹 당리점,15점,5.0점,사하구 | 샐러드바   차돌우삼겹
제주흑돼지,15점,0점,부산사하구 | 제주흑돼지   제주흑돼지생고기
하삼동커피 당리점,15점,5.0점,부산사하구 | 카페
하단 산수갑산 숯불갈비,15점,5.0점,부산사하구 | 돼지갈비   숯불갈비
영커피 사하구청점,15점,0점,사하구 | 카페   페스츄리
동대문엽기떡볶이 부산하단점,15점,4.0점,하단 | 떡볶이   로제떡볶이
엑스피커피,15점,5.0점,하단 | 카페   커피
쟌쟌,15점,5.0점,당리역 | 쿠시카츠   감바스
상상짬뽕 당리점,15점,0점,당리역 | 짬뽕   수제군만두
투썸플레이스 부산하단점,15점,4.0점,하단 | 케이크   밀크티빙수
숙명돈,15점,5.0점,괴정 | 고기집   항정살
두꺼비오뎅,15점,5.0점,부산사하구 | 오뎅바   오뎅
일구보쌈족발,15점,리뷰없음,부산
꿀돈생포갈비,15점,리뷰없음,하단 | 갈비   생갈비
LIMITED COFFEE,15점,리뷰없음,사하구 | 커피   에스프레소
굽네치킨,15점,리뷰없음,하단 | 치킨   치밥
프로메사 커피로스터스,15점,리뷰없음,당리역 | 커피   로스터리카페
통영숯불장어구이,15점,리뷰없음,사하구 | 장어   숯불장어구이
미해아구찜,15점,리뷰없음,부산 | 아구찜   아구탕
웰빙한방족발,15점,리뷰없음,사하구 | 족발   한방족발
미사키참치,15점,리뷰없음,하단 | 참치회   참치
항아리숙성참숯갈비,15점,리뷰없음,하단 | 갈비   참숯갈비
린,15점,리뷰없음,부산
홍가면옥,15점,리뷰없음,부산사하구 | 밀면   냉면
옛날왕족발,15점,리뷰없음,부산사하구 | 왕족발
부산양곱창,15점,리뷰없음,하단 | 곱창   곱창전골
짱구면가,15점,리뷰없음,부산사하구 | 국수   분식
파리바게뜨 당리사거리점,15점,리뷰없음,사하구 | 샌드위치   빵집
천둥산생오리,15점,리뷰없음,사하구 | 오리고기   생오리
우리돼지국밥,15점,리뷰없음,부산사하구 | 국밥   돼지국밥
바보돼지두마리,15점,리뷰없음,사하구 | 김치찌개   삼겹살
목구멍 하단점,15점,리뷰없음,하단 | 고기집   삼겹살
피자나라 치킨공주 당리점,15점,리뷰없음,사하구 | 피자   치킨
미소옥,15점,리뷰없음,부산 | 한식   안거미
부산 당리동,score,userscore,details
