Name,score,userscore,detail
합천국밥집,63점,4.4점,용호동 | 돼지국밥   따로국밥
용호동할매 팥빙수단팥죽 본점,61점,4.1점,용호동 | 팥빙수   붕어빵
귀화식당,58점,4.1점,부산남구 | 이자카야   오무라이스
차이나반점,52점,4.7점,용호동 | 중식당   탕수육
태화반점,52점,4.3점,부산용호동 | 짜장면   중국집
문현곱창,48점,4.7점,용호동 | 곱창   곱창전골
착한생오리,47점,5.0점,이기대 | 오리고기   생오리
봄여름가을겨울 콩나물해장국집,47점,5.0점,부산광역시 | 콩나물국밥   콩나물해장국
포이안 w스퀘어점,47점,4.1점,용호동 | 베트남음식   양지쌀국수
팔레트,47점,5.0점,용호동 | 와인   와인바
이가한우 한돈,46점,4.6점,용호동 | 한우   한돈
국밥집,43점,4.0점,용호동 | 국밥   돼지국밥
진주횟집,42점,4.2점,용호동 | 물회   회덮밥
하마짬뽕,42점,4.7점,용호동 | 짬뽕   소고기짬뽕
개미식당,42점,5.0점,용호동 | 국밥   돼지국밥
쏘리낫쏘리 베이크샵,42점,4.6점,부산 | 카페   베이커리
용호동낙지 부산본점,41점,3.6점,부산용호동 | 낙지   낙곱새
수훈중국관,41점,5.0점,부산용호동 | 짜장면   중국집
더벤티 용호성모점,41점,4.0점,부산용호동 | 커피   카페
동산횟집,41점,5.0점,용호동 | 자연산회   횟집
매머드 익스프레스 용호동w스퀘어,41점,5.0점,부산남구 | 커피   카페
향인정,41점,5.0점,용호동 | 티하우스   찻집
골목집,40점,5.0점,용호동 | 삼겹살   고기집
미식가의 고기,39점,5.0점,부산용호동 | 고기집   암돼지
오륙도가원커피,39점,3.0점,오륙도 | 커피   카페
선창횟집,39점,4.0점,용호동 | 횟집   이시가리
텐퍼센트 W스퀘어점,38점,4.0점,용호동 | 커피   아메리카노
홍대개미 부산용호W스퀘어점,38점,5.0점,용호동 | 덮밥   큐브스테이크덮밥
마라당,38점,5.0점,용호동 | 중식당   마라탕
소문난칼국수,37점,4.4점,용호동 | 콩국수   칼국수
용호동착한소,37점,3.6점,용호동 | 고기집   소고기
임형섭생오리,37점,4.4점,용호동 | 오리요리
오륙도수제순대,37점,5.0점,오륙도 | 수제순대   순대곱창전골
풍국면 부산더블유스퀘어점,36점,4.0점,용호동 | 국수   비빔밥
타블도트 부산W스퀘어점,36점,3.4점,용호동 | 브런치   레스토랑
향유재 이기대점,36점,4.0점,이기대 | 갈치구이   갈치조림
D&O,36점,4.0점,부산용호동 | 카페
약콩밀면,35점,4.5점,부산광역시 | 밀면   만두
겐츠베이커리 본점,35점,4.3점,용호동 | 빵집   베이커리
홍루이젠 부산W스퀘어점,35점,3.9점,용호동 | 샌드위치   대만샌드위치
라이온식당,35점,4.0점,부산용호동 | 덮밥   동파육
매일그대화,35점,5.0점,용호동 | 카페   마카롱
안강식당,35점,5.0점,용호동 | 삼겹살   고기집
광광수산횟집,35점,3.3점,용호동 | 자연산횟집   대방어
소문난팥빙수,35점,3.0점,용호동 | 단팥죽   팥빙수
정분식,35점,리뷰없음,용호동 | 만두   분식
장수두부,35점,4.3점,이기대 | 두부   해물순두부
드마히니 W스퀘어점,35점,4.0점,용호동 | 프렌치레스토랑   레스토랑
더벤티 용호점,35점,4.5점,용호동 | 카페   디저트
