Name,score,userscore,detail
둔내막국수,57점,4.4점,수영 | 막국수   메밀막국수
트레져스커피,52점,4.5점,부산 | 카페   커피
수영팔도할매떡볶이,47점,4.2점,수영 | 떡볶이   분식
팔도돌곱창,46점,4.0점,수영 | 곱창   막창
꽃피는 4월 밀익는 5월,43점,4.5점,망미동 | 브런치   빵집
띵스투두,43점,4.6점,망미동 | 수제케이크   케이크
주와리소바,42점,3.6점,수영 | 메밀소바   소바
도두당,42점,5.0점,망미동 | 베이커리   판나코타
나룻터국수,42점,4.1점,수영 | 수제비   비빔국수
팔도 푸드김밥,41점,4.0점,부산 | 김밥
초가한우,39점,5.0점,수영 | 한우   육회비빔밥
수영문현곱창,39점,4.0점,수영 | 곱창전문   곱창
이도춘양,38점,4.0점,수영 | 양꼬치   양다리
삐뽀,38점,3.6점,수영 | 치킨   팟타이
테이스터,38점,4.5점,망미동 | 카페   크로플
팔도호떡,37점,5.0점,부산 | 호떡
망미블루스,37점,4.0점,망미동 | lp바   깔루아밀크
파우재,37점,4.5점,망미동 | 비스트로   라자냐
고성댁,37점,5.0점,부산수영 | 곱창전골   한식
다릿집,37점,4.4점,수영 | 곱창   양곱창
황궁쟁반짜장,37점,4.0점,수영 | 중국집   쟁반짜장
어부의잔치,36점,0점,망미동 | 생선회   코스요리
조마루감자탕 부산본점,36점,5.0점,수영 | 감자탕   뼈다귀해장국
엄지손칼국수,35점,3.0점,수영 | 칼국수   손칼국수
배가네아바이순대국밥,35점,3.0점,수영 | 순대   아바이순대
맥도날드,35점,3.7점,수영 | 버거   이베리코
소풍가는날,35점,4.5점,부산수영 | 김밥   종합분식
킹콩스시,35점,리뷰없음,수영 | 초밥   스시
장수삼,35점,4.5점,수영 | 삼계탕   가정식
한성김치찜,34점,4.0점,수영 | 김치찌개   김치찜
바람난 꾸미,34점,4.0점,수영역 | 쭈꾸미요리
용호동할매팥빙수단팥죽,34점,4.0점,수영 | 단팥죽   팥빙수
태주반점,34점,4.0점,망미역 | 짬뽕   중국집
카페 051 수영점,33점,4.0점,수영 | 카페   우유
하이오커피 수영팔도시장점,33점,3.0점,부산수영구 | 인도네시아   커피
신통영굴국밥,33점,리뷰없음,부산수영 | 굴국밥   매생이굴국밥
오곡흑미 쌀짜장,33점,4.0점,수영 | 짜장면   쌀짜장
함경면옥 수영본점,33점,4.0점,수영 | 갈비탕   냉면
전주명가콩나물국밥,33점,3.0점,부산수영 | 콩나물국밥   김치콩나물국밥
조이박꽃도새기,32점,리뷰없음,수영 | 고깃집
헤이채즈,32점,4.4점,망미동 | 플라워카페   카페
돈오락쪽갈비,32점,리뷰없음,수영 | 고기집   치즈쪽갈비
대만만두중식,32점,리뷰없음,수영 | 만두   대만
빵은이지비아 수영점,32점,리뷰없음,수영 | 빵집   빵
생선구이,32점,리뷰없음,수영 | 고갈비   생선구이
고래등,32점,0.0점,수영 | 복요리   복국
스미스엣홈,31점,4.0점,수영 | 드립커피   치즈토스트
팔도곱창,31점,4.0점,수영 | 곱창   돌곱창
먹보추어탕,31점,리뷰없음,수영 | 추어탕   반상
고기주삼,31점,리뷰없음,수영 | 소고기   한우생고기
소문난 손칼국수,31점,리뷰없음,수영 | 칼국수   손칼국수
설봉돼지국밥,31점,0점,망미동 | 국밥   돼지국밥
수영팔도대게,31점,리뷰없음,수영 | 대게   킹크랩
모니김밥 수영점,31점,리뷰없음,수영팔도시장 | 김밥집   김밥
옛날선미숯불갈비,31점,리뷰없음,수영 | 숯불갈비   생갈비
손영환비빔국수,31점,리뷰없음,수영 | 국수   비빔국수
팔도면가 손칼국수,31점,리뷰없음,수영 | 손칼국수   장칼국수
60계치킨,31점,3.0점,수영 | 치킨   고추치킨
생생돈까스,31점,리뷰없음,수영 | 돈가스   고구마치즈돈까스
모모스김밥 센텀점,31점,5.0점,수영 | 김밥   분식
계화숯불닭갈비,31점,리뷰없음,수영 | 닭갈비   숯불닭갈비
홈팝참치,31점,리뷰없음,수영 | 술집   참치
푸짐한집,31점,리뷰없음,부산수영구 | 한식
청조순두부,31점,리뷰없음,수영 | 순두부   순두부백반
유가네닭갈비 수영점,31점,리뷰없음,수영 | 닭갈비   콘치즈닭
원조 산 곰장어,31점,리뷰없음,수영 | 곰장어   산곰장어
The막걸리,31점,리뷰없음,부산 | 전통주점   막걸리
카페 로나와,31점,리뷰없음,민락역 | 카페   얼그레이라떼
돼지생갈비상회 수영점,31점,리뷰없음,부산광역시 | 돼지고기   생갈비
안녕하루,31점,리뷰없음,망미동 | 카레   야끼카레
희소담 떡케이크,31점,리뷰없음,부산수영구 | 떡케이크   케이크
보광당탕제원,31점,리뷰없음,수영 | 육사시미   뭉티기
경화반점,31점,리뷰없음,부산수영구 | 짜장면   짬뽕
청송 식당,31점,리뷰없음,수영 | 매운탕   횟집
오춘자비어,31점,리뷰없음,수영 | 스몰비어   맥주
노랑통닭,31점,리뷰없음,수영 | 통닭   마늘치킨
다미정,31점,리뷰없음,부산수영 | 맥주   술집
소담한우,31점,리뷰없음,망미동 | 소고기   소고기구이
어촌횟집,31점,리뷰없음,수영 | 횟집   돌돔
니밥내밥,31점,리뷰없음,수영 | 백반   간장불백
팔도한양족발,31점,리뷰없음,수영 | 족발   쪽갈비
족발쟁이,31점,리뷰없음,수영 | 족발   보쌈
목림식당,31점,리뷰없음,부산수영구 | 한식
라르게토,15점,4.7점,망미동 | 파스타   라자냐
굽네치킨 부산수영점,15점,0점,부산수영 | 치킨
리오네,15점,3.2점,수영 | 감자뇨끼   파스타
하삼동커피 수영점,15점,4.0점,부산수영 | 커피   카페
정원,15점,리뷰없음,수영 | 중화요리   깐풍육
팔도 이대 원조떡볶이,15점,리뷰없음,수영 | 떡볶이   순대
교동고로케,15점,리뷰없음,수영 | 베이커리
황연정의 초록식탁,15점,리뷰없음,수영 | 수제도시락   가정식백반
멕시카나치킨 수영점,15점,리뷰없음,수영 | 치킨
봉구비어 수영점,15점,리뷰없음,수영 | 하이볼   맥주집
전주식당,15점,리뷰없음,부산수영 | 백반
산호해물아구찜,15점,리뷰없음,부산수영 | 아구찜   해물아구찜
다정 푸짐한집,15점,리뷰없음,부산수영 | 한식
푸짐한 소주방,15점,리뷰없음,부산수영 | 술집
길림성,15점,리뷰없음,부산수영 | 짬뽕   중국집
진배기돼지국밥,15점,리뷰없음,수영 | 국밥   돼지국밥
아홉시커피,15점,리뷰없음,수영 | 카페   커피
부산 수영동,score,userscore,details
