Name,score,userscore,detail
금수복국 본점,80점,4.1점,해운대 | 복국   은복국
해운대암소갈비집,74점,4.0점,해운대 | 소갈비   양념갈비
해성막창집 본점,71점,4.4점,부산해운대 | 대창   곱창전골
해운대기와집 대구탕,69점,4.5점,해운대 | 대구탕
버거인뉴욕,67점,4.3점,해운대 | 버거   감자튀김
바다마루,65점,4.8점,해운대 | 죽집   전복죽
속씨원한 대구탕 미포본점,64점,4.3점,해운대 | 대구탕   알말이
초원복국,63점,4.8점,해운대 | 복국   복불고기
거대갈비,63점,4.3점,해운대 | 평양냉면   점심특선
모리구이집,63점,4.7점,청사포 | 꼬지   모듬구이
할매집,62점,4.2점,해운대 | 돼지국밥   국밥
호랑이젤라떡,60점,4.2점,해운대 | 아이스크림떡
아저씨대구탕,59점,3.9점,해운대 | 대구탕   멍게
양산국밥,59점,4.2점,해운대 | 돼지국밥   국밥
상국이네,59점,3.3점,해운대 | 떡볶이   튀김
이름난 기장 산곰장어,59점,3.8점,해운대 | 곰장어   양념꼼장어
블랙업커피 해운대,58점,4.1점,해운대구청 | 핸드드립커피   카페
개미집 신도시점,57점,3.7점,해운대 | 낙지볶음   낙곱새
해운대밀면,57점,4.2점,해운대 | 만두   밀면
신흥관,56점,4.4점,해운대 | 짬뽕   간짜장
뮤제드블루,56점,5.0점,청사포 | 카페   커피
옵스,55점,3.9점,해운대 | 빵집   명란바게트
비비비당,55점,3.8점,달맞이길 | 카페   단호박빙수
원조전복죽집,53점,4.0점,해운대 | 죽집   전복죽
남경막국수,53점,4.7점,해운대 | 막국수   들깨
수블,53점,5.0점,해운대달맞이 | 요리주점   술집
삼삼횟집,53점,4.6점,해운대 | 횟집   참돔유비끼
남풍,53점,5.0점,파라다이스호텔 | 중식   중식당
수민이네,53점,3.1점,청사포 | 조개구이   새우구이
해운대막창집,53점,4.4점,해운대 | 막창   곱창전골
부산막창,51점,4.2점,해운대 | 곱창   막창
생어거스틴,51점,4.5점,해운대 | 태국음식   똠양꿍
타이드,51점,4.6점,해운대 | 핸드드립   카페
부다면옥,51점,4.2점,부산해운대 | 평양냉면   꼬리곰탕
엣지993,51점,4.3점,해운대 | 루프탑   아메리카노
스타벅스 그랜드조선 부산점,51점,4.5점,해운대 | 커피   카페
에이치어스,50점,4.5점,청사포 | 루프탑   아메리카노
부산횟집,50점,4.7점,해운대 | 횟집   모듬회
스타벅스 해운대점,50점,4.3점,해운대 | 카페   아메리카노
노홍만두,49점,3.9점,해운대 | 만두   찐만두
동백샤브샤브,49점,3.8점,달맞이길 | 한우샤브샤브   샤브샤브
