Name,score,userscore,detail
원조부산족발,62점,3.4점,남포동 | 족발   냉채족발
이가네 떡볶이,61점,3.9점,남포동 | 떡볶이   씨앗호떡
거인통닭,61점,4.0점,남포동 | 치킨   후라이드치킨
세정,59점,4.5점,남포동 | 모밀   한치
공순대,58점,4.3점,남포동 | 순대   순대전골
대정양곱창,58점,4.2점,남포동 | 곱창   양념구이
깡통골목할매 유부전골 본점,57점,4.0점,남포동 | 종합분식   유부전골
옥생관,55점,3.7점,남포동 | 중식당   탕수육
미친막창,48점,4.5점,남포동 | 막창   볶음밥
해전곱창앤장밀면,48점,5.0점,남포동 | 곱창   돼지막창구이
마라쿵젠 남포동점,46점,4.6점,부산 | 꿔바로우   마라탕
깡돼후,45점,4.5점,남포동 | 돼지갈비   후라이드
청조횟집,45점,3.9점,남포동 | 코스요리   횟집
명성,45점,5.0점,남포동 | 고기집   모듬냉채
홍소족발,45점,4.0점,남포동 | 족발   냉채족발
양산집,45점,4.6점,남포동 | 돼지국밥   수육백반
왕대박숯불갈비,44점,4.3점,남포동 | 숯불갈비   생갈비
홍가복,44점,4.5점,남포동 | 중식당   칠리새우
부평양곱창 1호점,44점,3.9점,남포동 | 곱창   양념곱창
진맛집,43점,4.1점,국제시장 | 떡볶이   비빔당면
멕코이치킨 부평점,43점,4.5점,남포동 | 치킨   야채찜닭
곱닭곱닭,43점,5.0점,남포동 | 한식   곱도리탕
복길이양곱창,43점,4.9점,남포동 | 곱창   곱창전골
길 세이로무시 부평점,43점,5.0점,남포동 | 편백찜   세이로무시
달마루,43점,4.0점,남포동 | 민속주점   막걸리
이자카야 키,43점,4.4점,남포동 | 이자카야   시메사바
설스시,42점,4.6점,남포동 | 초밥   스시
섬진강재첩국,42점,5.0점,부평동 | 재첩국   재첩회
대박횟집 남포점,42점,4.4점,남포동 | 횟집   대방어
동해복국,42점,5.0점,남포동 | 복국   까치복
징기스 남포점,41점,4.3점,남포동 | 양갈비   양갈비
대양곱창연탄구이,40점,5.0점,남포동 | 곱창   양곱창
고향김치전골,40점,2.9점,남포동 | 찌개   양곱창
원조 깡통골목 비빔당면,40점,3.3점,부평동 | 비빔당면   김밥
부엉이 마을,40점,5.0점,남포동 | 갈비   돼지갈비
도쿠도쿠,40점,3.9점,남포동 | 이자카야   술집
부평족발,40점,4.4점,남포동 | 불족발   냉채족발
먹고갈래싸갈래,40점,4.0점,남포동 | 떡볶이   고구마튀김
고기굽는남자 남포점,40점,4.7점,남포 | 삼겹살   목살
사보이 남포점,39점,4.4점,남포동 | 맥주집   맥주
몽상가들,39점,4.2점,남포동 | 와인   자몽에이드
안쪽집,39점,4.6점,남포동 | 한식
티아펍,39점,5.0점,남포동 | 생맥주   펍
삼촌치킨&엄마전집,39점,5.0점,남포동 | 치킨   전집
맛뜰안식품  어묵고 부평점,39점,5.0점,부산 | 오뎅   꼬치
원조밀면,39점,3.5점,국제시장 | 만두   물밀면
이대명과 부평점,38점,5.0점,남포동 | 전병   과자점
육회 브라더스,38점,5.0점,남포동 | 육회   육사시미
여송제,38점,4.0점,남포동 | 족발   냉채족발
내껍데기돌리도 본점,38점,4.6점,남포동 | 삼겹살   껍데기
돼지특별시,38점,5.0점,남포동 | 고기집   꼬들살
부평골목길,38점,5.0점,남포동 | 돼지고기   대패삼겹살
사거리분식,38점,3.2점,국제시장 | 떡볶이   비빔당면
오사마리,37점,4.0점,남포동 | 선술집   스지오뎅탕
조개가달다,37점,3.9점,남포동 | 조개찜   해물포차
고기전쟁,37점,4.5점,남포동 | 소고기무한리필   고기전
아수라,37점,5.0점,남포동 | 고기집   육전
간판없는김치찌개,37점,리뷰없음,남포동 | 김치찌개   멸치찌개
콩쥐팥쥐,37점,5.0점,부산중구 | 단팥죽   팥빙수
맥주를구한피자 남포점,37점,5.0점,자갈치역 | 고르곤졸라   페퍼로니피자
송도집,37점,4.0점,남포동 | 한식   꽃게찜
대성밀냉면,37점,1.0점,부평동 | 냉면   밀면
미도어묵,37점,3.0점,국제시장 | 부산오뎅   어묵
도코로,37점,5.0점,남포동 | 이자카야   하이볼
진미돼지국밥,36점,4.0점,남포동 | 돼지국밥   따로국밥
고래사,36점,4.4점,부평시장 | 부산어묵   어묵
닭다리먹고맴맴,36점,3.5점,남포동 | 옛날통닭   닭요리
삼바리 남포점,36점,5.0점,남포 | 조개구이   낙지구이
낙원동 숯불 닭갈비 부산,36점,4.0점,남포동 | 닭갈비   숯불닭갈비
한양족발,36점,0.0점,남포동 | 족발   냉채족발
깡통시장 바리스타 PTG,36점,5.0점,남포동 | 커피   카페
개화,35점,4.0점,남포동 | 중국집   유니짜장
빠삭빠삭,35점,5.0점,부산부평동 | 수제튀김   닭강정
정오뎅,35점,3.0점,남포동 | 오뎅   오뎅바
소문난김밥집,35점,5.0점,부평동 | 김밥집   김밥
구포집,35점,리뷰없음,부평동 | 추어탕   회비빔밥
하남돼지집 부산남포점,35점,5.0점,남포동 | 삼겹살   고기집
생수숯불갈비,35점,4.0점,남포동 | 돼지갈비   숯불갈비
양식당,35점,5.0점,남포동 | 고기집   양고기
화식가,35점,4.3점,남포동 | 사천식   유린기
나우정토스트,35점,4.0점,남포동 | 토스트
군자대한곱창 부산남포점,35점,4.0점,부산중구 | 소곱창   소대창
황금돼지,35점,5.0점,남포동 | 돼지갈비   삼겹살
소문난 돼지국밥,35점,4.0점,남포동 | 국밥   돼지국밥
남해집,35점,4.0점,부산 | 국밥
종로빈대떡,34점,5.0점,남포동 | 고기빈대떡   빈대떡
조선의 한우 부산남포점,34점,5.0점,남포동 | 한우   숙성등심
코심,34점,4.6점,부평동 | 죽집   단팥죽
소풍경 부산중구점,34점,4.0점,부산중구 | 참치김밥   돈까스김밥
오륙도 족발,34점,3.0점,남포동 | 족발   냉채족발
부부냉면,34점,5.0점,남포동 | 평양냉면   냉면
아웃닭 남포점,34점,5.0점,부평동 | 양념치킨   간장치킨
순대마을,34점,4.7점,남포동 | 순대   순대곱창전골
쥬씨,34점,5.0점,남포동 | 생과일쥬스   쥬스
남포쭈꾸미,34점,리뷰없음,남포동 | 쭈꾸미   매운쭈꾸미
미스터불고기,34점,리뷰없음,부산중구 | 언양불고기   불고기
은하수실비식당,34점,리뷰없음,남포동 | 실비집   오꼬노미야끼
다래분식,34점,3.0점,국제시장 | 종합분식   비빔당면
신사골뱅이,33점,4.0점,부산부평동 | 골뱅이   골뱅이탕
정원닭도리,33점,리뷰없음,남포동 | 닭볶음탕   불갈비
부산 부평동,score,userscore,details
