Name,score,userscore,detail
태성하모횟집,54점,4.7점,부산송도 | 생선회   하모회
진선,51점,4.6점,부산송도 | 짜장면   해물누룽지탕
스시로운,49점,5.0점,부산서구 | 오마카세   스시
속시원해대구탕 송도본점,48점,4.4점,부산서구 | 대구탕   대구찜
아트케이 송도점,47점,4.3점,부산송도 | 크로플   갤러리카페
TCC 송도점,46점,3.7점,부산송도 | 카페
블루샥 부산송도점,45점,5.0점,부산송도 | 카페   디저트
스타벅스 부산송도해수욕장점,45점,5.0점,부산송도해수욕장 | 카페   디저트
송원식당,44점,5.0점,부산송도 | 두루치기   목살
사천해물탕,44점,4.2점,부산송도 | 해물탕   해물볶음밥
카페 라떼르,42점,4.0점,부산송도 | 카페라떼   카페
산드라니,41점,4.6점,부산송도 | 브런치   파스타
꼬막가,40점,5.0점,부산송도 | 꼬막   꼬막정식
송도돼지갈비,40점,5.0점,부산 | 돼지갈비   고기집
곤포횟집,39점,4.5점,부산송도 | 물회   횟집
해물나라총각집,39점,4.6점,부산송도 | 조개구이
송도1913,39점,3.2점,부산송도 | 조개구이   해물라면
북창동순두부 부산송도점,38점,5.0점,부산송도 | 순두부   la갈비
빈스톡,38점,5.0점,부산송도 | 커피   카페
EL16.52,37점,3.2점,부산송도 | 루프탑   카페
배스킨라빈스 부산송도점,37점,4.0점,부산송도 | 아이스크림   디저트
송도키친,37점,4.6점,부산송도 | 스테이크   레스토랑
그숲 부산점,36점,5.0점,부산송도 | 파스타
남포횟집,36점,5.0점,부산송도 | 회정식   횟집
송도공원,36점,3.9점,부산송도 | 고기집   숯불갈비
희자매,35점,5.0점,부산 | 조개구이   낙지호롱
왕밀면냉면 본점,35점,4.4점,부산 | 밀면   냉면
해녀마트,34점,3.9점,부산송도 | 조개구이   해산물
디에이블,34점,리뷰없음,부산송도 | 파스타   해물토마토리조또
부산고등어빵,34점,3.5점,부산송도 | 카페   고등어
해변횟집,34점,5.0점,부산송도 | 횟집   도다리회
카페 해인,34점,3.3점,부산송도 | 조개구이   카페
송미생아구찜,34점,4.0점,부산송도 | 아구찜   생아구찜
천하포면,34점,리뷰없음,부산송도 | 일본라멘   라멘
구름속의산책,34점,리뷰없음,부산송도 | 피자   돈까스
맛있는밥집,33점,5.0점,부산 | 고등어구이   밥집
거북집,33점,3.0점,부산송도 | 해물   꽃게탕
동녘돈까스,33점,5.0점,부산송도 | 돈까스   고구마치즈돈까스
아 그집,33점,리뷰없음,부산송도 | 분식   떡볶이
설빙 부산송도점,32점,4.0점,부산송도 | 빙수   애플망고빙수
미경이네,32점,3.0점,부산송도 | 해산물   조개구이
투썸플레이스,32점,3.0점,부산송도 | 카페   초콜릿라떼
바닷속고기왕국,32점,리뷰없음,부산송도 | 조개구이   조개
우리횟집,32점,0점,부산송도 | 모듬회
송도제일밀면,32점,리뷰없음,부산송도 | 국수   물밀면
삼영횟집,32점,리뷰없음,부산송도 | 물회   횟집
남촌설렁탕,32점,0.0점,부산송도 | 설렁탕   꼬리곰탕
카페 솔향,32점,리뷰없음,부산송도 | 카페   크레페
송도식당,32점,리뷰없음,부산송도 | 코다리찜   코다리
언덕위의하얀집,32점,리뷰없음,부산 | 카페   디저트
혜영이네,32점,리뷰없음,부산송도 | 조개구이   새우버터구이
빅부즈 펍,31점,리뷰없음,부산송도 | 펍   생맥주
조새호 부산 송도 직영점,31점,2.9점,부산송도 | 조개구이
디아펠리즈 부산송도점,31점,4.2점,부산서구 | 아메리카노   브런치
박서방한정식,31점,리뷰없음,부산송도 | 한정식   돌솥비빔밥
부산갈매기횟집,31점,리뷰없음,부산송도 | 조개구이   횟집
지코바치킨,31점,리뷰없음,부산송도 | 치킨   치밥
아미치,31점,리뷰없음,부산송도 | 이탈리안레스토랑   레스토랑
산호옥,31점,0.0점,부산송도 | 조개구이   하모회
물레방아횟집,31점,0점,부산송도 | 조개구이   횟집
뚱보네,31점,0점,부산 | 조개구이   해물그라탕
카페베네,31점,리뷰없음,부산송도 | 카페   베이글
페어필드바이메리어트 부산송도비치,31점,0점,부산송도 | 대구탕   조식뷔페
남궁,31점,리뷰없음,부산송도 | 중국집   사천짜장
소풍,31점,리뷰없음,부산서구 | 한식   백반
부라보횟집,31점,리뷰없음,부산송도 | 자연산회   횟집
킹콩부대찌개,31점,리뷰없음,부산송도 | 밥집   부대찌개
수원왕갈비통닭 부산송도점,31점,0점,부산송도 | 곱도리탕   수원왕갈비통닭
중화루,31점,리뷰없음,부산 | 중식당   사천탕수육
애경이네집,31점,리뷰없음,부산 | 닭백숙   오리불고기
