Name,score,userscore,detail
국제밀면 본점,64점,4.3점,부산교대 | 국수   밀면
봉평막국수,48점,4.5점,부산시청 | 메밀소바   수타소바
오리네,46점,5.0점,부산교대역 | 한식   오리숯불구이
소문난가야밀면,45점,4.6점,부산시청 | 국수   밀면
국제밀면,45점,4.0점,거제역 | 막국수   물밀면
서울왕돈까스,45점,4.7점,연산 | 옛날돈까스
형제횟집,43점,5.0점,부산연제 | 횟집   모둠회
카페 다미아,42점,4.3점,부산교대 | 에그타르트   카페
이흥용과자점 사직점,42점,4.6점,부산 | 과자점   소금빵
온어스 ONUS,42점,4.0점,거제동 | 카페   잠봉뵈르
골든리지,42점,4.1점,거제동 | 코스요리   양식
강요술,42점,4.0점,부산시청 | 요리주점
두더지식당,41점,4.2점,거제동 | 피자   파스타
마조레,41점,4.0점,부산시청 | 화덕피자   양식
caffe gather,41점,4.7점,온천천 | 디저트   카페
보느파티쓰리,41점,3.5점,부산교대 | 프랑스   마들렌
정정,41점,4.2점,거제동 | 중국음식   딤섬
소금,40점,5.0점,부산시청 | 다이닝펍   매콤크림파스타
이디야 부산종합운동장역점,40점,4.1점,부산 | 커피   바게트
스타벅스,40점,3.9점,부산교대역 | 카페   토피넛라떼
용문각,40점,5.0점,연산 | 중식   중국집
흥안양꼬치,40점,5.0점,부산교대 | 양꼬지   양꼬치
맘스터치,39점,3.8점,부산교대 | 버거   갈릭버거
삼환축산,39점,3.9점,연산 | 고기집   삼겹살
로얄경양식,39점,3.4점,부산시청 | 돈까스   오므라이스
단물 곤물,39점,4.0점,거제동 | 백숙   찜닭
조리사의 집,39점,4.0점,부산시청 | 라멘   벤또
스타벅스 부산교대역DT점,39점,5.0점,부산교대역 | 커피   카페
미진축산 시청직영점,39점,4.0점,부산시청 | 삼겹살   된장찌개
컴포즈커피 법조타운점,38점,5.0점,부산연제 | 커피   카페
리치샌드위치,38점,5.0점,거제동 | 도시락   샌드위치
투썸플레이스 부산거제점,38점,4.7점,부산 | 카페   뉴욕치즈케이크
외식일번가 연제점,37점,4.6점,연제 | 냉면   갈비살양념구이
예전칼국수 교대본점,37점,4.5점,부산연제 | 칼국수
으뜸돈까스,37점,4.1점,부산교대 | 일본식돈까스   돈까스
구이덕,37점,5.0점,거제동 | 오리요리   오리꼬치구이
동진가식육식당,37점,4.6점,부산시청 | 한우   돼지고기
법원열무,36점,5.0점,거제동 | 냉콩국수   열무비빔밥
어우돈,36점,5.0점,부산시청 | 오겹살   삼겹살
황재성 열라짬뽕 부산거제법원점,36점,5.0점,거제동 | 짬뽕   크림짬뽕
홀썸,36점,5.0점,부산 | 한식
복성각,36점,3.5점,부산
카페 호밀,36점,5.0점,부산연제 | 카페   베이커리
해변횟집,36점,5.0점,부산시청 | 횟집   갈치찌개
호아빈,36점,4.6점,거제동 | 베트남쌀국수전문   베트남음식
소문난 시장칼국수,35점,4.0점,부산시청 | 칼국수   장칼국수
케이닭,35점,4.6점,거제동 | 치킨   카레치킨
순대전골 그리고 국밥,35점,5.0점,거제동 | 순대국밥   순대
배스킨라빈스 부산거제,35점,5.0점,부산 | 아이스크림
카가와,35점,4.0점,부산법원 | 일식당   붓카케우동
삼차회담,35점,4.0점,부산시청 | 한우차돌박이   차돌박이
수육과 함께 먹는 생면막국수 본점,35점,5.0점,연산 | 막국수   생면
코지,35점,5.0점,부산시청 | 술집   맥주
별별짬뽕,35점,4.6점,거제동 | 중국집   짬뽕
정식당,35점,5.0점,부산시청 | 쭈꾸미   직화쭈꾸미
콩마을 전주식콩나물국밥,35점,3.0점,부산교대 | 밥집   콩나물국밥
부잣집식당 본점,35점,4.0점,연산 | 동태찜   동태
진 화라락,34점,5.0점,연산 | 멘보샤   짬뽕
커피긱스,34점,5.0점,부산교대 | 커피   카페
요이참치 시청본점,34점,5.0점,부산시청 | 참치   참치뱃살
예촌삼계탕,34점,4.0점,거제동 | 삼계탕   한방삼계탕
호야짬뽕1650 시청본점,34점,4.0점,부산시청 | 중국집   짬뽕
영덕대게시청직판장,34점,리뷰없음,부산시청 | 대게   킹크랩
일품향,34점,4.4점,거제동 | 중국집   유니짜장
더케그,34점,4.0점,부산시청 | 수제맥주   맥주집
보배밥상,34점,4.0점,연제구 | 떡갈비   한정식
태경생태탕,34점,리뷰없음,거제동 | 생태탕   동태
푸짐한뒤고기,34점,3.0점,부산시청 | 김치찌개   뒷고기
원조메기탕,34점,4.0점,부산시청 | 한식   메기매운탕
거제옥,34점,0점,거제동 | 곰탕   코다리
맛있는고기에솜씨를더하다,33점,5.0점,거제동 | 숙성삼겹살
강구항,33점,2.0점,부산시청 | 횟집
치킨에 진심인 사람들,33점,3.0점,부산연제 | 치킨   후라이드
진주통닭,33점,리뷰없음,부산시청 | 통닭   옛날통닭
삼제다슬기,33점,리뷰없음,부산시청 | 한식   다슬기들깨탕
성부네굴국밥,33점,리뷰없음,거제동 | 굴국밥   굴전
한방장어구이,33점,리뷰없음,거제동 | 장어   장어구이
페어런츠,33점,4.0점,부산연제 | 커피   샐러드
김밥일번지,33점,4.0점,부산교대 | 분식   김밥
거제리 이모션,33점,리뷰없음,부산시청 | 고기집   냉동삼겹살
모노스코프,33점,3.0점,부산교대역 | 커피   카페
오정은에이김밥 교대점,33점,4.0점,부산교대역 | 칼국수   김밥
유림식당,33점,리뷰없음,부산교대 | 아구찜   대구뽈찜
손영환비빔국수,33점,리뷰없음,거제동 | 국수   비빔국수
호호사직닭발,32점,4.0점,부산시청 | 닭발
옛골토성 연산점,32점,3.0점,연산 | 오리고기   고기집
시장손칼국수,32점,3.0점,부산시청 | 손칼국수   장칼국수
대도회관,32점,2.0점,부산시청 | 삼합   탕탕이
팔팔연제장어,32점,5.0점,부산연제 | 장어
맥도날드 부산교대SKDT점,32점,4.0점,부산교대 | 버거   불고기버거
피자헛 부산연산점,32점,3.0점,연산 | 피자
가연면옥,32점,2.0점,부산시청 | 육전   육전냉면
이상은파스타,32점,리뷰없음,온천천 | 샌드위치   파스타
우미장꼬리곰탕,32점,리뷰없음,거제동 | 곰탕
종가집돼지국밥,32점,리뷰없음,부산교대 | 돼지국밥   비빔국수
미선식당,31점,리뷰없음,부산연제 | 한식   젓국
카페엘모,31점,4.0점,부산법원 | 카페   cafe
해광 참가자미,31점,리뷰없음,부산시청 | 횟집   참가자미
메이리연 대한민국 조리기능장의집,31점,3.5점,부산시청 | 중식당   탄탄면
오니기리와이규동부산교대점,31점,2.0점,부산교대 | 규동   오니기리
부산 거제동,score,userscore,details
