Name,score,userscore,detail
백초밥,41점,5.0점,부민동 | 회전초밥   초밥
가네쉬,41점,4.6점,동아대 | 카페   요거트
투고샐러드,40점,4.0점,동아대 | 샐러드   훈제연어샐러드
영의루,39점,4.2점,부민동 | 중국집   고추간짜장
동대문엽기떡볶이 동아대부민점,39점,4.4점,동아대 | 떡볶이
닭잡는파로,36점,4.0점,동아대 | 쌈밥   닭
에피소드인커피,36점,3.5점,동아대 | 카페   커피
이태리광수,36점,4.0점,동아대 | 이태리   깔조네
신전떡볶이,36점,4.0점,부민동 | 떡볶이   로제떡볶이
대궁한우,36점,4.0점,부민동 | 한우   한우구이
장우동,36점,5.0점,부민동 | 우동   비빔만두
참미담,36점,4.1점,부민동 | 온면   비빔막국수
화반 부민점,35점,5.0점,동아대 | 두루치기   비빔밥
소파스타,35점,5.0점,동아대 | 파스타   도리아
삼원두루치기,35점,5.0점,동아대 | 두루치기   밥집
유가네닭갈비 부민점,34점,5.0점,동아대 | 숯불닭갈비   닭갈비
배스킨라빈스 부산부민점,33점,4.0점,부민동 | 케이크   아이스크림
웨이아웃,33점,4.0점,토성역 | 카페   계란빵
미다래,32점,3.0점,동아대 | 우동   미니우동
돈오락쪽갈비,32점,리뷰없음,동아대 | 고기집   치즈쪽갈비
대궁삼계탕,31점,리뷰없음,토성동 | 삼계탕   인삼주
은하별 감파스타,31점,리뷰없음,부산광역시 | 파스타   까르보나라파스타
토모,31점,5.0점,부민동 | 숙성회   초밥
아싸리라멘,31점,3.0점,동아대 | 돈코츠라멘   라멘
송원재첩국,31점,리뷰없음,토성동 | 재첩국   황태구이
시골한방돼지국밥,31점,3.0점,부민동 | 국밥   돼지국밥
오늘김해뒷고기,31점,리뷰없음,부민동 | 한식   생뒷고기
청춘불고기,31점,리뷰없음,부산광역시 | 불고기   돼지불백
제일돼지국밥,31점,리뷰없음,부민동 | 돼지국밥   땡초
본초불닭발,31점,리뷰없음,부민동 | 닭발   불닭발
헬로베트남쌀국수,31점,리뷰없음,부산서구 | 쌀국수   분짜
동아집,31점,리뷰없음,부산서구 | 토스트
김해통닭,31점,리뷰없음,동아대 | 치킨   통닭
명장 돼지국밥 얼큰이국밥 부민점,31점,리뷰없음,부민동 | 돼지국밥
대궁삼계탕,31점,리뷰없음,부민동 | 삼계탕   참옻삼계탕
시골집,31점,리뷰없음,부민동 | 김치찌개   한식
더벤티,31점,리뷰없음,동아대 | 카페   오초민라떼
누리마을감자탕,31점,0점,동아대 | 감자탕   등뼈찜
바보면가,31점,리뷰없음,부민동 | 돈까스   밀면
광복경양식,31점,리뷰없음,부민동 | 돈까스   양식
삼포보쌈,31점,리뷰없음,동아대 | 보쌈   보쌈정식
홍주방 부민직영점,15점,4.0점,동아대 | 중식당   마라샹궈
이삭토스트 부민점,15점,4.0점,부민동 | 토스트   샌드위치
섬세한카츠,15점,4.0점,부민동 | 돈카츠   돈까스
김삿갓돼지국밥,15점,5.0점,부산서구 | 국밥   돼지국밥
봉구스밥버거,15점,리뷰없음,동아대 | 밥버거   치킨마요
본죽,15점,리뷰없음,부민동 | 팥죽   전복내장죽
봉구비어 부민점,15점,리뷰없음,동아대 | 맥주
한솥도시락 동아대부민캠퍼스점,15점,리뷰없음,동아대 | 도시락   치킨마요
스타벅스,15점,리뷰없음,동아대 | 카페   민트초코
좀THE 마니,15점,리뷰없음,부산서구 | 한식
공차 부산동아대부민점,15점,리뷰없음,동아대 | 밀크티   찻집
쏘왓 커피,15점,리뷰없음,부산서구 | 스튜   커피
황소야 부민점,15점,리뷰없음,부산서구 | 소고기   토시살
교촌치킨 아미부민점,15점,리뷰없음,동아대 | 치킨   치킨집
한바다돌솥밥,15점,리뷰없음,부민동 | 한식   영양돌솥밥
강남스시&일본와규,15점,리뷰없음,부산서구 | 덮밥   스시
그릭하다 동아대부민점,15점,리뷰없음,동아대 | 그릭요거트   샐러드
마부마라탕,15점,리뷰없음,부민동 | 꿔바로우   마라탕
종일식당 부민점,15점,리뷰없음,부민동 | 치즈돈까스   일식당
등촌샤브칼국수 부민점,15점,리뷰없음,부민동 | 샤브샤브   샤브칼국수
맘스터치 부민점,15점,리뷰없음,부민동 | 치킨   버거
블루포트 동아대학교부민캠퍼스점,15점,리뷰없음,부민동 | 카페   디저트
메쉬커피 부산대병원점,15점,리뷰없음,부산서구 | 커피   카페
하루,15점,리뷰없음,부민동 | 알밥   우동
카페051 부산대학병원점,15점,리뷰없음,부민동 | 커피   마카롱
뒷고기본가,15점,리뷰없음,부민동 | 뒷고기   껍데기
매운수제비,15점,리뷰없음,부산서구 | 수제비   해물수제비
이디야커피 부산부민동아대점,15점,리뷰없음,토성역 | 카페   커피
Mesh Coffee,15점,리뷰없음,부산서구 | 커피   카페
꿀다방,15점,리뷰없음,부민동 | 다방
하삼동커피 동아대부민캠퍼스점,15점,3.0점,부민동 | 카페
엠바크,15점,리뷰없음,부민동 | 카페   디저트
동궁횟집,15점,리뷰없음,부민동 | 생선구이   모듬회
동락원,15점,리뷰없음,부산서구 | 중식당
몽짬뽕 부민직영점,15점,리뷰없음,부민동 | 짬뽕   고기짬뽕
부민동대폿집,15점,리뷰없음,부민동 | 라면   술집
죽담 죽을담다 부민직영점,15점,리뷰없음,부민동 | 한식
소정설렁탕,15점,리뷰없음,토성동 | 숯불갈비   설렁탕
닭쟁이 피자쟁이,15점,리뷰없음,부산광역시 | 피자
소노야 동아대부민점,15점,리뷰없음,부산광역시 | 우동   소바
유림통큰두마리찜닭&치킨 부산점,15점,리뷰없음,부산서구 | 통닭   찜닭
비비큐 부산부민점,15점,리뷰없음,부산 | 치킨   치즈볼
본도시락 부산부민점,15점,리뷰없음,부민동 | 도시락
푸르릇 중서구점,15점,리뷰없음,부산서구 | 카페   디저트
부민정,15점,리뷰없음,부민동 | 오리요리   오리야채불고기
파리바게뜨 부산부민점,15점,리뷰없음,부민동 | 베이커리   바게뜨
큰집      명품도시락,15점,리뷰없음,부산 | 한정식   도시락
