Name,score,userscore,detail
톤쇼우,65점,4.5점,부산대 | 돈카츠   로스카츠
만서리 이가네 막국수,60점,4.5점,온천장 | 막국수   메밀싹수육
뉴숯불통닭 본점,56점,4.6점,부산대 | 치킨   후라이드
수림식당,52점,4.5점,부산대 | 탄탄면   가지만두
라라관,50점,4.1점,서면 | 꿔바로우   마라탕
나오리쇼쿠,49점,3.9점,부산대 | 한식   오차즈케
코하루,49점,3.9점,부산대 | 돈코츠라멘   매운돈코츠라멘
가야공원돼지국밥 부산대점,48점,4.5점,부산대 | 돼지국밥   국밥
수림식당,48점,3.9점,금정구 | 중식당   탄탄면
컵넛,47점,4.4점,부산대 | 도넛   아메리카노
스시심타카이,47점,5.0점,부산대역 | 오마카세   스시
카페호밀,47점,4.6점,부산대 | 베이커리   소금빵
타코스패밀리,47점,5.0점,부산대 | 멕시코   타코
홍매사천요리,47점,4.0점,부산대 | 사천요리
인디키친,46점,5.0점,부산대 | 인도커리   탄두리치킨
이흥용과자점 부산대점,46점,4.1점,부산대 | 과자점   소금빵
디델리 부산대점,46점,5.0점,부산대 | 떡볶이   참치김밥
우쭈쭈,46점,4.4점,부산대 | 쭈꾸미   쭈삼겹
웰컴포,46점,3.5점,부산대 | 베트남음식   쌀국수
지앤토비코,45점,4.7점,부산대 | 한식   새우크림
스몰굿커피 부산대점,45점,4.8점,부산대 | 카페   커피
에타리,44점,4.1점,부산대 | 에그타르트
정진영펍,44점,5.0점,부산대 | 펍   샹그리아
미분당 부산대점,44점,4.4점,부산대 | 쌀국수   힘줄쌀국수
크라운닭발 부산대본점,44점,4.5점,부산대 | 닭발   국물닭발
우마이도,44점,3.8점,부산대 | 하카타라멘   교자
보노베리,43점,4.5점,부산금정구 | 타르트   카페
쿠카이야,43점,3.7점,부산대 | 우동   덴뿌라우동
라멘정,43점,5.0점,부산대 | 일본식라멘   라멘
신육간,43점,4.3점,부산대 | 스테이크   소고기
부산커피,43점,4.3점,부산대 | 카페   커피
인자한키친,43점,4.4점,부산대 | 카레   로스카츠
의정서,43점,4.6점,부산대 | 카페   롱블랙
소사베이커리,42점,5.0점,부산대 | 카페   베이커리
에프터워크,42점,4.2점,부산대 | 술집   야끼소바
포맨티코,42점,4.3점,부산대 | 쌀국수   비빔쌀국수
대길고추불고기,42점,3.1점,부산대 | 불고기   고추
카츠안,42점,4.1점,부산대 | 메밀국수   치즈카츠
리틀프랑,42점,4.1점,부산대 | 스파게티   생돈까스
야스미,41점,4.3점,부산대 | 오꼬노미야끼   오코노미야끼
더기베이글,41점,4.3점,부산대 | 베이글   플레인베이글
솔밭집,41점,4.0점,부산대 | 막걸리   파전
꼬모도,41점,4.0점,부산대 | 화덕피자   알리오올리오
스시심,41점,4.0점,부산대 | 오마카세   스시
야타이스시,41점,3.6점,부산대 | 초밥   스시
맛나감자탕,41점,3.7점,부산대 | 뼈해장국   해물뼈찜
델라고,41점,4.0점,부산대 | 파스타   빠네
칼집삼겹,41점,5.0점,부산대 | 냉면   된장찌개
곱창이야기 부산대점,41점,4.7점,부산대 | 곱창   양볶음밥
제주바른돼지,40점,5.0점,온천장 | 오겹살   미나리삼겹살
도야지면옥,40점,4.2점,부산대 | 고기국수   얼큰고기국수
야마즈미우동,40점,4.0점,부산대 | 우동
일월육일,40점,4.3점,부산대 | 가리비구이   이자카야
브로넛,40점,4.4점,부산대 | 카페   도넛
하나이미,40점,4.1점,부산금정구 | 일식당   돈토로동
도아,40점,5.0점,구서동 | 돈카츠   돈까스
타코노유메,40점,4.4점,부산대 | 타코야끼   타코
타코야키 코코네,40점,5.0점,부산대 | 타코야끼
땡삼이닭도리,40점,4.4점,부산금정구 | 닭도리탕
샨샨,39점,5.0점,부산대역 | 우롱차   홍차
로제이브커피,39점,4.6점,부산대 | 커피   크로플
비윤,39점,3.9점,부산대 | 카페   바닐라라떼
와플대학 부산대캠퍼스,39점,4.0점,부산대 | 와플   아이스크림와플
오유미당,39점,4.4점,구서역 | 돈카츠   치즈돈까스
원조밀면,39점,5.0점,부산대 | 한식   비빔밀면
펠로,39점,4.5점,부산대 | 파스타   피자
리멘시타,39점,4.0점,부산대 | 화덕피자   파스타
11월29일,39점,4.5점,부산대 | 카페   마카롱
진국명가 부산대점,39점,3.7점,부산대 | 돼지국밥   순대전골
노브랜드버거 부산대점,39점,5.0점,부산대 | 햄버거   버거
소밤,39점,5.0점,부산대 | 두부김치   스지오뎅탕
뭄바이,38점,5.0점,부산대 | 인도커리   인도요리
더돈까스,38점,4.4점,부산대 | 돈까스   매운돈까스
이승윤의 알통떡강정 부산장전점,38점,4.4점,장전역 | 닭강정   떡강정
스시마이우 부산대점,38점,4.1점,부산광역시 | 회전초밥   스시
서양식당,38점,5.0점,부산대 | 파스타   양식
리디앤폴,38점,3.8점,구서동 | 브런치카페   카페
카페 샵원,38점,5.0점,부산대 | 카페   아메리카노
소다미김밥,38점,3.9점,부산대 | 김밥   소다
장수돌곱창,38점,5.0점,온천장 | 곱창   소곱창전골
돼지집딸,38점,5.0점,부산대 | 오겹살   고기집
장터,38점,5.0점,부산대 | 한식   직화구이
교토밥상,38점,4.3점,부산대 | 규카츠   덮밥
라쿵푸마라탕 부산대점,38점,4.6점,부산대 | 중식당   마라탕
dose coffee,38점,5.0점,부산대 | 케익   카페
텐동롯코,38점,4.0점,부산대 | 텐동   모리소바
밀실,38점,4.2점,부산금정구 | 와인   하이볼
나유타 카페,37점,5.0점,부산대 | 비건   비건식당
하루나,37점,4.5점,부산대 | 카페   디저트
서빙고,37점,4.0점,부산대 | 옛날팥빙수   빙수
컬러드,37점,5.0점,부산금정구 | 수제맥주   펍
칠성돌곱창,37점,3.4점,부산대 | 곱창   곱창구이
테라스원,37점,4.4점,부산대 | 맥주집   루프탑
설어정 부산대점,37점,4.0점,부산대 | 스테이크   명태초무침
스타벅스 부산대점,37점,4.1점,부산대 | 카페   레모네이드
웍헤이,37점,5.0점,금정구 | 퓨전음식   쌀국수
일가인,37점,4.0점,부산대 | 가정식요리   중국가정식
롯데리아 부산대점,37점,4.0점,부산대 | 버거   새우버거
칼맛나는 푸짐한횟집,37점,4.0점,부산대 | 횟집   모듬회
카페싱긋,37점,5.0점,부산대 | 샌드위치   카페
부산 장전동,score,userscore,details
