Name,score,userscore,detail
해물왕창칼국수,61점,4.5점,부산사상 | 칼국수   만두
꾸꾸닭직불구이,47점,5.0점,덕포 | 구이   닭
희양양 훠궈성 본점,46점,5.0점,사상 | 훠궈무한리필   훠궈
남영치킨,44점,5.0점,덕포 | 통닭   카레치킨
원마일커피,40점,4.6점,덕포 | 카페   디저트
샤브샤브양꼬지,39점,5.0점,사상 | 양꼬지   훠궈
진주네,39점,5.0점,덕포 | 오리양념구이   오리고기
푸른통닭,36점,5.0점,덕포 | 통닭   똥집튀김
브뤼트,36점,4.3점,사상 | 피자   루꼴라피자
유원반점 유원반점,35점,5.0점,사상 | 중국집   간짜장
이디야,34점,4.1점,덕포 | 카페   달고나라떼
북성분식,33점,4.0점,부산사상 | 잔치국수   분식
하이오커피 부산덕포점,32점,3.0점,부산사상 | 커피   카페
컴포즈커피 덕포점,32점,3.0점,부산 | 카페   스무디
김해통닭,32점,리뷰없음,덕포 | 통닭   똥집튀김
우성식당,32점,리뷰없음,사상 | 한식   낙곱전골
카페 사상로 덕포점,32점,3.0점,덕포 | 카페   커피
24시전주명가콩나물국밥 덕포점,32점,리뷰없음,부산광역시 | 국밥   콩나물국밥
안동돼지국밥,31점,4.0점,덕포 | 국밥집   돼지국밥
국민아구찜,31점,리뷰없음,부산사상 | 아구찜   아구불고기
샌드당,31점,5.0점,부산사상 | 샐러드   샌드위치
왕호돌왕갈비,31점,리뷰없음,덕포 | 왕갈비   갈비
한내행복마을협동조합,31점,리뷰없음,덕포 | 카페   아메리카노
구덕골 장모님국밥,31점,리뷰없음,덕포 | 국밥   따로국밥
신라해장국,31점,리뷰없음,덕포 | 해장국   내장탕
펀몽펀터치카페,31점,리뷰없음,사상 | 샌드위치   카페
강강한식뷔페,31점,리뷰없음,덕포역 | 한식뷔페
굽네치킨 부산덕포점,31점,5.0점,덕포 | 치킨
명가밀면,31점,리뷰없음,덕포 | 국수   물밀면
가마솥돼지국밥,31점,리뷰없음,덕포 | 돼지국밥   가마솥
합천돼지국밥,31점,리뷰없음,사상 | 국밥   돼지국밥
서울마님죽 덕포점,31점,리뷰없음,덕포 | 호박죽   팥죽
오니기리와이규동,31점,리뷰없음,괘법 | 오니기리   규동
고집센그집갈비탕 부산사상점,31점,리뷰없음,사상 | 갈비탕   전통갈비찜
아방궁커피숍,31점,리뷰없음,덕포역 | 카페   커피
백두산양꼬치샤브샤브,31점,리뷰없음,사상 | 샤브샤브   양꼬치
신라정,31점,리뷰없음,사상 | 아귀찜   해물찜
거상수육돼지국밥,31점,리뷰없음,덕포 | 수육   돼지국밥
