Name,score,userscore,detail
수변최고돼지국밥 민락본점,67점,4.4점,광안리 | 돼지국밥   고기국밥
톤쇼우 광안점,66점,4.5점,광안리 | 돈까스
삼삼횟집,62점,4.2점,광안리 | 횟집   참돔유비끼
자매국밥,57점,4.1점,광안리 | 돼지국밥   수육
샤브남바완,56점,4.7점,광안리 | 샤브샤브
뜨라또리아 단테,55점,4.4점,광안리 | 파스타   생면파스타
알로이 타이,54점,3.9점,수영 | 태국음식   그린커리
문토스트 광안해변점,53점,4.8점,부산광안리 | 토스트   모짜렐라치즈
하모횟집,52점,4.7점,광안리 | 횟집   하모
부사노뎅,52점,4.9점,광안리 | 오뎅바   부산오뎅
뚜벅스 광안리점,51점,4.3점,광안리 | 아메리카노   티룸
오후의 홍차,51점,4.2점,민락역 | 홍차   카페
티앤북스,51점,5.0점,광안리 | 북카페   만화카페
요이쿠마,50점,4.3점,부산수영구 | 텐동   밥집
새벽집,50점,4.6점,광안리 | 콩나물국밥   콩나물해장국
알로이삥삥,50점,4.6점,광안리 | 태국   쏨땀
굳세어라금순아,50점,4.0점,광안리 | 한식   굴보쌈
네살차이,49점,4.7점,좌천역 | 카페   아메리카노
225토마토스트릿 광안점,48점,4.9점,광안리 | 코스요리   토마토
바스터드,48점,4.4점,광안리 | lp바   하이볼
덴,48점,5.0점,광안리 | 사시미   후토마끼
로우앤스윗 광안리점,47점,4.6점,광안리 | 커피   카페
83해치 광안리점,47점,4.7점,광안리 | 삼겹살   목살
모테키,47점,4.0점,광안리 | 이자카야
리초야 밀락더마켓,46점,4.8점,부산광안리 | 말차라떼   말차
방파제,46점,4.2점,광안리 | 자연산회   횟집
브런치카페 이안,46점,4.0점,광안리 | 브런치   브런치카페
매드독스,46점,3.5점,광안리 | 피자   시카고피자
황소해물탕,46점,4.6점,광안리 | 해물탕   해물찜
비스포레,46점,4.1점,수영 | 이탈리안   라자냐
아산,46점,5.0점,수영 | 숙성회   오향장육
디에이블 광안점,46점,4.1점,광안리 | 파스타   목살스테이크
버거스올마이티 밀락더마켓점,46점,4.0점,광안리 | 수제버거   버거
석화촌,45점,5.0점,광안리 | 굴요리   굴보쌈
OBPC 광안점,45점,4.6점,광안리 | 피자집   피자
집밥예인,45점,5.0점,광안리 | 밥집   집밥
스타벅스 광안수변공원점,45점,4.0점,광안리 | 카페   카스텔라
나사리식당 광안점,45점,5.0점,광안리 | 충무김밥   해물칼국수
카페인차저,45점,4.5점,광안리 | 에스프레소바   아메리카노
황금어장,44점,4.5점,광안리 | 장어구이   장어
대영횟집,44점,4.8점,광안리 | 자연산횟집   횟집
광안리 막창집,44점,4.3점,광안리 | 막창   곱창전골
마라도횟집,44점,3.7점,광안리 | 해산물   오마카세
henry17,44점,5.0점,광안리 | 위스키바   위스키
광안다찌,44점,3.9점,광안리 | 다찌   전복죽
민락어민활어직판장,44점,3.9점,광안리 | 회센터   활어
사카바,43점,4.2점,광안리 | 이자카야   야키토리
광안다이닝,43점,4.4점,광안리 | 한우오마카세   양식
수정궁,43점,5.0점,광안리 | 횟집   활어
갈삼구이,43점,4.0점,광안리 | 조개요리   갈삼구이
치킨버거클럽,43점,4.0점,광안리 | 수제버거   치킨버거
칠성횟집,43점,4.0점,광안리 | 매운탕   잡어
디스크도넛커피스탠드,43점,3.7점,광안리 | 커피   도넛
베지나랑,43점,4.6점,광안리 | 비건   비건식당
공차 광안리점,43점,4.2점,광안리 | 버블티   밀크티
민락회타운,43점,4.8점,광안리 | 회센터   횟집
은해갈치,43점,3.5점,부산광안리 | 갈치구이   갈치
안쵸비,42점,4.0점,광안리 | 파스타   아란치니
홍유단,42점,4.8점,민락동 | 중식당   동파육
일리카이트,42점,4.0점,부산광역시 | 카페   크림브륄레
옥이네밀면칼국수,42점,3.9점,광안리 | 칼국수   밀면
광안리 대교밀면,42점,4.3점,광안리 | 갈비탕   밀면
스미비야키 파도,42점,4.4점,광안리 | 숯불구이   닭다리살구이
네이키드에이프 밀락더마켓점,42점,4.0점,광안리 | 맥주   프렌치프라이
어방참숯장어구이,42점,4.0점,광안리 | 장어   장어구이
두건쓴형제 광안리점,42점,5.0점,광안리 | 이베리코흑돼지   고기집
서울상회 수변공원점,41점,5.0점,광안리 | 활어회   횟집
광안집,41점,5.0점,광안리 | 족발   미니족발
할리스커피 부산광안해변점,41점,3.9점,광안리 | 커피   딸기스무디
용가리분식,41점,4.3점,광안리 | 김치전   분식
There is,41점,4.5점,광안리 | 브런치카페   미트볼
배스킨라빈스,41점,3.8점,광안리 | 아이스크림   아이스모찌
뉼리,41점,4.0점,광안리 | 와인바   양식
금송횟집,41점,5.0점,광안리 | 횟집   이까슈마
오쪽이락,40점,3.5점,광안리 | 돼지고기   돼지껍데기
차선책,40점,4.1점,민락동 | 디저트   카페
푸라닭 부산민락점,40점,4.0점,민락동 | 치킨
너를담다 수변공원점,40점,5.0점,광안리 | 카페   그릭요거트
프루터리,40점,4.1점,광안리 | 팬케이크   카페
콩카페 광안리점,40점,4.0점,광안리 | 베트남   코코넛스무디커피
광안태양,40점,4.7점,광안리 | 이자카야   하이볼
