Name,score,userscore,detail
해운대 가야밀면,60점,4.4점,해운대 | 만두   밀면
스시미르네 본점,54점,4.1점,해운대 | 물회   스시
재마니김밥,51점,5.0점,해운대 | 김밥   계란
신창국밥,49점,4.0점,해운대 | 돼지국밥
커피살롱 싱클레어,49점,5.0점,해운대 | 핸드드립   브런치카페
유바기쭈꾸미판 해운대본점,48점,4.0점,해운대 | 쭈꾸미   철판쭈꾸미
옵스,47점,3.6점,해운대 | 빵집   슈크림빵
지미지니팍 해운대장산점,46점,5.0점,해운대장산 | 마카롱
하가원,45점,4.3점,해운대 | 콩국수   돌판비빔밥
문스시,44점,4.6점,해운대 | 스시   스시오마카세
동일참치,43점,4.2점,해운대 | 코스요리   참치
맘스터치 장산역점,43점,4.6점,장산역 | 버거   갈릭버거
남자마늘보쌈,42점,4.7점,해운대 | 보쌈   마늘보쌈
첫회,42점,4.5점,해운대 | 모듬회   횟집
상상짬뽕 해운대점,42점,4.2점,해운대 | 짬뽕   중화비빔밥
장산 수제 왕돈까스,41점,4.6점,장산역 | 돈까스   왕돈까스
육회말투아웃,41점,5.0점,해운대 | 육회   육사시미
해운대31cm 해물칼국수 본점,41점,4.5점,해운대 | 칼국수   해물칼국수
소풍경 해운대점,41점,5.0점,장산역 | 참치김밥   김밥
태리식당,41점,5.0점,해리단길 | 파스타   전복리조또
아슬란 장산점,41점,3.5점,해운대 | 카페   인절미빵
원당,41점,4.0점,해운대 | 돈카츠   우동
원조손칼국수,40점,3.6점,장산역 | 바지락칼국수   칼국수
비바라쵸,40점,5.0점,장산역 | 스페인요리   스페인
블루샥 장산점,39점,4.0점,해운대장산 | 아메리카노   라떼
주안상,39점,5.0점,장산역 | 와인   술집
롤링파스타 장산점,39점,5.0점,해운대 | 파스타
홍유단,38점,3.5점,해운대 | 꿔바로우   짬뽕
도우앤로프,38점,5.0점,해운대장산 | 깜빠뉴   빵집
삼환축산,38점,5.0점,해운대 | 삼겹살   고기집
정글비 부산해운대점,38점,4.0점,해운대 | 게임카페
맛소문 오리불고기,38점,4.0점,해운대 | 오리고기   오리불고기
BHC치킨 좌동부흥점,38점,5.0점,해운대 | 치킨   뿌링치즈볼
메가커피,38점,4.0점,해운대 | 카페
스타벅스 해운대좌동점,38점,5.0점,해운대 | 카페   루꼴라
백식당,38점,4.6점,해운대 | 규카츠   스키야키
바다밥상,38점,5.0점,해운대 | 해물   꼬막비빔밥
배스킨라빈스 해운대좌동점,38점,3.6점,해운대 | 아이스크림   초콜릿
미미회관,37점,3.7점,해운대 | 중식주점   오룡해삼
황금코다리,37점,4.8점,해운대 | 해물   코다리조림
카페 오미니 해운대장산역점,37점,5.0점,해운대 | 커피   카페
꽃돼지대패삼겹살,37점,3.0점,해운대 | 한식   대패삼겹
황금새우,37점,4.0점,해운대 | 랍스타   새우
빵다무르,37점,4.3점,해운대 | 빵집   빵
뚜레쥬르 부산장산역점,37점,5.0점,장산역 | 베이커리   소보로
타이거슈가 장산점,37점,5.0점,해운대 | 밀크티   흑당밀크티
강가네손만두,37점,4.6점,해운대 | 손만두   탕수만두
요리구락부,36점,5.0점,해운대 | 이자카야   술집
유동커피,36점,5.0점,해운대 | 커피   쌀빵
유가네닭갈비 장산점,36점,4.3점,해운대 | 닭갈비   물쫄면
서민불백,36점,5.0점,장산역 | 한식   돌솥비빔밥
애슐리 해운대엘지점,36점,4.6점,해운대 | 뷔페   스테이크
젠스시,36점,4.0점,해운대 | 오마카세   스시
이차돌 해운대신도시점,36점,3.3점,해운대 | 차돌박이   짜글이
영남 식육식당,36점,3.9점,해운대 | 소고기   식육식당
진주횟집,36점,4.0점,해운대 | 횟집   대방어
리미니 해운대점,36점,5.0점,장산역 | 파스타   피자
미스터피자,36점,4.0점,해운대 | 샐러드바   피자
병천순대국밥,35점,4.5점,해운대 | 순대국밥   병천순대
반도카츠,35점,4.0점,해운대 | 돈카츠   특등심
레드도어,35점,5.0점,해운대 | 중국집   중식당
소문난 시장칼국수,35점,4.7점,해운대 | 손칼국수   장칼국수
그린하노이 좌동점,35점,5.0점,해운대 | 월남쌈   샤브샤브
새바다횟집,35점,4.0점,좌동 | 횟집   대방어
하선집,35점,4.5점,해운대 | 돼지갈비   고기집
대독장,35점,4.0점,해운대 | 김치찌개전문   김치찌개
오덕돈까스,34점,3.5점,해운대 | 돈까스   짬뽕
봉구비어 좌동점,34점,5.0점,해운대 | 크림생맥주
아마스빈 장산역점,34점,5.0점,장산역 | 밀크티   버블티
곰바우식당,34점,4.0점,부산 | 한식   제육볶음
타요키즈카페 부산좌동점,34점,4.0점,부산해운대 | 키즈카페
옹헤야 장산점,34점,2.2점,해운대 | 한식   고추장불백
국보집,33점,4.0점,해운대 | 국수   보쌈
이자카야엔,33점,리뷰없음,해운대 | 이자카야
홍콩반점,33점,4.0점,해운대 | 짜장면   탕짜면
취화선,33점,5.0점,해운대 | 두부김치   술집
스게,33점,3.7점,해운대 | 이자카야   하이볼
본죽 부산해운대신도시점,33점,4.0점,해운대 | 비빔밥   죽집
기장곰장어,33점,4.0점,해운대 | 곰장어   양념곰장어
스시림,33점,3.0점,해운대 | 초밥   스시
마장동김씨 해운대장산점,33점,리뷰없음,해운대 | 고기집   된장찌개
칼선생 칼국수,33점,리뷰없음,해운대 | 생칼국수
교동면옥 해운대점,33점,4.0점,해운대 | 냉면   갈비찜
설빙,33점,3.0점,해운대 | 빙수   인절미
모모스테이크,33점,리뷰없음,해운대 | 스테이크   스테이크정식
남포동 할매집회국수,32점,리뷰없음,해운대 | 회국수   회비빔국수
수작요리 현,32점,리뷰없음,해운대 | 이자카야   고노와다
아델라7 해운대점,32점,5.0점,해운대 | 베이커리   빵집
가인스시,32점,리뷰없음,부산해운대 | 초밥
예담숯불양갈비,32점,리뷰없음,해운대 | 곱창   양고기
모이세해장국,32점,4.0점,해운대 | 해장국   내장탕
써브웨이 부산좌동점,32점,4.0점,장산역 | 터키   아보카도
넘버원화로구이 해운대본점,32점,0.0점,해운대 | 고기집   화로구이
홍대쌀국수 NC해운대점,32점,3.4점,해운대 | 쌀국수   쇠고기쌀국수
부파리스,32점,리뷰없음,해운대 | 베이커리   크루아상
메리윤,32점,3.0점,해운대 | 올데이브런치   브런치카페
스시다은,32점,리뷰없음,해운대 | 초밥   스시
진숯불장어구이,32점,리뷰없음,좌동 | 숯불장어구이   장어탕
쭌돈,32점,리뷰없음,해운대장산 | 돼지고기   목살
이가곰탕,32점,리뷰없음,해운대 | 곰탕   수구레
부산 좌동,score,userscore,details
