Name,score,userscore,detail
초읍돼지갈비,48점,5.0점,초읍 | 돼지갈비   양념돼지갈비
가온밀면,47점,4.6점,초읍 | 국수   밀면
삼성밀면,45점,5.0점,초읍 | 주물럭   밀면
연화제과,44점,4.3점,초읍 | 케이크   아메리카노
썬더치킨 초읍1호점,41점,5.0점,초읍 | 치킨   크리스피치킨
초함,40점,4.0점,초읍 | 한정식   닭도리탕
정경애코다리찜,39점,5.0점,부산진구 | 해물   시래기코다리
초읍삼광보리밥,39점,5.0점,초읍 | 보리밥   부침개
산마루,39점,4.7점,초읍 | 중식당   탕수육
원 초량갈비,37점,0.0점,초읍 | 돼지갈비   갈비
초연숯불장어구이,37점,5.0점,초읍 | 장어   숯불장어구이
초읍 원가네,36점,3.0점,초읍 | 한식   닭한마리
초읍밀면,36점,4.0점,초읍 | 국수   물밀면
카페휘고,35점,4.4점,초읍 | 카페   아메리카노
카페슬로우,35점,5.0점,초읍 | 말차라떼   초코라떼
매화횟집,35점,5.0점,초읍 | 횟집   도다리
가마치통닭 초읍성곡점,35점,5.0점,초읍 | 통닭   닭똥집
IPTAE,35점,4.5점,초읍 | 카페   디저트
돌쇠본가,34점,리뷰없음,초읍 | 한식   돌솥밥
정가네아구찜,34점,4.0점,초읍 | 아구찜   대구탕
쇠미골,33점,5.0점,초읍 | 구이   보쌈
카페 로지에르,33점,4.0점,부산진구 | 카페   커피
스시투어,33점,4.0점,초읍 | 회전초밥   스시
요로코비 통골뱅이,33점,리뷰없음,초읍 | 골뱅이   통골뱅이
사랑채,33점,리뷰없음,초읍 | 한정식   삼계탕
풍미왕갈비,33점,3.0점,초읍 | 왕갈비   돼지양념갈비
횟집 변선생,32점,4.0점,초읍 | 해산물   횟집
미가정,32점,리뷰없음,초읍 | 오리고기   오리양념불고기
풍미추어탕,32점,리뷰없음,초읍 | 추어탕   코다리조림
김춘장,32점,리뷰없음,초읍 | 중식당   해물짬뽕
조방낙지,32점,5.0점,초읍 | 낙지   낙곱새
설앤빈,32점,5.0점,초읍 | 빙수   눈꽃빙수
하오칭짬뽕201,32점,리뷰없음,초읍 | 짬뽕   차돌박이짬뽕
아시오,32점,5.0점,초읍 | 베이커리카페   카페
나탄약선요리,32점,리뷰없음,초읍 | 약선요리   한정식
정든집,32점,3.0점,초읍 | 술집
교촌치킨 초읍대공원점,32점,3.0점,초읍 | 치킨
외할매국수,31점,리뷰없음,초읍 | 수구레   국밥
백만김밥 도시락,31점,3.0점,초읍 | 김밥
한방왕족발,31점,5.0점,초읍 | 족발   왕족발
바다영토해물탕해물찜,31점,2.0점,초읍 | 해물탕   해물찜
다금,31점,3.0점,초읍 | 한식   해물파전
도레담,31점,0점,초읍 | 브런치   브런치카페
소디스파레,31점,4.0점,초읍 | 화덕피자   파스타
울엄마곱창,31점,리뷰없음,부산진구 | 곱창   막창
엄마손 보리밥,31점,리뷰없음,초읍 | 보리밥   고추장
배스킨라빈스 부산대공원점,31점,리뷰없음,초읍 | 아이스크림
만리장성,31점,리뷰없음,초읍 | 짬뽕   중국집
