Name,score,userscore,detail
선어마을,51점,4.4점,자갈치역 | 선어회   선어
삼천포식당,48점,3.6점,부산 | 한식   불백
다도집,42점,5.0점,부산광역시 | 꼼장어   산꼼장어
신흥반점,35점,리뷰없음,자갈치 | 중식당   백짬뽕
개림횟집,35점,리뷰없음,자갈치역 | 횟집   이시가리
밥에김가담,33점,4.0점,부산 | 김밥   분식
포항식당,32점,리뷰없음,부산 | 한식   불백
해남식당,32점,리뷰없음,부산 | 한식   홍어회
선일선어횟집,31점,리뷰없음,부산 | 선어회   선어
맷돌손두부,31점,리뷰없음,부산 | 순두부   손두부
포동충무김밥,31점,리뷰없음,부산서구 | 충무김밥   얼큰우동
장터국밥,31점,리뷰없음,자갈치역 | 돼지국밥   장터국밥
금강파전,31점,리뷰없음,부산 | 고갈비   파전
남해전도횟집,31점,리뷰없음,자갈치역 | 선어회   횟집
시민제과점,31점,리뷰없음,자갈치역 | 빵집   빵
커피나라,31점,리뷰없음,부산서구 | 카페
부산집,31점,리뷰없음,부산서구 | 아구찜   해물찜
24시중화요리,31점,리뷰없음,부산광역시 | 중화요리   탕수육
피자에땅 충무점,31점,리뷰없음,부산서구 | 피자
초원장어구이,31점,리뷰없음,자갈치시장 | 꼼장어전문   장어구이
바우네나주곰탕 충무동점,31점,리뷰없음,부산서구 | 곰탕
진미칼국수,31점,리뷰없음,부산서구 | 손칼국수   칼국수
포항물회,31점,리뷰없음,자갈치역 | 물회   무늬오징어
썬더치킨 충무점,31점,리뷰없음,부산서구 | 치킨
남해원조장어구이꼼장어전문,31점,리뷰없음,자갈치 | 장어전문
부자돼지국밥,31점,리뷰없음,부산 | 돼지국밥   국밥
본가숯불갈비,15점,리뷰없음,부산서구 | 숯불갈비
금오생고기,15점,리뷰없음,부산서구 | 삼겹살   항정살
성일손칼국수,15점,리뷰없음,부산 | 칼국수   손칼국수
바른국수,15점,리뷰없음,자갈치역 | 국수   밀면
백두산 횟집,15점,리뷰없음,자갈치시장 | 꼼장어   횟집
이대감숯불갈비,15점,리뷰없음,부산 | 갈비탕   돼지갈비
세명,15점,리뷰없음,부산 | 빈대떡
삼미삼계탕,15점,리뷰없음,자갈치 | 삼계탕   인삼주
유신밥집,15점,리뷰없음,부산서구 | 밥집
부영집,15점,리뷰없음,자갈치 | 곰장어   꼼장어
순박네,15점,리뷰없음,부산서구 | 순두부찌개   김치찌개
하삼동커피 자갈치역점,15점,리뷰없음,부산서구 | 카페   커피
