Name,score,userscore,detail
늘해랑,54점,4.3점,양정 | 돼지국밥   수육백반
월남면반 시청점,49점,3.7점,부산시청 | 쌀국수   베트남음식
울릉도소주방,47점,5.0점,양정 | 맥주   호프
담다,45점,4.3점,양정 | 이자카야   나가사키짬뽕
양정삼합 자연산곰장어,44점,5.0점,양정 | 삼합   산곰장어
파전닭갈비,43점,3.3점,양정 | 닭갈비   파전
1988정통숯바베큐,42점,4.0점,양정 | 바베큐   숯불양념바베큐
투다리,41점,5.0점,양정 | 조개구이   김치우동
소문,41점,5.0점,부산양정 | 요리주점   문어숙회
리짙커피로스터스,41점,4.3점,양정 | 커피   아인슈페너
어반그레이 로스터리,41점,4.2점,양정 | 카페   아메리카노
마라공방 양정점,41점,4.0점,양정 | 마라탕   꿔바로우
화전국수,40점,4.3점,양정 | 국수   소고기국밥
한정식당,40점,5.0점,양정 | 한정식   뒷고기
댄싱컵 양정점,40점,4.4점,부산진구 | 카페   크로플
서울칼국수,39점,4.5점,양정 | 칼국수   비빔칼국수
내일도럭키,39점,4.0점,양정 | 덮밥   게임카페
이가월남쌀국수 양정점,39점,5.0점,부산양정 | 쌀국수   베트남음식
정가네합천돼지국밥,39점,4.6점,양정 | 돼지국밥   병천순대
BHC치킨 양정시민공원점,39점,4.0점,부산 | 치킨
닭발싸롱 부산양정점,38점,5.0점,양정 | 닭발   국물닭발
수백당 부산시청점,37점,5.0점,부산시청 | 순대   뻥튀기
불백한잔,37점,5.0점,부산양정 | 불백   간장불고기
왓더버거 양정직영점,37점,5.0점,부산진구 | 햄버거   해쉬브라운
보글보글대구탕본점,37점,4.0점,부산진구 | 매운탕   대구탕
온담 칼국수,37점,5.0점,양정 | 칼국수   만두
송화강,36점,3.5점,양정 | 마라탕   훠궈
감만동 차정자 풍년곱창 양정점,36점,5.0점,양정 | 곱창   곱창구이
냥냥댕댕,36점,5.0점,양정 | 애견카페   애견간식
커피블로썸,36점,5.0점,부산양정 | 커피   카페
시루에,36점,3.9점,부산시청 | 콩나물국밥   부추전
하마정,36점,4.6점,양정 | 카페   아메리카노
봉국푸드,35점,5.0점,양정역 | 추어탕   곰국
홍주방 양정점,35점,4.5점,양정 | 마라탕   꿔바로우
감성커피 양정점,35점,5.0점,양정 | 디저트   커피
명동찌개마을 양정점,35점,5.0점,양정 | 김치찌개   찌개
