Name,score,userscore,detail
영진돼지국밥,59점,4.4점,명지 | 돼지국밥   수육백반
삼성갈미조개,59점,4.6점,명지 | 샤브샤브   갈삼구이
낭만장작 명지점,57점,5.0점,부산명지 | 치킨   마늘통닭
스타벅스 명지강변DT점,55점,4.3점,부산강서구 | 카페   아메리카노
라무진 명지국제신도시점,52점,4.0점,명지 | 양갈비   양고기
호당 물총칼국수,48점,3.9점,명지 | 물총칼국수   밀면
명지첫집 오션시티직영점,46점,5.0점,명지 | 보쌈   쭈꾸미보쌈
만호횟집,44점,4.0점,명지 | 생선회   갈미샤브샤브
라멘인생,43점,4.8점,명지 | 라멘   차슈라멘
방코,43점,4.1점,명지 | 파스타   화덕피자
첨단돌솥감자탕 부산명지점,43점,5.0점,명지 | 감자탕   우거지해장국
어라우즈로스터리,42점,3.8점,명지 | 커피   로스터리카페
해운대153해물칼국수,42점,3.3점,부산명지 | 칼국수   해물칼국수
진목카페,41점,3.8점,명지 | 커피   카페
예향정,41점,4.5점,명지 | 김치찌개   쌈
차돌풍 명지국제신도시점,41점,5.0점,부산강서구 | 우삼겹   차돌박이
스시만드는주방,41점,5.0점,명지 | 초밥   스시
스타벅스,41점,5.0점,명지 | 카페   슈크림라떼
떡감,41점,5.0점,부산명지 | 즉석떡볶이   떡
명지첫집,41점,4.5점,명지 | 보쌈   쭈꾸미보쌈
왓더버거 명지점,41점,5.0점,명지 | 수제버거   버거
조선한치왕,41점,5.0점,명지 | 생선회   한치물회
월남면반,41점,4.9점,명지 | 쌀국수   베트남음식
현풍닭칼국수 부산명지점,41점,4.4점,명지 | 닭칼국수   닭개장
명지바람,41점,4.1점,명지 | 패밀리레스토랑   루프탑
24시전주명가콩나물국밥 명지점,41점,4.8점,명지 | 콩나물국밥   부추야채전
원카츠 명지점,40점,4.7점,명지 | 돈까스   수제돈가스
담아,40점,5.0점,명지 | 떡디저트   떡카페
수미가,40점,4.4점,부산명지 | 수제비   해물칼국수
한우다이닝 우,40점,5.0점,명지 | 한우오마카세   한우코스요리
계주,39점,5.0점,부산명지 | 꼬치구이   술집
길음칠,39점,5.0점,명지 | 고기집   오겹
심플리프렌치,39점,5.0점,명지 | 코스요리   프랑스가정식
홍리마라탕,39점,5.0점,명지 | 마라탕   중식당
일공공샤브 부산명지점,38점,5.0점,부산명지 | 샤브샤브
스시석,38점,5.0점,부산명지 | 오마카세   스시
도꼬돈카츠,38점,4.2점,명지 | 돈까스   돈카츠
챠오샤브 본점,38점,5.0점,부산강서구 | 샤브샤브   조개샤브샤브
그란비아,38점,5.0점,명지 | 스페인요리   스페인
미식가의우동 명지점,38점,5.0점,명지 | 우동   붓가케우동
복성반점,38점,4.0점,명지 | 간짜장   중국집
부엉이돈가스 스타필드시티명지점,38점,4.4점,명지 | 돈까스   돈가스
합천정통돼지국밥,38점,5.0점,명지 | 국밥   돼지국밥
해운대31cm 해물칼국수 명지점,37점,5.0점,부산명지 | 칼국수   해물칼국수
주왕산삼계탕 체인본점,37점,5.0점,명지 | 삼계탕   참옻삼계탕
봄내멸치쌈밥,37점,5.0점,명지 | 쌈밥   들깨탕
지비파티스리,37점,5.0점,부산강서구 | 카페   밀푀유
바이비니,37점,5.0점,명지 | 케이크   카페
부산밀면,37점,4.2점,명지 | 냉면   물밀면
담윤,37점,5.0점,부산명지 | 카페   아몬드라떼
동리3521,37점,5.0점,부산강서구 | 레스토랑   타코
니가아는식당 국제명지점,37점,4.3점,명지 | 편백찜   아롱사태
자담면가,36점,4.0점,명지 | 칼국수   짬뽕
데미타세 에스프레소바,36점,5.0점,명지 | 카페   디저트
카츠탄탄,36점,5.0점,명지 | 돈가스   돈까스
코지하우스 명지점,36점,4.7점,명지 | 스테이크   파스타
오리한상 명지본점,36점,4.0점,명지 | 오리구이   오리불고기
투썸플레이스 부산명지강변점,36점,5.0점,부산명지 | 카페   디저트
착한곱한우곱창,36점,4.0점,명지 | 곱창   한우곱창
밀양솔밭만두 명지점,36점,4.0점,
명지 닭둥지,36점,4.0점,명지 | 매운탕   닭한마리
팔각도 부산명지점,36점,4.0점,명지 | 숯불닭갈비   특수부위
라벨스하이디,35점,3.0점,명지 | 카페   딸기크림라떼
신라스테이 뷔페 서부산,35점,4.0점,부산명지 | 호텔뷔페   뷔페
정원오리촌,35점,3.5점,명지 | 오리요리   오리탕
엘룬,35점,4.0점,명지 | 루프탑   카페
오월의별,35점,4.5점,명지 | 디저트   디저트카페
우시토라,35점,4.0점,명지 | 라멘   닭육수라멘
한그루양과점,35점,4.0점,명지 | 수플레팬케익   브런치
시로이돈까스,35점,0점,명지 | 돈까스   치즈돈까스
조개구이 캠핑섬,35점,5.0점,부산강서구 | 조개찜   조개구이
국시락,35점,4.0점,부산명지 | 국수
하삼동커피,35점,4.0점,명지 | 커피   아메리카노
코슬리,35점,리뷰없음,명지 | 티카페   카페
명지광복경양식,35점,3.5점,명지 | 돈까스   양식
교동짬뽕,35점,3.1점,명지 | 짬뽕전문점   짬뽕
베르데,35점,4.0점,명지 | 밀크티   브런치카페
전주명품콩나물국밥 명지점,35점,4.0점,명지 | 굴국밥   콩나물국밥
명지국제국수,34점,4.0점,부산명지 | 국수   잔치국수
폭폭,34점,5.0점,명지 | 태국   태국음식
도야족발,34점,4.0점,명지 | 족발   마늘보쌈
류센소 명지점,34점,4.2점,명지 | 일본라멘   라멘
거북이동네 부산명지점,34점,5.0점,명지 | 삼겹살   쫄면
브릭,34점,4.0점,부산강서구 | 함박스테이크   리코타치즈샐러드
텐퍼센트커피 명지오션점,34점,4.0점,명지 | 카페   말차라떼
쁘띠앙쥬,34점,4.0점,명지 | 티카페   디저트카페
어가든파스,34점,5.0점,명지 | 브런치카페   카페
머꼬또양,34점,5.0점,명지 | 양갈비   양등심
부산 국회도서관 카페,34점,4.0점,부산명지 | 커피   카페
로다로지,34점,4.0점,명지 | 베이커리카페   빵
보배반점 명지점,34점,5.0점,명지 | 중국집   탕수육
조개일번가,34점,4.0점,부산명지 | 조개   갈미조개
하삼동커피 명지행복마을본점,34점,4.0점,명지 | 커피   카페
대독장 명지점,34점,3.4점,부산강서구 | 두루치기   김치찌개
청도양곱창,34점,5.0점,명지 | 곱창   양곱창
스페이스앤무드 신라스테이서부산점,34점,4.0점,명지 | 카페   아인슈페너
돗간,34점,4.0점,명지 | 고기집   보리된장
대마등,34점,0.0점,명지 | 돼지고기   갈미조개
언양닭칼국수 명지점,34점,4.0점,명지 | 칼국수   닭곰탕
산골애,34점,3.0점,명지 | 오리요리   누룽지오리백숙
부산 명지동,score,userscore,details
