Name,score,userscore,detail
이모식당,45점,5.0점,동아대 | 두루치기   밥집
블랙업커피 을숙도,44점,4.0점,부산사하구 | 커피   카페
진주냉면 하기연 사하점,43점,4.9점,하단 | 한식   비빔냉면
복성반점,43점,3.0점,하단 | 짬뽕   탕수육
하단본가콩나물국밥,42점,5.0점,하단 | 콩나물국밥   콩나물해장국
왓더버거 부산하단점,41점,5.0점,하단역 | 수제버거   버거
소문난흥부네집,40점,5.0점,하단 | 두루치기   돼지두루치기
수림식당 하단점,40점,5.0점,부산사하구 | 탄탄면   우육탕면
우연횟집,39점,4.5점,하단 | 횟집   연어
최가네촌국수,39점,5.0점,하단 | 칼국수   촌국수
홍주방 하단본점,39점,4.6점,하단 | 꿔바로우   마라탕
아사,39점,4.5점,하단 | 네팔   인도요리
마카롱블라썸,38점,4.5점,하단 | 카페   마카롱
무봤나촌닭,38점,4.0점,하단 | 치킨   고추장
하단정,38점,4.6점,하단 | 이자카야   술찜
영성방,38점,3.3점,하단 | 중식당   가지튀김
앙트레프레너,38점,5.0점,동아대 | 카페   말차슈페너
요달의찜닭 하단점,37점,4.1점,사하구 | 간장찜닭   고추장찜닭
신룽푸마라탕 하단점,37점,4.4점,하단 | 마라반   마라탕
교동면옥 부산하단점,37점,4.0점,하단 | 냉면   육전냉면
투썸플레이스 부산하단레이어스호텔점,37점,5.0점,하단 | 커피   카페
써브웨이 부산동아대점,37점,4.0점,부산사하구 | 샌드위치   에그마요
모두와,37점,4.0점,하단 | 분식   알주먹밥
야한놈들,36점,5.0점,하단 | 술집   가리비
원카츠 하단점,36점,4.4점,하단 | 돈까스
아웃백 하단점,36점,3.9점,하단 | 스테이크   투움바파스타
북창동순두부 하단아트몰링점,36점,5.0점,하단 | 순두부   돌솥밥
아방곱창,35점,5.0점,하단 | 막창   곱창
언양닭칼국수 하단점,35점,5.0점,부산사하구 | 칼국수   닭곰탕
크랩크랩 하단점,35점,5.0점,부산하단 | 킹크랩   대게
시골한방돼지국밥,35점,4.0점,하단 | 돼지국밥   수육백반
육간명가,35점,4.8점,하단 | 소고기   더덕
하이오커피 동아대점,35점,4.0점,부산 | 카페   디저트
리코리코 동아대점,35점,5.0점,동아대 | 부리또   멕시칸
오거리밀면,35점,4.5점,하단 | 밀면   국수
카페 소노,35점,5.0점,부산 | 커피   카페
사랑회,34점,5.0점,하단 | 숙성회   지리탕
흥부가부대찌개,34점,5.0점,동아대 | 두루치기   부대찌개
봉대박스파게티 동아대점,34점,5.0점,동아대 | 스파게티   봉골레
스타벅스 을숙도강변DT점,34점,4.3점,하단 | 카페   아메리카노
텐퍼센트커피 하단역점,34점,4.0점,하단역 | 커피   카페
제일돌곱창,34점,0점,하단 | 곱창   돌곱창전골
대독장,34점,0.0점,하단 | 김치찌개전문   김치찌개
고성횟집,34점,5.0점,하단 | 횟집   회비빔밥
순대마을,34점,4.0점,하단 | 순대   순대곱창전골
와플칸 아트몰링점,34점,4.0점,하단 | 와플
동원장수촌,34점,4.0점,하단 | 오리요리   한방백숙
장어정찬,34점,4.0점,하단 | 장어덮밥   장어
하이뽕,33점,5.0점,동아대 | 짬뽕   퓨전짬뽕
족발쌀롱,33점,5.0점,하단 | 불족발   족발
너랑나랑분식,33점,리뷰없음,하단 | 국밥   분식
내키고,33점,리뷰없음,하단 | 고등어회   고등어
아웃닭,33점,4.8점,하단 | 치킨집   닭
더브런치하우스,33점,4.4점,하단 | 브런치   파스타
화반 하단점,33점,3.0점,동아대 | 비빔밥   밥집
안스시,33점,리뷰없음,하단 | 초밥   스시
통영식당,33점,리뷰없음,하단 | 고등어쌈밥   멸치쌈밥
미조,33점,리뷰없음,사하구 | 조개구이
꽃마름,33점,5.0점,하단 | 샐러드바   샤브샤브
오늘김해뒷고기,33점,4.0점,하단 | 고기집   뒷고기
하남돼지집,33점,4.0점,하단 | 삼겹살   고기집
물고기횟집,33점,4.0점,하단 | 횟집   모듬회
동대앞신석쇠구이 부산본점,33점,4.0점,하단 | 닭요리   매운닭날개
종로족발,33점,리뷰없음,하단 | 족발무한리필   족발
대남포차,33점,4.0점,하단 | 포차   문어숙회
서가앤쿡,33점,3.0점,하단 | 이탈리안   파히타
와플대학 동아대 캠퍼스,33점,3.6점,부산사하구 | 와플   젤라또와플
홍갓츠,33점,5.0점,부산광역시 | 돈카츠   돈까스
은화수식당 동아대점,32점,리뷰없음,동아대 | 카레   돈까스
