Name,score,userscore,detail
둔내막국수,57점,4.4점,수영 | 막국수   메밀막국수,부산시 수영구 수영동 447-18 
트레져스커피,52점,4.5점,부산 | 카페   커피,부산광역시 수영구 수영동 212-3 
수영팔도할매떡볶이,47점,4.2점,수영 | 떡볶이   분식,부산광역시 수영구 수영동 445-6 
팔도돌곱창,46점,4.0점,수영 | 곱창   막창,부산광역시 수영구 수영동 447-20 
꽃피는 4월 밀익는 5월,43점,4.5점,망미동 | 브런치   빵집,부산광역시 수영구 수영동 465-19 
띵스투두,43점,4.6점,망미동 | 수제케이크   케이크,부산광역시 수영구 수영동 458-4 
주와리소바,42점,3.6점,수영 | 메밀소바   소바,부산광역시 수영구 수영동 494-7 
도두당,42점,5.0점,망미동 | 베이커리   판나코타,부산광역시 수영구 수영동 381 1층 도두당 
나룻터국수,42점,4.1점,수영 | 수제비   비빔국수,부산시 수영구 수영동 502-8 
팔도 푸드김밥,41점,4.0점,부산 | 김밥,부산광역시 수영구 수영동 295-2 
초가한우,39점,5.0점,수영 | 한우   육회비빔밥,부산광역시 수영구 수영동 444-11 
수영문현곱창,39점,4.0점,수영 | 곱창전문   곱창,부산광역시 수영구 수영동 35-3 
이도춘양,38점,4.0점,수영 | 양꼬치   양다리,부산광역시 수영구 수영동 17 
삐뽀,38점,3.6점,수영 | 치킨   팟타이,부산광역시 수영구 수영동 456-2 
테이스터,38점,4.5점,망미동 | 카페   크로플,부산광역시 수영구 수영동 466-19 
팔도호떡,37점,5.0점,부산 | 호떡,부산시 수영구 수영동 295-2 
망미블루스,37점,4.0점,망미동 | lp바   깔루아밀크,부산광역시 수영구 수영동 466-16 
파우재,37점,4.5점,망미동 | 비스트로   라자냐,부산광역시 수영구 수영동 459-5 
고성댁,37점,5.0점,부산수영 | 곱창전골   한식,부산광역시 수영구 수영동 447-14 
다릿집,37점,4.4점,수영 | 곱창   양곱창,부산광역시 수영구 수영동 461-14 
황궁쟁반짜장,37점,4.0점,수영 | 중국집   쟁반짜장,부산광역시 수영구 수영동 503-4 
어부의잔치,36점,0점,망미동 | 생선회   코스요리,부산광역시 수영구 수영동 470-29 
조마루감자탕 부산본점,36점,5.0점,수영 | 감자탕   뼈다귀해장국,부산광역시 수영구 수영동 444-8 
엄지손칼국수,35점,3.0점,수영 | 칼국수   손칼국수,부산광역시 수영구 수영동 448-28 
배가네아바이순대국밥,35점,3.0점,수영 | 순대   아바이순대,부산광역시 수영구 수영동 449-27 
맥도날드,35점,3.7점,수영 | 버거   이베리코,부산광역시 수영구 수영동 450-9 
소풍가는날,35점,4.5점,부산수영 | 김밥   종합분식,부산광역시 수영구 수영동 211-2 
킹콩스시,35점,리뷰없음,수영 | 초밥   스시,부산시 수영구 수영동 503-2 
장수삼,35점,4.5점,수영 | 삼계탕   가정식,부산광역시 수영구 수영동 501-4 
한성김치찜,34점,4.0점,수영 | 김치찌개   김치찜,부산광역시 수영구 수영동 450-8 
바람난 꾸미,34점,4.0점,수영역 | 쭈꾸미요리,부산광역시 수영구 수영동 446-2 
용호동할매팥빙수단팥죽,34점,4.0점,수영 | 단팥죽   팥빙수,부산광역시 수영구 수영동 502-6 
태주반점,34점,4.0점,망미역 | 짬뽕   중국집,부산광역시 수영구 수영동 461-13 
카페 051 수영점,33점,4.0점,수영 | 카페   우유,부산시 수영구 수영동 450-10 
하이오커피 수영팔도시장점,33점,3.0점,부산수영구 | 인도네시아   커피,부산광역시 수영구 수영동 445-8 
신통영굴국밥,33점,리뷰없음,부산수영 | 굴국밥   매생이굴국밥,부산광역시 수영구 수영동 304-2 
오곡흑미 쌀짜장,33점,4.0점,수영 | 짜장면   쌀짜장,부산시 수영구 수영동 312-2 
함경면옥 수영본점,33점,4.0점,수영 | 갈비탕   냉면,부산광역시 수영구 수영동 451-7 
전주명가콩나물국밥,33점,3.0점,부산수영 | 콩나물국밥   김치콩나물국밥,부산광역시 수영구 수영동 450-11 
조이박꽃도새기,32점,리뷰없음,수영 | 고깃집,부산광역시 수영구 수영동 444-24 
