Name,score,userscore,detail
낙동강오리알,32점,리뷰없음,부산 | 오리고기   오리,부산시 강서구 강동동 2063-1 
칡넝쿨유황오리 본점,31점,리뷰없음,부산 | 유황오리   오리탕,부산광역시 강서구 강동동 2102-1 
경남정,31점,리뷰없음,부산 | 한식,부산광역시 강서구 강동동 92-6 
강따라물따라,31점,리뷰없음,부산 | 오리고기   오리백숙,부산광역시 강서구 강동동 1199 
옥향원,31점,리뷰없음,부산 | 중식당,부산광역시 강서구 강동동 29-174 
항아리수제비,31점,리뷰없음,부산 | 수제비   항아리수제비,부산광역시 강서구 강동동 1484-2 
꿀꿀이뼈다귀해장국,31점,리뷰없음,부산 | 돼지국밥   뼈다귀해장국,부산광역시 강서구 강동동 2526-7 
양지농원,31점,리뷰없음,부산 | 백숙   오리백숙,부산광역시 강서구 강동동 2097 
종가집닭계장,31점,리뷰없음,부산광역시 | 닭요리   닭계장,부산광역시 강서구 강동동 3499-3 
황금오리알,31점,리뷰없음,부산 | 오리고기   청둥오리,부산광역시 강서구 강동동 3477 
진영식당,31점,리뷰없음,부산 | 청국장   한식,부산광역시 강서구 강동동 250-31 
신라해장국 강동점,31점,리뷰없음,부산 | 해장국   한식,부산광역시 강서구 강동동 2921-29 
카페젠,31점,리뷰없음,부산강서구 | 루프탑   카페,부산광역시 강서구 강동동 119 
미도분식,31점,리뷰없음,부산 | 종합분식,부산광역시 강서구 강동동 92-6 
예천청둥오리추어탕,15점,리뷰없음,부산 | 오리요리,부산광역시 강서구 강동동 2188 
투다리,15점,리뷰없음,부산 | 오뎅   꼬치,부산광역시 강서구 강동동 90-19 
맥시칸식당 강동점,15점,리뷰없음,부산강서구 | 치킨   후라이드,부산광역시 강서구 강동동 156-4 
처갓집양념치킨,15점,리뷰없음,부산 | 치킨   닭강정,부산광역시 강서구 강동동 112-4 
논두렁손칼국수,15점,리뷰없음,부산 | 칼국수   손칼국수,부산광역시 강서구 강동동 2105 
오뚜기통닭,15점,리뷰없음,부산 | 왕갈비   치킨,부산광역시 강서구 강동동 93-3 
처가집양념통닭,15점,리뷰없음,부산 | 치킨   닭강정,부산광역시 강서구 강동동 112-4 
오복반점,15점,리뷰없음,부산 | 중식당,부산광역시 강서구 강동동 250-32 
장마을,15점,리뷰없음,부산,부산광역시 강서구 강동동 120-1 
강동수산,15점,리뷰없음,부산 | 생선회,부산광역시 강서구 강동동 661-337 
상구네김밥,15점,리뷰없음,부산 | 김밥   계란,부산광역시 강서구 강동동 29-409 
푸짐한집,15점,리뷰없음,부산 | 한식,부산광역시 강서구 강동동 109-6 
돈돌이뒷고기,15점,리뷰없음,부산 | 고기집,부산광역시 강서구 강동동 90-19 
파라다이스,15점,리뷰없음,부산 | 치킨   닭강정,부산광역시 강서구 강동동 112-9 
새색시시집오는날구포국수,15점,리뷰없음,부산 | 중식   중식당,부산광역시 강서구 강동동 101-41 
명품달인김밥 강서점,15점,리뷰없음,부산 | 김밥집   김밥,부산광역시 강서구 강동동 29-378 
러스틱라운지,15점,리뷰없음,부산강서구 | 애견카페   카페,부산광역시 강서구 강동동 3353-1 
한송도시락,15점,리뷰없음,부산강서구 | 도시락,부산광역시 강서구 강동동 92-4 
전주밥상,15점,리뷰없음,부산 | 한식   백반,부산광역시 강서구 강동동 2950-8 
바다산꼼장어,15점,리뷰없음,부산 | 장어   바다장어,부산광역시 강서구 강동동 94-3 
백로앙금,15점,리뷰없음,부산강서구 | 모나카   베이커리,부산광역시 강서구 강동동 3735-3 
강동회센타참가자미물회,15점,리뷰없음,부산 | 한식   회덮밥,부산광역시 강서구 강동동 1480-1 
강동꽈배기,15점,리뷰없음,부산강서구 | 베이커리   꽈배기,부산광역시 강서구 강동동 1496 
국수나라,15점,리뷰없음,부산 | 국수   분식,부산광역시 강서구 강동동 1462-1 
한솥식당,15점,리뷰없음,부산 | 한식,부산광역시 강서구 강동동 110-14 
화현기사식당,15점,리뷰없음,부산 | 기사식당,부산광역시 강서구 강동동 245-6 
함양돼지국밥,15점,리뷰없음,부산 | 국밥,부산광역시 강서구 강동동 110-14 
배꼽없는열매찐빵만두,15점,리뷰없음,부산 | 종합분식,부산광역시 강서구 강동동 112-13 
푸짐한집,15점,리뷰없음,부산 | 한식,부산광역시 강서구 강동동 29-409 
김해시락국밥,15점,리뷰없음,김해공항 | 콩나물국밥   시락국밥,부산광역시 강서구 강동동 216-4 
한끼식당,15점,리뷰없음,부산 | 한식,부산광역시 강서구 강동동 255-5 
참맛뷔페식당,15점,리뷰없음,부산 | 한식,부산광역시 강서구 강동동 83-19 
이덕식당,15점,리뷰없음,부산 | 한식뷔페   김치찌게,부산광역시 강서구 강동동 90-18 
강동반점 강동반점,15점,리뷰없음,부산 | 중식당   짜장면,부산광역시 강서구 강동동 661-330 
정손칼국수,15점,리뷰없음,부산 | 칼국수   손칼국수,부산광역시 강서구 강동동 2933-7 
가야수산,15점,리뷰없음,부산강서구 | 생선회,부산광역시 강서구 강동동 2932-10 
나은이네뷔페,15점,리뷰없음,부산 | 한식뷔페,부산광역시 강서구 강동동 1973 
산수골,15점,리뷰없음,부산강서구 | 한식,부산광역시 강서구 강동동 2929-4 
푸짐하다선뷔페,15점,리뷰없음,부산 | 한식뷔페,부산광역시 강서구 강동동 29-46 
원두막집,15점,리뷰없음,부산강서구 | 한식,부산광역시 강서구 강동동 3250-4 
대림추어탕,15점,리뷰없음,부산강서구 | 추어탕   밀면,부산광역시 강서구 강동동 1463-1 
득천가,15점,리뷰없음,부산강서구 | 짜장면   짬뽕,부산광역시 강서구 강동동 2538-12 
커피클라스,15점,리뷰없음,부산강서구 | 카페   디저트,부산광역시 강서구 강동동 215-8 
신라해장국,15점,리뷰없음,부산 | 해장국   뼈해장국,부산광역시 강서구 강동동 3731-15 
신덕뷔페,15점,리뷰없음,부산강서구 | 한식뷔페,부산광역시 강서구 강동동 1493-1 
김영옥식당,15점,리뷰없음,부산강서구 | 한식,부산광역시 강서구 강동동 245-1 
청춘밥집,15점,리뷰없음,부산강서구 | 한식   집밥,부산광역시 강서구 강동동 718-1 
따뜻한밥집,15점,리뷰없음,부산광역시 | 한식,부산광역시 강서구 강동동 112-6 
행복한맛이덕,15점,리뷰없음,부산 | 한식뷔페   한식,부산광역시 강서구 강동동 3227-5 
밥이보약,15점,리뷰없음,대사역 | 한식,부산광역시 강서구 강동동 155-5 
해수가야밀면,15점,리뷰없음,부산강서구 | 밀면   국수,부산광역시 강서구 강동동 1438-3 
덕포뒷고기,15점,리뷰없음,부산강서구 | 뒷고기   고깃집,부산광역시 강서구 강동동 2093-7 
진명가국밥,15점,리뷰없음,부산 | 돼지국밥   국밥,부산광역시 강서구 강동동 2921-28 
아름다운셀프찻집,15점,리뷰없음,부산강서구 | 찻집,부산광역시 강서구 강동동 2091-5 
신촌도넛,15점,리뷰없음,대사역 | 도넛,부산광역시 강서구 강동동 112-5 
시골밥상,15점,리뷰없음,부산 | 한식,부산광역시 강서구 강동동 2916-1 
옹골찬김치찌개,15점,리뷰없음,부산강서구 | 김치찌개   한식,부산광역시 강서구 강동동 2950-8 
사계절 영양탕&삼계탕,15점,리뷰없음,부산강서구 | 삼계탕   수육,부산광역시 강서구 강동동 112-10 
희야네 포차,15점,리뷰없음,부산강서구 | 닭볶음탕   두루치기,부산광역시 강서구 강동동 29-409 
대만원,15점,리뷰없음,부산 | 짜장면   탕수육,부산광역시 강서구 강동동 2940-15 
가야정,15점,리뷰없음,부산강서구 | 두루치기   김치전골,부산광역시 강서구 강동동 2921-6 
콩콩커피,15점,리뷰없음,부산강서구 | 카페   커피,부산광역시 강서구 강동동 91-1 
부산 강동동,score,userscore,detailsroca+
