Name,score,userscore,detail
웨이브온커피,58점,4.0점,부산기장 | 커피   아메리카노,부산광역시 기장군 장안읍 월내리 553 
도토리,53점,4.1점,장안사 | 케이크   아이스아메리카노,부산광역시 기장군 장안읍 장안리 409 
마포면옥,51점,4.5점,부산기장 | 만두   물밀면,부산광역시 기장군 장안읍 월내리 257-26 
원대복집,45점,4.4점,부산기장 | 복국   복집,부산 기장군 장안읍 길천리 205-3 원대복집 
보몽드,44점,4.3점,부산기장 | 카페   디저트,부산광역시 기장군 장안읍 반룡리 56-7 
장안집,43점,4.0점,장안사 | 백숙   오리불고기,부산광역시 기장군 장안읍 장안리 421 
장수물회,42점,5.0점,부산기장 | 물회   성게알밥,부산광역시 기장군 장안읍 임랑리 94-11 
한돈돈까스,42점,4.5점,부산 | 돈까스   함박스테이크,부산광역시 기장군 장안읍 용소리 244-1 
Art cafe ink,42점,4.2점,부산기장 | 드로잉카페   아메리카노,부산광역시 기장군 장안읍 월내리 141-3 
웨스,42점,3.7점,부산 | 무스케익   카페,부산광역시 기장군 장안읍 임랑리 141-1 
속시원한대구탕,41점,5.0점,일광 | 대구탕   대구뽈찜,부산광역시 기장군 장안읍 길천리 212-1 
대문집,39점,5.0점,부산기장 | 한정식   생선구이,부산광역시 기장군 장안읍 길천리 188-18 
생어거스틴 부산프리미엄아울렛점,39점,5.0점,정관 | 태국음식   뿌팟봉커리,부산광역시 기장군 장안읍 좌천리 545 
장안숲 므로,39점,5.0점,부산 | 카페   애견카페,부산광역시 기장군 장안읍 기룡리 산192-3 
소담소담,39점,5.0점,부산기장 | 한식,부산광역시 기장군 장안읍 반룡리 904-4 
아름식당,39점,5.0점,부산기장 | 김치찌개   한식,부산광역시 기장군 장안읍 월내리 132-33 
해뜨는돼지국밥,39점,5.0점,부산기장 | 돼지국밥   수육,부산광역시 기장군 장안읍 월내리 132-56 
오드이븐 기장점,39점,5.0점,부산 | 카페   디저트,부산광역시 기장군 장안읍 좌동리 3 
솔밭꽃게탕,39점,5.0점,부산기장 | 꽃게탕   횟집,부산광역시 기장군 장안읍 월내리 554-22 
함무바한식,39점,5.0점,부산기장 | 한식,부산광역시 기장군 장안읍 반룡리 906-2 
노들강변,39점,4.0점,부산기장 | 한식,부산광역시 기장군 장안읍 기룡리 1067-26 
배나무집,38점,4.3점,부산기장 | 추어탕   돼지짜글이,부산광역시 기장군 장안읍 길천리 208-10 
전통콩나물해장국,38점,5.0점,부산 | 콩나물해장국   황태해장국,부산광역시 기장군 장안읍 임랑리 13-8 
장가네,38점,5.0점,부산 | 닭칼국수   닭한마리,부산광역시 기장군 장안읍 길천리 288-4 
컴포즈커피 장안점,38점,5.0점,부산 | 커피   카페,부산광역시 기장군 장안읍 길천리 209-1 
역마루청국장,38점,5.0점,장안사 | 돼지불고기   청국장,부산광역시 기장군 장안읍 기룡리 391-7 
풍경 칼국수랑 메밀이랑,38점,5.0점,장안사 | 칼국수   메밀,부산광역시 기장군 장안읍 기룡리 385 
