Name,score,userscore,detail
투썸플레이스 부산금정산성점,44점,4.0점,금정산성 | 카페   커피,부산광역시 금정구 금성동 560-3 투썸플레이스 금정산성점 
숲404,44점,3.6점,금정산성 | 루프탑   카페,부산광역시 금정구 금성동 산40-4 
헤이든 신씨어,41점,3.7점,금정산 | 카페   아메리카노,부산 금정구 금성동 220-4 
북문국수,39점,3.9점,금정산성 | 도토리묵   촌국수,부산 금정구 금성동 352-2 
금성,37점,5.0점,금정산성 | 흑염소   오리고기,부산광역시 금정구 금성동 225 
천하대장군,36점,5.0점,금정산성 | 한식   오리불고기,부산시 금정구 금성동 898 
산성창녕집,34점,0점,금정산성 | 흑염소   흑염소불고기,부산광역시 금정구 금성동 876 
기장집,34점,리뷰없음,금정산성 | 흑염소   오리불고기,부산시 금정구 금성동 869-1 
큰집,34점,4.0점,부산금정구 | 산채비빔밥   오리불고기,부산광역시 금정구 금성동 543-4 
카페 언가,33점,4.0점,부산금정구 | 건강빵   카페,부산광역시 금정구 금성동 572 
양산집,33점,리뷰없음,금정산성 | 막걸리   오리불고기,부산광역시 금정구 금성동 841 
거창집,33점,리뷰없음,금정산성 | 한식   흑염소불고기,부산시 금정구 금성동 275 
아이리,33점,리뷰없음,금정산성 | 화덕피자   카페,부산광역시 금정구 금성동 346 허브랑 아이리 입구 
무심정,33점,리뷰없음,금정산성 | 한정식   오리백숙,부산시 금정구 금성동 528-4 
금정산장,33점,리뷰없음,금정산성 | 백숙   도토리묵,부산광역시 금정구 금성동 1024-1 
카페지수,33점,3.2점,금정산성 | 화덕피자   카페,부산광역시 금정구 금성동 241-3 
산성집,33점,리뷰없음,금정산성 | 고기집   흑염소불고기,부산시 금정구 금성동 864 
성안집,33점,리뷰없음,금정산성 | 오리요리   흑염소불고기,부산시 금정구 금성동 630 
다인,32점,3.0점,금정산성 | 오리고기   오리숯불구이,부산광역시 금정구 금성동 299 
포구나무집,32점,리뷰없음,금정산성 | 오리고기   염소고기,부산광역시 금정구 금성동 259 
자봉산장,32점,5.0점,금정산성 | 흑염소   오리고기,부산광역시 금정구 금성동 439 
산성청송가든,31점,리뷰없음,금정산성 | 오리고기   오리불고기,부산광역시 금정구 금성동 880-2 
합천집,31점,4.0점,금정산성 | 흑염소   오리불고기,부산광역시 금정구 금성동 868 
서문국수,31점,3.0점,부산금정구 | 국수,부산광역시 금정구 금성동 산86-4 86-4 
철마집,31점,리뷰없음,금정산성 | 오리요리   염소고기,부산광역시 금정구 금성동 908 
함지박,31점,리뷰없음,금정산성 | 흑염소   오리불고기,부산광역시 금정구 금성동 979 
과수원집,31점,리뷰없음,금정산성 | 흑염소   염소고기,부산광역시 금정구 금성동 567-1 
자굴산집,31점,0점,금정산성 | 한식   염소고기,부산광역시 금정구 금성동 565-2 
물레방아집,31점,리뷰없음,금정산성 | 오리고기   흑염소불고기,부산광역시 금정구 금성동 882 
