Name,score,userscore,detail
삼진어묵,54점,4.0점,영도 | 한식   어묵탕,부산광역시 영도구 봉래동2가 39-1 
청해수산,53점,5.0점,영도 | 횟집   모둠회,부산광역시 영도구 봉래동3가 17-2 
모모스 로스터리&커피바,53점,4.2점,영도 | 카페   아메리카노,부산광역시 영도구 봉래동2가 131 
라발스 스카이 카페&바 부산라발스호텔점,50점,4.2점,영도 | 루프탑   아메리카노,부산광역시 영도구 봉래동1가 29 라발스 호텔 28층 
진주식당,47점,4.0점,영도 | 한식,부산광역시 영도구 봉래동1가 94-3 
화목정따로국밥,46점,4.7점,영도 | 돼지국밥   따로국밥,부산광역시 영도구 봉래동1가 48-3 
안락다락방,43점,4.3점,영도 | 케이크   요거트,부산광역시 영도구 봉래동5가 109-8 
서울집,41점,5.0점,영도 | 곱창   곱창전골,부산시 영도구 봉래동2가 12 
너와집,40점,5.0점,영도 | 칼국수전문   닭칼국수,부산광역시 영도구 봉래동3가 179-1 
무명일기,40점,3.4점,영도 | 비건   아메리카노,부산광역시 영도구 봉래동2가 145-1 
아르프,39점,3.7점,영도 | 파스타   비건버거,부산광역시 영도구 봉래동2가 62-5 
블루샥 영도대교점,38점,5.0점,영도 | 포차   라떼,부산광역시 영도구 봉래동1가 6-18 
삼형제오리,38점,4.0점,영도 | 베이징덕   북경오리,부산광역시 영도구 봉래동1가 6-2 
장터횟집,38점,4.0점,영도 | 횟집   모듬회,부산광역시 영도구 봉래동3가 10-1 봉래동시장 
최가네양꼬쟁이,35점,3.0점,부산 | 양고기   양꼬치,부산광역시 영도구 봉래동2가 8-7 
더카페 영도중앙점,35점,4.0점,영도 | 커피숍   아메리카노,부산광역시 영도구 봉래동3가 24 
또시아,35점,4.1점,영도 | 우육면   가지튀김,부산광역시 영도구 봉래동1가 91-12 
젬스톤,35점,3.3점,영도 | 이색카페   아메리카노,부산광역시 영도구 봉래동3가 137 
진이랑현이,35점,4.6점,영도 | 보리밥   동태찌개,부산광역시 영도구 봉래동2가 8-11 
요거트 아이스크림의 정석 영도점,35점,5.0점,부산영도 | 아이스크림   요거트아이스크림,부산광역시 영도구 봉래동2가 38-2 
텐퍼센트커피 영도점,34점,4.0점,영도 | 커피   카페,부산 영도구 봉래동3가 110-1 
완도식당,34점,5.0점,영도 | 돼지국밥,부산광역시 영도구 봉래동3가 7-1 
삼진어묵당 영도점,33점,5.0점,부산 | 분식,부산광역시 영도구 봉래동2가 62-4 
조선화로집 영도봉래점,33점,4.0점,영도 | 갈비살   고기집,부산 영도구 봉래동3가 24 미라클타워 1층 101호 
알리아농 라발스호텔점,33점,3.5점,영도 | 호텔레스토랑   양식,부산광역시 영도구 봉래동1가 29 라발스 호텔 3층 
부영갈비,33점,4.0점,영도 | 고기집,부산광역시 영도구 봉래동3가 7-4 
자미당 영도점,31점,5.0점,부산영도 | 베이커리,부산광역시 영도구 봉래동2가 36-12 
영도구이,31점,4.0점,영도 | 한식,부산 영도구 봉래동1가 48-8 
고고돈까스,31점,3.0점,영도 | 돈까스   크림돈까스,부산광역시 영도구 봉래동3가 179-5 
경주집,31점,4.0점,영도 | 곱창볶음   곱창전골,부산광역시 영도구 봉래동2가 36-3 
하이오커피 영도센트럴에일린점,31점,0.0점,부산영도 | 카페   커피,부산광역시 영도구 봉래동4가 69-1 
오늘도카츠,31점,0점,영도 | 돈카츠   로스카츠,부산광역시 영도구 봉래동3가 90-4 
카페 델마르,31점,3.0점,부산 | 카페   아메리카노,부산시 영도구 봉래동2가 151-1 홈플러스영도점 2층 
대우회센타,31점,3.0점,부산영도 | 물회   참가자미물회,부산광역시 영도구 봉래동2가 73-1 
