Name,score,userscore,detail
수육칼국수,46점,4.6점,주례 | 칼국수   비빔밀면,부산광역시 사상구 주례동 509-9 
스타벅스 사상주례DT점,40점,4.7점,주례 | 카페   아메리카노,부산광역시 사상구 주례동 854 
원조팔팔족발,40점,5.0점,주례 | 족발   선지국,부산광역시 사상구 주례동 69-1 
조방낙지,40점,3.7점,주례 | 낙지   낙곱새,부산광역시 사상구 주례2동 190-3 
주례면옥,39점,5.0점,주례 | 냉면   물밀면,부산광역시 사상구 주례동 693-7 
언덕집꼬리곰탕,39점,4.0점,주례 | 곰탕   꼬리곰탕,부산광역시 사상구 주례동 1162-84 
화반 동서대점,38점,4.0점,동서대 | 돼지불고기   비빔밥,부산광역시 사상구 주례동 92-370 
돈돈카츠 냉정점,37점,5.0점,부산사상 | 돈카츠   수제돈까스,부산광역시 사상구 주례동 80-61 1층() 
내 껍데기 돌리도!,37점,5.0점,주례 | 돼지고기   된장라면,부산시 사상구 주례동 1160-8 
주례하동재첩국,36점,5.0점,주례 | 갈치구이   재첩국,부산광역시 사상구 주례동 509-1 
주례칼국수,36점,3.0점,주례 | 수육   칼국수,부산광역시 사상구 주례동 507-22 
카페 반미콩 부산주례점,35점,5.0점,주례 | 카페   커피,부산광역시 사상구 주례동 1162-43 
이담에도 칼국수,35점,5.0점,주례 | 칼국수   비빔칼국수,부산광역시 사상구 주례동 939 
롯데리아 주례역점,35점,3.5점,주례 | 햄버거   버거,부산광역시 사상구 주례동 198-3 
전골그집,34점,5.0점,주례 | 전골   차돌박이,부산시 사상구 주례동 1162-151 
사랑방메기탕,34점,리뷰없음,주례 | 한식   메기매운탕,부산 사상구 주례동 595-4 
돈부타,34점,5.0점,부산사상 | 차슈   차슈덮밥,부산광역시 사상구 주례동 965-1 
홍주방,34점,5.0점,주례 | 꿔바로우   마라탕,부산광역시 사상구 주례동 80-49 2층 
샤브향,34점,3.5점,주례 | 월남쌈   샤브샤브,부산광역시 사상구 주례동 57-14 
고집불통,34점,리뷰없음,주례 | 삼겹살   숙성삼겹살,부산광역시 사상구 주례동 367-1 고집불통 
김밥천국,33점,3.0점,덕포 | 김밥   분식,부산광역시 사상구 주례동 519-27 
맥주를구한피자 주례점,33점,3.0점,주례 | 피자,부산광역시 사상구 주례동 965-11 
공린미방,33점,4.5점,주례 | 중식당   중국집,부산광역시 사상구 주례동 1241-14 만석빌딩2층 
수연이네,33점,4.0점,주례 | 해물   참치머리회,부산광역시 사상구 주례동 1162-41 
원샵족발,33점,5.0점,주례 | 족발,부산광역시 사상구 주례동 74-39 
원조할매집,33점,0.0점,주례 | 낙지볶음   낙곱새,부산광역시 사상구 주례동 1163-11 
칠성곱창,33점,리뷰없음,주례 | 곱창집   곱창,부산광역시 사상구 주례동 167 
양갈창,33점,5.0점,주례 | 곱창   곱창전골,부산광역시 사상구 주례동 507-8 
돌쇠깍두기,33점,3.0점,주례 | 안창살   꽃살,부산광역시 사상구 주례동 421-6 
김밥천국 주례점,32점,리뷰없음,주례 | 김밥   참치김밥,부산광역시 사상구 주례동 507-1 
봉구비어,32점,리뷰없음,주례 | 스몰비어   통닭,부산광역시 사상구 주례동 60-31 
유가네닭갈비,32점,리뷰없음,동서대 | 닭갈비   철판볶음밥,부산광역시 사상구 주례2동 55-198 
퍼니캠퍼라운지,32점,리뷰없음,주례 | 맥주집   술집,부산광역시 사상구 주례동 519-49 
명륜진사갈비 부산주례점,32점,4.0점,주례 | 돼지갈비   갈비,부산광역시 사상구 주례동 60-8 동서빌딩 
엔제리너스,32점,3.8점,주례 | 카페   반미샌드위치,부산광역시 사상구 주례동 519-95 
페어런츠 커피&샐러드 냉정점,32점,5.0점,냉정역 | 샐러드   포케,부산광역시 사상구 주례동 188-9 
도쿠도쿠야,32점,3.0점,주례 | 술집   이자까야,부산광역시 사상구 주례동 221-2 
어랑생선구이앤쭈꾸미,32점,리뷰없음,주례 | 쭈꾸미   생선구이,부산광역시 사상구 주례동 507-3 
이바구국밥,32점,0.0점,주례 | 돼지국밥   국밥,부산광역시 사상구 주례동 218-8 
달리는꼬꼬,32점,리뷰없음,동서대 | 치킨   후라이드,부산광역시 사상구 주례동 74-48 
호림정,32점,리뷰없음,주례 | 오리요리   양념불고기,부산광역시 사상구 주례동 519-44 호림정오리 
써브웨이,32점,3.0점,주례 | 샌드위치   에그마요,부산광역시 사상구 주례동 80-33 
장원갈비,32점,리뷰없음,주례 | 갈비   돌솥밥정식,부산광역시 사상구 주례동 1162-20 
가마솥돼지국밥집,32점,리뷰없음,주례 | 돼지국밥   가마솥,부산광역시 사상구 주례동 507-14 
오이시스시,32점,리뷰없음,주례 | 보리밥   스시,부산광역시 사상구 주례동 507-18 
가장맛있는족발,31점,리뷰없음,주례 | 불족발   족발,부산광역시 사상구 주례동 55-173 
본죽,31점,리뷰없음,주례 | 죽집   짬뽕죽,부산광역시 사상구 주례동 506 
진미각,31점,리뷰없음,주례 | 중식당,부산광역시 사상구 주례동 519-23 
럭키중국관,31점,리뷰없음,부산 | 중식당,부산광역시 사상구 주례동 595-3 
창옥관,31점,리뷰없음,주례 | 중식당,부산광역시 사상구 주례동 316 대성아파트 
주례아구찜,31점,리뷰없음,주례 | 아구찜   대구뽈찜,부산광역시 사상구 주례동 519-16 
아웃닭 냉정점,31점,리뷰없음,주례 | 치킨   고구마치즈스틱,부산광역시 사상구 주례2동 67-17 
닭발천국,31점,0.0점,주례 | 닭발   뼈있는닭발,부산광역시 사상구 주례동 68-9 
참나무장작구이 누룽지통닭,31점,리뷰없음,동서대 | 장작구이   누룽지통닭,부산광역시 사상구 주례동 154-9 
주례껍데기,31점,5.0점,주례 | 삼겹살   껍데기,부산광역시 사상구 주례동 1160-8 
행복수산착한대게,31점,리뷰없음,주례 | 대게   대게라면,부산광역시 사상구 주례동 41-1 
육일산곰장어,31점,리뷰없음,주례 | 곰장어   산곰장어,부산광역시 사상구 주례동 509-5 
GenminiCoffee,31점,리뷰없음,주례 | 커피   카페,부산 사상구 주례동 43-28 
로뎀국수칼국수,31점,리뷰없음,주례 | 국수   칼국수,부산광역시 사상구 주례동 78-14 
옛날삼겹,31점,3.0점,냉정역 | 고기집   옛날삼겹,부산광역시 사상구 주례동 168-4 
이병용구이가,31점,리뷰없음,주례 | 삼겹살   구이,부산광역시 사상구 주례동 757 
백세촌 24시,31점,4.0점,주례 | 국수무한리필   돼지국밥,부산광역시 사상구 주례동 189-1 
두찜 주례점,31점,4.0점,부산 | 찜닭   납작만두,부산광역시 사상구 주례동 60-31 
보나타코스,31점,리뷰없음,동서대 | 멕시코   타코,부산광역시 사상구 주례동 80-37 
맘스터치,31점,5.0점,동서대 | 버거   통새우버거,부산광역시 사상구 주례2동 80-65 
아빠갈비,31점,리뷰없음,주례 | 갈비   양념갈비,부산광역시 사상구 주례동 55-175 
청풍각,31점,리뷰없음,주례 | 중국집   짜장면,부산광역시 사상구 주례동 239 
대품,31점,리뷰없음,주례 | 중식포차   탕수육,부산광역시 사상구 주례동 74-9 
무지개반점,31점,리뷰없음,부산 | 중식당,부산광역시 사상구 주례동 530-5 
용빈각,31점,리뷰없음,동서대 | 중국집   짬뽕국물,부산광역시 사상구 주례2동 92-307 
마산 생아구찜,31점,리뷰없음,주례 | 아구찜   생아구찜,부산광역시 사상구 주례동 44-1 
오니기리와이규동,31점,리뷰없음,동서대 | 오니기리   규동,부산광역시 사상구 주례동 55-186 
만취호프,31점,리뷰없음,주례 | 맥주   호프,부산광역시 사상구 주례동 74-30 
BHC치킨,31점,리뷰없음,주례 | 치킨   마라칸,부산광역시 사상구 주례동 627-1 
총각네불막창곱창,31점,리뷰없음,냉정역 | 곱창   곱창전골,부산광역시 사상구 주례동 75-2 
최가찜갈비,31점,리뷰없음,주례 | 고기집   소갈비찜,부산광역시 사상구 주례동 1162-100 
24시장수촌순대돼지국밥,31점,리뷰없음,주례 | 국밥   돼지국밥,부산광역시 사상구 주례동 217-7 
산오징어회 오촌,31점,리뷰없음,주례 | 생선회   오징어회,부산광역시 사상구 주례동 110 
돈스떼끼,31점,리뷰없음,동서대 | 두루치기   철판쭈꾸미,부산광역시 사상구 주례동 80-52 
서해횟집,31점,리뷰없음,주례 | 생선회,부산광역시 사상구 주례동 964-6 
소담한 제주대패삼겹살 냉정 본점,31점,리뷰없음,주례 | 돼지고기   대패삼겹,부산광역시 사상구 주례동 71-1 
낙원반점,31점,리뷰없음,주례 | 짜장면   중국집,부산광역시 사상구 주례동 693-12 
풍년돼지국밥,31점,리뷰없음,부산 | 국밥,부산광역시 사상구 주례동 355-5 주예교회 
동대문엽기떡볶이,31점,0점,주례 | 떡볶이   로제떡볶이,부산광역시 사상구 주례동 55-156 
대물개,31점,리뷰없음,주례 | 퓨전포차   새우,부산광역시 사상구 주례동 55-173 
교촌치킨 신주례점,31점,리뷰없음,주례 | 치킨   후라이드,부산광역시 사상구 주례동 3-17 
우마미,31점,리뷰없음,주례 | 카레   돈까스,부산광역시 사상구 주례동 74-36 
명품갈비탕,31점,리뷰없음,주례 | 곰탕   도가니탕,부산광역시 사상구 주례동 1162-169 지하1층 
최가돼지국밥,31점,리뷰없음,동서대 | 돼지국밥   국밥,부산광역시 사상구 주례동 80-51 
