Name,score,userscore,detail
비진도용궁,31점,리뷰없음,사상 | 해물찜   대패삼겹,부산광역시 사상구 주례동 1162-176 
비어촌,31점,리뷰없음,주례 | 꼬지   생맥주,부산광역시 사상구 주례동 513 
화화돼지왕갈비,31점,리뷰없음,주례 | 돼지고기   꽃갈비살,부산광역시 사상구 주례동 1162-29 
노랑통닭 주례점,31점,리뷰없음,주례 | 치킨   통닭,부산광역시 사상구 주례동 55-140 
정직유부 경남정보대점,31점,리뷰없음,주례 | 초밥   유부초밥,부산광역시 사상구 주례동 80-58 
오늘 김해뒷고기 냉정점,31점,리뷰없음,부산주례 | 볶음밥   뒷고기,부산광역시 사상구 주례동 55-169 2층 오늘김해뒷고기 
스타벅스,31점,5.0점,동서대 | 카페   민트초콜릿,부산광역시 사상구 주례동 189-11 
철없는쭈꾸미,31점,리뷰없음,주례 | 쭈꾸미볶음   쭈꾸미,부산 사상구 주례동 177 
엄마밥상,31점,리뷰없음,동서대 | 두루치기   뚝배기,부산광역시 사상구 주례동 80-47 
강나루오리마을,31점,리뷰없음,주례 | 오리구이   오리백숙,부산광역시 사상구 주례동 190-3 
더통큰집,31점,리뷰없음,주례 | 갈비찜   돼지갈비찜,부산광역시 사상구 주례동 507-13 
부산 주례동,score,userscore,detailsroca+
