Name,score,userscore,detail
수변최고돼지국밥 민락본점,67점,4.4점,광안리 | 돼지국밥   고기국밥,부산 수영구 민락동 110-54 
톤쇼우 광안점,66점,4.5점,광안리 | 돈까스,부산 수영구 민락동 181-20 
삼삼횟집,62점,4.2점,광안리 | 횟집   참돔유비끼,부산광역시 수영구 민락동 181-138 
자매국밥,57점,4.1점,광안리 | 돼지국밥   수육,부산광역시 수영구 민락동 32-10 
샤브남바완,56점,4.7점,광안리 | 샤브샤브,부산광역시 수영구 민락동 181-223 
뜨라또리아 단테,55점,4.4점,광안리 | 파스타   생면파스타,부산광역시 수영구 민락동 184-5 
알로이 타이,54점,3.9점,수영 | 태국음식   그린커리,부산광역시 수영구 민락동 336-73 
문토스트 광안해변점,53점,4.8점,부산광안리 | 토스트   모짜렐라치즈,부산광역시 수영구 민락동 176-18 
하모횟집,52점,4.7점,광안리 | 횟집   하모,부산광역시 수영구 민락동 153-7 
부사노뎅,52점,4.9점,광안리 | 오뎅바   부산오뎅,부산광역시 수영구 민락동 185-9 
뚜벅스 광안리점,51점,4.3점,광안리 | 아메리카노   티룸,부산광역시 수영구 민락동 179-1 
오후의 홍차,51점,4.2점,민락역 | 홍차   카페,부산광역시 수영구 민락동 336-10 
티앤북스,51점,5.0점,광안리 | 북카페   만화카페,부산광역시 수영구 민락동 181-223 
요이쿠마,50점,4.3점,부산수영구 | 텐동   밥집,부산시 수영구 민락동 24-30 
새벽집,50점,4.6점,광안리 | 콩나물국밥   콩나물해장국,부산광역시 수영구 민락동 176-32 
알로이삥삥,50점,4.6점,광안리 | 태국   쏨땀,부산광역시 수영구 민락동 110-88 
굳세어라금순아,50점,4.0점,광안리 | 한식   굴보쌈,부산 수영구 민락동 23-9 
네살차이,49점,4.7점,좌천역 | 카페   아메리카노,부산광역시 수영구 민락동 28-20 
225토마토스트릿 광안점,48점,4.9점,광안리 | 코스요리   토마토,부산광역시 수영구 민락동 26-8 
바스터드,48점,4.4점,광안리 | lp바   하이볼,부산광역시 수영구 민락동 166-13 
덴,48점,5.0점,광안리 | 사시미   후토마끼,부산시 수영구 민락동 713-17 3층 
로우앤스윗 광안리점,47점,4.6점,광안리 | 커피   카페,부산광역시 수영구 민락동 14-11 
83해치 광안리점,47점,4.7점,광안리 | 삼겹살   목살,부산광역시 수영구 민락동 34-7 
모테키,47점,4.0점,광안리 | 이자카야,부산광역시 수영구 민락동 181-31 
리초야 밀락더마켓,46점,4.8점,부산광안리 | 말차라떼   말차,부산광역시 수영구 민락동 113-31 밀락더마켓 
방파제,46점,4.2점,광안리 | 자연산회   횟집,부산광역시 수영구 민락동 181-123 
브런치카페 이안,46점,4.0점,광안리 | 브런치   브런치카페,부산광역시 수영구 민락동 262-3 
매드독스,46점,3.5점,광안리 | 피자   시카고피자,부산광역시 수영구 민락동 179-3 
황소해물탕,46점,4.6점,광안리 | 해물탕   해물찜,부산광역시 수영구 민락동 178-13 
