Name,score,userscore,detail
모모스 본점,72점,4.4점,온천장 | 핸드드립   바닐라라떼,부산광역시 금정구 부곡동 873-2 
소문난 초량할매쭈꾸미,56점,4.7점,온천장 | 쭈꾸미   양념쭈꾸미,부산광역시 금정구 부곡동 391-1 
바로바로횟집,52점,4.5점,온천장 | 횟집   모듬회,부산광역시 금정구 부곡동 391-16 
거창맷돌,45점,4.3점,부산대 | 순두부   순두부찌개,부산광역시 금정구 부곡동 265-9 
가네쉬,43점,5.0점,부산대 | 카페   요거트,부산광역시 금정구 부곡동 298-20 2층 
청화백,40점,5.0점,부산대역 | 국밥   돼지국밥,부산광역시 금정구 부곡동 274-9 
백마돼지갈비,40점,5.0점,부산대 | 돼지갈비   생갈비,부산광역시 금정구 부곡동 298-25 
카페부곡,39점,5.0점,부산대 | 카페   쿠키,부산광역시 금정구 부곡동 285-8 
박기모 조방낙지,38점,5.0점,부산대 | 낙지   낙곱새,부산광역시 금정구 부곡동 273-26 부곡로141번길4 
코베지,37점,5.0점,금정구 | 브런치   브런치카페,부산광역시 금정구 부곡동 221-8 2층 
일송면옥,37점,4.5점,부산대 | 돼지갈비   밀면,부산광역시 금정구 부곡동 273-25 
메종드다월,37점,4.0점,부산대 | 팥빙수   팬케이크,부산광역시 금정구 부곡동 223-30 
메가커피,37점,5.0점,장전역 | 커피   아이스아메리카노,부산광역시 금정구 부곡동 225-6 
송스베이커리,37점,5.0점,부산금정구 | 베이커리카페   베이커리,부산광역시 금정구 부곡동 65-15 
들마루연탄오리불고기,36점,3.0점,부산금정구 | 오리고기   오리불고기,부산광역시 금정구 부곡동 870-15 
소정아구찜,36점,4.1점,금정구 | 아구찜   대구찜,부산광역시 금정구 부곡동 64-40 소정아구찜 
오륙도낙지,35점,4.0점,금정구 | 낙지   낙곱새,부산시 금정구 부곡동 65-6 
오 별난 멸치국수 장전점,34점,4.0점,장전역 | 국수   시락국밥,부산광역시 금정구 부곡동 225-1 
벽제령,34점,5.0점,부산 | 숯불갈비   양념갈비살,부산광역시 금정구 부곡동 296-99 
코지하우스,34점,4.0점,부산대 | 파스타   레스토랑,부산 금정구 부곡동 296-49 
김윤정숯불양념통닭,34점,4.0점,금정구 | 통닭   숯불양념,부산광역시 금정구 부곡동 15-12 
콩밭골순두부,33점,4.0점,금정구 | 순두부찌개   순두부,부산광역시 금정구 부곡동 22-17 
와사비,33점,4.0점,금정구 | 조개요리   꼬막정식,부산광역시 금정구 부곡동 222-2 
인뎁스 드링크 샵,33점,4.0점,온천장 | 카페   레터링케이크,부산광역시 금정구 부곡동 397-11 
이태리삼촌,33점,리뷰없음,부산대 | 돈까스   이태리,부산광역시 금정구 부곡동 274-14 
블루샥 장전점,33점,4.0점,장전역 | 카페   꿀자몽티,부산광역시 금정구 부곡동 224-71 
월전장어구이,33점,리뷰없음,부산 | 장어   장어구이,부산광역시 금정구 부곡동 223-114 
스타벅스 금정구청DT점,33점,4.0점,장전역 | 카페   디저트,부산광역시 금정구 부곡동 217-2 
써브웨이 장전역점,33점,4.0점,장전역 | 샌드위치,부산광역시 금정구 부곡동 223-56 
BHC치킨 금정부곡점,33점,4.0점,부산금정구 | 치킨   후라이드,부산광역시 금정구 부곡동 225-69 
점촌네,33점,4.0점,부산 | 영양탕,부산광역시 금정구 부곡동 65-4 
명가떡집,33점,리뷰없음,부산 | 떡집   앙꼬절편,부산광역시 금정구 부곡동 293-1 
파리바게뜨 금정부곡점,33점,4.0점,부산 | 샌드위치   베이커리,부산광역시 금정구 부곡동 305-1 
퍼센트 실링가 커피,33점,4.2점,구서동 | 커피   카페,부산 금정구 부곡동 64-3 
연산골장수촌순대돼지국밥,33점,4.0점,금정구 | 순대   돼지국밥,부산광역시 금정구 부곡동 234-4 
금화정,33점,5.0점,금정구 | 삼계탕   인삼주,부산광역시 금정구 부곡동 223-82 
청담동대구뽈찜아구찜,33점,4.0점,금정구 | 아구찜,부산광역시 금정구 부곡동 63-9 
파리바게뜨 부산대역점,33점,4.0점,부산대역 | 샌드위치   빵집,부산광역시 금정구 부곡동 298-14 
상주삼계탕,33점,5.0점,부산대 | 삼계탕   옻삼계탕,부산광역시 금정구 부곡동 296-1 
삼환맛축산,32점,리뷰없음,온천장 | 고기집   삼겹살,부산광역시 금정구 부곡동 386-12 
삼세랑,32점,0점,부산대 | 가정식   한방갈비찜,부산광역시 금정구 부곡동 301-2 
콜갈비,32점,리뷰없음,금정구 | 갈비   직화구이,부산광역시 금정구 부곡동 23-4 
대박곱창 기찰점,32점,리뷰없음,부산 | 곱창집   곱창,부산시 금정구 부곡동 59-12 
미숙이네 들깨손칼국수,32점,3.3점,부산대 | 칼국수   들깨칼국수,부산시 금정구 부곡동 296-89 
기장방우횟집,31점,리뷰없음,금정구 | 숙성회   횟집,부산광역시 금정구 부곡동 26-28 남광의원 
녹우원,31점,리뷰없음,금정구 | 식육식당   소고기구이,부산광역시 금정구 부곡동 63-15 
북카페 타임스퀘어,31점,리뷰없음,부산대 | 카페   디저트,부산광역시 금정구 부곡동 298-2 
수내닭꼬치 온천장점,31점,3.6점,온천장 | 술집   파닭꼬치,부산광역시 금정구 부곡동 886-9 
한신관,31점,4.0점,부산금정구 | 짜장면   중식당,부산광역시 금정구 부곡동 225-6 경남한신아파트상가 304호 
범일국밥,31점,0점,금정구 | 국밥   돼지국밥,부산광역시 금정구 부곡동 23-12 
모란봉 음식점,31점,리뷰없음,부산금정구 | 이북음식,부산광역시 금정구 부곡동 873-27 
류서방짬뽕,31점,4.0점,금정구 | 짬뽕   중화비빔밥,부산광역시 금정구 부곡동 65-102 
개화,31점,리뷰없음,온천장 | 오향장육   중국집,부산광역시 금정구 부곡동 387-7 
부산식당,31점,리뷰없음,부산 | 백반   돌솥밥,부산광역시 금정구 부곡동 221-32 
