Name,score,userscore,detail
동해물회,62점,4.8점,서면 | 물회   해물회,부산광역시 부산진구 부전동 142-5 
개미집 서면점,60점,4.1점,서면 | 낙지요리   낙곱새,부산광역시 부산진구 부전동 240-5 
기장손칼국수,60점,3.8점,서면 | 김밥   비빔칼국수,부산광역시 부산진구 부전동 256-6 
마라톤집,59점,5.0점,서면 | 요리주점,부산광역시 부산진구 부전동 519-13 
송정3대국밥,58점,3.9점,서면역 | 돼지국밥   수육,부산광역시 부산진구 부전동 255-19 송정3대국밥 
맛찬들왕소금구이 서면점,57점,4.1점,서면 | 삼겹살   숙성생삼겹살,부산광역시 부산진구 부전동 516-51 
수림식당 서면점,56점,4.6점,서면 | 중식당   중식,부산광역시 부산진구 부전동 515-1 
그집곱도리탕,56점,4.5점,서면 | 닭볶음탕   곱도리탕,부산 부산진구 부전동 142-4 
고복샤브샤브,54점,4.4점,서면 | 샤브샤브   복샤브샤브,부산광역시 부산진구 부전동 170-1 
더브릭하우스,53점,4.7점,서면 | 파스타   크림파스타,부산광역시 부산진구 부전동 261-5 
칸다소바,53점,4.1점,서면 | 소바   마제소바,부산광역시 부산진구 부전동 144-1 
고래사어묵 부전본점,53점,4.4점,부전시장 | 부산어묵   어묵,부산광역시 부산진구 부전동 272-37 
경찰서옆초밥집,53점,4.4점,서면 | 스시   초밥,부산광역시 부산진구 부전동 405-36 
춘하추동,52점,4.0점,서면 | 만두   밀면,부산시 부산진구 부전동 404-3 
짚신 서면점,52점,4.7점,서면 | 갈비찜   매운갈비찜,부산광역시 부산진구 부전동 158-8 
쇼쿠팡,51점,3.7점,서면 | 베이커리   유기농식빵,부산광역시 부산진구 부전동 142-12 
오늘김해뒷고기 서면점,51점,4.6점,서면 | 돼지고기   뒷고기,부산광역시 부산진구 부전동 168-428 
마마된장,51점,4.3점,서면 | 열무비빔밥   우렁된장,부산광역시 부산진구 부전동 242-1 
모던테이블,51점,4.3점,서면 | 와플   아메리카노,부산광역시 부산진구 부전동 220-1 
구워삶기,51점,4.1점,서면 | 고기집   매콤불고기,부산광역시 부산진구 부전동 168-385 
포항돼지국밥,50점,3.8점,서면 | 돼지국밥   수육,부산광역시 부산진구 부전동 255-14 
이슈모리,50점,5.0점,서면 | 초밥   점심특선,부산광역시 부산진구 부전동 233-15 
정동진해물탕,50점,4.7점,서면 | 해물탕   해물찜,부산광역시 부산진구 부전동 406-14 
팔미분식,49점,4.2점,서면 | 분식   시락국,부산광역시 부산진구 부전동 524-18 
김씨반주,49점,4.7점,서면 | 술집   계란말이,부산광역시 부산진구 부전동 168-391 
블랙업커피 서면점,49점,4.2점,서면 | 카페   바닐라라떼,부산광역시 부산진구 부전동 168-152 
노르웨이식당,48점,4.6점,서면 | 퓨전음식   연어덮밥,부산광역시 부산진구 부전동 102-2 
아키수산,48점,4.6점,서면 | 이자카야   조개술찜,부산광역시 부산진구 부전동 168-107 
라멘야,48점,4.4점,서면 | 돈코츠라멘   매운돈코츠라멘,부산광역시 부산진구 부전동 149-14 
회사원,48점,3.8점,서면 | 횟집   해물라면,부산광역시 부산진구 부전동 172-2 
쉑쉑버거 서면점,47점,3.7점,서면 | 버거   밀크쉐이크,부산광역시 부산진구 부전동 227-2 
마장동 김씨,47점,4.6점,서면 | 삼겹살   고기집,부산광역시 부산진구 부전동 168-402 
럭키상회,46점,4.2점,서면 | 도다리회   술집,부산 부산진구 부전동 168-19 
맛있는하노이,46점,4.1점,서면 | 베트남쌀국수   베트남음식,부산시 부산진구 부전동 142-11 
서면집,46점,4.5점,서면 | 오리고기   오리불고기,부산광역시 부산진구 부전동 168-329 
수영본가 돼지국밥,46점,4.4점,서면 | 돼지국밥,부산광역시 부산진구 부전동 255-13 
제일솥뚜껑,46점,4.3점,서면 | 한식   대구뽈찜,부산광역시 부산진구 부전동 516-31 
사리원냉면,46점,4.5점,서면 | 냉면   어복쟁반,부산광역시 부산진구 부전동 477-23 
곱테랑 & 소통,46점,4.4점,서면 | 소곱창   모듬구이,부산광역시 부산진구 부전동 168-108 
어밤부,46점,4.1점,서면 | 뿌팟퐁커리   태국음식,부산 부산진구 부전동 227-2 삼정타워 5층 
문화양곱창,46점,3.2점,서면 | 곱창   양곱창,부산광역시 부산진구 부전동 519-18 
소설담,46점,4.0점,서면 | 오마카세   하이볼,부산광역시 부산진구 부전동 526-5 
몰레,46점,3.6점,서면 | 케이크   바닐라라떼,부산광역시 부산진구 부전동 198-6 2층 
가야밀면,45점,4.5점,서면 | 밀면   물비빔면,부산광역시 부산진구 부전동 257-44 
커피스가모 인 서면,45점,4.6점,서면 | 밀크티   사이폰커피,부산광역시 부산진구 부전동 418-2 
호로롯쿠,45점,4.2점,서면 | 라멘   쇼유,부산광역시 부산진구 부전동 102-2 
크라상점 부산서면점,45점,4.9점,서면 | 베이커리   앙버터,부산광역시 부산진구 부전동 198-12 
개미집,45점,4.0점,서면 | 낙지볶음   낙곱새,부산광역시 부산진구 부전동 187-7 
골목오뎅빠,45점,5.0점,부산진구 | 밥집   돌솥비빔밥,부산광역시 부산진구 부전동 474-67 
미누식당,45점,4.0점,서면 | 닭갈비   볶음밥,부산광역시 부산진구 부전동 168-161 
다섯시,45점,4.4점,서면 | 술집,부산 부산진구 부전동 168-60 1층 
서면연탄갈비,44점,5.0점,서면 | 소갈비   양념갈비,부산광역시 부산진구 부전동 524-35 
술나방바,44점,3.8점,서면 | 이자카야   후토마끼,부산광역시 부산진구 부전동 168-390 
랑데자뷰 서면본점,44점,4.7점,서면 | 주스   카페,부산광역시 부산진구 부전동 191-2 
맥도날드 서면3호점,44점,4.1점,서면 | 버거   갈릭버거,부산광역시 부산진구 부전동 172-6 
미미루,44점,4.3점,서면 | 등갈비   탕수육,부산광역시 부산진구 부전동 516-71 
브룩스,44점,4.2점,서면 | 도넛   크로플,부산 부산진구 부전동 156-28 오기빌딩 1층 
에머이 부산롯데서면점,44점,4.1점,서면 | 쌀국수   분짜,부산광역시 부산진구 부전동 503-15 
준짬뽕,44점,5.0점,서면 | 짬뽕   중화비빔밥,부산광역시 부산진구 부전동 514-8 
홍유단,44점,4.7점,서면 | 중식당   중국집,부산광역시 부산진구 부전동 524-43 
한끼맛있다 서면점,44점,3.9점,서면 | 스테이크   목살스테이크,부산광역시 부산진구 부전동 170-31 
담스펍,43점,4.6점,서면 | 맥주집   펍,부산광역시 부산진구 부전동 168-1 
덤보커피,43점,4.7점,부산서면 | 카페   브런치,부산광역시 부산진구 부전동 220-3 
노아스로스팅 롯데백화점부산본점,43점,4.4점,서면 | 카페   베이커리카페,부산광역시 부산진구 부전동 503-15 
유가솜씨 서면본점,43점,4.2점,서면 | 닭갈비   밥집,부산광역시 부산진구 부전동 190-1 
지구상사,43점,5.0점,서면 | 닭구이   술집,부산광역시 부산진구 부전동 172-3 2층 
사월그날,43점,4.5점,서면 | 스튜   술집,부산광역시 부산진구 부전동 168-391 
앤티앤스 서면 삼정타워점,43점,4.4점,부산서면 | 프레즐,부산광역시 부산진구 부전동 227-2 
솔탭하우스 서면삼정타워점,43점,4.3점,서면 | 탭하우스   피맥,부산 부산진구 부전동 227-2 삼정타워 8층 
서면곱창전골,43점,4.3점,서면 | 곱창   곱창전골,부산광역시 부산진구 부전동 405-35 
친치쿠린,43점,4.0점,서면 | 라멘   탄탄멘,부산광역시 부산진구 부전동 519-56 
스콜,43점,4.5점,서면 | 수제맥주   양식,부산광역시 부산진구 부전동 400-10 
윤이축산,43점,5.0점,부전시장 | 한우   한돈,부산광역시 부산진구 부전동 347-37 
해성,43점,5.0점,서면 | 칠리새우   중식주점,부산광역시 부산진구 부전동 168-417 2층 
라화쿵부 롯데백화점부산서면점,43점,4.2점,서면 | 중식당   마라탕,부산시 부산진구 부전동 503-15 롯데백화점 부산본점 지하 2층 
빵장수단팥빵,42점,4.0점,서면 | 베이커리   생크림단팥빵,부산광역시 부산진구 부전동 517-11 
일과이분의일,42점,4.0점,부전동 | 요리주점   바지락술찜,부산광역시 부산진구 부전동 168-323 
고려당,42점,4.0점,서면 | 빵집   소보루빵,부산광역시 부산진구 부전동 503-15 롯데백화점 본점 지하 
가미레스토랑,42점,3.9점,서면 | 돈까스   드립커피,부산광역시 부산진구 부전동 266-25 
크리스탈제이드 롯데 부산서면점,42점,5.0점,서면 | 딤섬   소롱포,부산광역시 부산진구 부전동 503-15 롯데백화점 부산 서면점 9층 
부산댁,42점,4.1점,서면 | 삼겹살   목살,부산광역시 부산진구 부전동 113-2 
산장1988,42점,3.8점,서면 | 전골   술집,부산광역시 부산진구 부전동 149-9 
부산꼴통라면,42점,4.0점,서면 | 라면   수제라면,부산광역시 부산진구 부전동 517-13 
스타벅스 부전역점,42점,4.6점,부전역 | 카페   아메리카노,부산광역시 부산진구 부전동 573-7 서면호텔 복합시설1,2층 
고기굽는남자,42점,4.5점,서면 | 삼겹살   목살,부산광역시 부산진구 부전동 168-367 
홍대개미 삼정타워점,42점,4.5점,서면 | 덮밥   대창덮밥,부산광역시 부산진구 부전동 227-2 
Q라운지,42점,4.4점,서면 | 베이커리카페   소금빵,부산광역시 부산진구 부전동 227-2 삼정타워 8층 
83해치,42점,4.9점,서면 | 삼겹살   생삼겹살,부산광역시 부산진구 부전동 142-8 
우리마키,42점,5.0점,부전동 | 김밥   후토마키,부산광역시 부산진구 부전동 175 
미락 샤브샤브 서면점,42점,4.5점,서면 | 칼국수   한우샤브,부산광역시 부산진구 부전동 474-1 2층 
철인7호,42점,4.8점,서면 | 치킨집   치킨,부산광역시 부산진구 부전동 168-138 
카츠와라 서면점,42점,4.0점,서면 | 생등심돈까스   치즈돈까스,부산광역시 부산진구 부전동 242-2 
탄탄면공방,42점,4.2점,서면 | 아시아음식   탄탄면,부산광역시 부산진구 부전동 503-15 
기승전골,42점,4.1점,서면 | 전골   대창전골,부산광역시 부산진구 부전동 168-342 
소문,42점,4.5점,서면 | 육회   산낙지,부산광역시 부산진구 부전동 168-8 
갈매기학교 서면점,42점,4.2점,서면 | 돼지고기   갈매기살,부산 부산진구 부전동 116-5 
갈비곳간,42점,3.9점,서면 | 소고기   갈비,부산광역시 부산진구 부전동 400-18 
전포명지 부전직영점,42점,5.0점,부산진구 | 고기집   급냉삼겹살,부산광역시 부산진구 부전동 102-3 
주차장 산곰장어 1호점,41점,4.0점,부전역 | 장어   산곰장어,부산광역시 부산진구 부전동 346-6 
두툼연어,41점,4.0점,서면 | 이자카야   생연어,부산광역시 부산진구 부전동 168-342 
부산 부전동,score,userscore,detailsroca+
