Name,score,userscore,detail
해물왕창칼국수,61점,4.5점,부산사상 | 칼국수   만두,부산광역시 사상구 덕포동 416-14 
꾸꾸닭직불구이,47점,5.0점,덕포 | 구이   닭,부산광역시 사상구 덕포동 421-3 
희양양 훠궈성 본점,46점,5.0점,사상 | 훠궈무한리필   훠궈,부산광역시 사상구 덕포동 428-8 
남영치킨,44점,5.0점,덕포 | 통닭   카레치킨,부산광역시 사상구 덕포동 789 덕포남영아파트 
원마일커피,40점,4.6점,덕포 | 카페   디저트,부산광역시 사상구 덕포동 90-10 
샤브샤브양꼬지,39점,5.0점,사상 | 양꼬지   훠궈,부산광역시 사상구 덕포동 428-8 
진주네,39점,5.0점,덕포 | 오리양념구이   오리고기,부산광역시 사상구 덕포동 777-1 
푸른통닭,36점,5.0점,덕포 | 통닭   똥집튀김,부산광역시 사상구 덕포동 422-11 
브뤼트,36점,4.3점,사상 | 피자   루꼴라피자,부산광역시 사상구 덕포동 58 
유원반점 유원반점,35점,5.0점,사상 | 중국집   간짜장,부산광역시 사상구 덕포동 413-12 
이디야,34점,4.1점,덕포 | 카페   달고나라떼,부산광역시 사상구 덕포동 419-9 
북성분식,33점,4.0점,부산사상 | 잔치국수   분식,부산광역시 사상구 덕포동 369-22 
하이오커피 부산덕포점,32점,3.0점,부산사상 | 커피   카페,부산광역시 사상구 덕포동 780-11 
컴포즈커피 덕포점,32점,3.0점,부산 | 카페   스무디,부산광역시 사상구 덕포동 419-11 
김해통닭,32점,리뷰없음,덕포 | 통닭   똥집튀김,부산광역시 사상구 덕포동 422-1 
우성식당,32점,리뷰없음,사상 | 한식   낙곱전골,부산광역시 사상구 덕포동 429-2 
카페 사상로 덕포점,32점,3.0점,덕포 | 카페   커피,부산광역시 사상구 덕포동 416-17 
24시전주명가콩나물국밥 덕포점,32점,리뷰없음,부산광역시 | 국밥   콩나물국밥,부산광역시 사상구 덕포동 404-9 
안동돼지국밥,31점,4.0점,덕포 | 국밥집   돼지국밥,부산광역시 사상구 덕포동 789 
국민아구찜,31점,리뷰없음,부산사상 | 아구찜   아구불고기,부산광역시 사상구 덕포동 781-1 
샌드당,31점,5.0점,부산사상 | 샐러드   샌드위치,부산광역시 사상구 덕포동 721-1 
왕호돌왕갈비,31점,리뷰없음,덕포 | 왕갈비   갈비,부산광역시 사상구 덕포동 422-15 
한내행복마을협동조합,31점,리뷰없음,덕포 | 카페   아메리카노,부산광역시 사상구 덕포동 427-1 
구덕골 장모님국밥,31점,리뷰없음,덕포 | 국밥   따로국밥,부산광역시 사상구 덕포동 382-11 
신라해장국,31점,리뷰없음,덕포 | 해장국   내장탕,부산광역시 사상구 덕포동 369-10 
펀몽펀터치카페,31점,리뷰없음,사상 | 샌드위치   카페,부산광역시 사상구 덕포동 381-2 
강강한식뷔페,31점,리뷰없음,덕포역 | 한식뷔페,부산광역시 사상구 덕포동 413-22 
굽네치킨 부산덕포점,31점,5.0점,덕포 | 치킨,부산광역시 사상구 덕포동 416-2 
명가밀면,31점,리뷰없음,덕포 | 국수   물밀면,부산광역시 사상구 덕포동 404-5 
가마솥돼지국밥,31점,리뷰없음,덕포 | 돼지국밥   가마솥,부산광역시 사상구 덕포동 419-1 
합천돼지국밥,31점,리뷰없음,사상 | 국밥   돼지국밥,부산광역시 사상구 덕포동 421-5 
서울마님죽 덕포점,31점,리뷰없음,덕포 | 호박죽   팥죽,부산광역시 사상구 덕포동 422-20 1 
오니기리와이규동,31점,리뷰없음,괘법 | 오니기리   규동,부산광역시 사상구 덕포동 429-1 
고집센그집갈비탕 부산사상점,31점,리뷰없음,사상 | 갈비탕   전통갈비찜,부산광역시 사상구 덕포동 428-1 
아방궁커피숍,31점,리뷰없음,덕포역 | 카페   커피,부산광역시 사상구 덕포동 427-2 
백두산양꼬치샤브샤브,31점,리뷰없음,사상 | 샤브샤브   양꼬치,부산광역시 사상구 덕포동 416-24 
신라정,31점,리뷰없음,사상 | 아귀찜   해물찜,부산광역시 사상구 덕포동 58 
거상수육돼지국밥,31점,리뷰없음,덕포 | 수육   돼지국밥,부산광역시 사상구 덕포동 403-10 
이웃집소녀 떡볶이 신라대점,31점,리뷰없음,사상 | 떡볶이   떡,부산광역시 사상구 덕포동 788-10 
화개리1972 덕포점,31점,리뷰없음,부산사상 | 샌드위치   크로플,부산광역시 사상구 덕포동 777-5 
가야밀면칼국수,31점,리뷰없음,사상 | 칼국수   밀면,부산광역시 사상구 덕포동 426-9 
꼬봉이삼겹살,31점,리뷰없음,부산사상 | 삼겹살,부산광역시 사상구 덕포동 421-1 
북경,31점,리뷰없음,사상 | 중국집   탕수육,부산광역시 사상구 덕포동 786-5 
남해수산횟집,31점,리뷰없음,부산사상 | 생선회   횟집,부산광역시 사상구 덕포동 395-11 
낭만아재,31점,리뷰없음,덕포 | 포차   쉬림프샐러드,부산광역시 사상구 덕포동 427-5 
덕포신익파리바게트 덕포신익점,15점,0.0점,사상 | 베이커리,부산광역시 사상구 덕포동 49 
교촌치킨,15점,0점,덕포 | 치킨,부산광역시 사상구 덕포동 767-10 
멕시카나치킨 신라대점,15점,0.0점,덕포 | 치킨,부산광역시 사상구 덕포동 90-25 
땅땅치킨,15점,리뷰없음,사상 | 치킨   불갈비,부산광역시 사상구 덕포동 97-26 
신라포차,15점,리뷰없음,사상 | 술집   포차,부산광역시 사상구 덕포동 788-10 
우짜꼬,15점,리뷰없음,덕포 | 중식당   우짜,부산광역시 사상구 덕포동 788-8 우짜꼬중화요리 
시골솥단지삼겹살,15점,리뷰없음,덕포 | 돼지고기   솥뚜껑삼겹살,부산광역시 사상구 덕포동 777-5 서원유통할인매장 
대구막창구이,15점,리뷰없음,덕포 | 막창,부산광역시 사상구 덕포동 404-2 
구이오감 모덕점,15점,리뷰없음,덕포 | 치킨,부산광역시 사상구 덕포동 58-1 -1 
포항물회,15점,리뷰없음,사상 | 갯장어   물회,부산광역시 사상구 덕포동 428-3 
포항가자미물회국수말이전문,15점,리뷰없음,부산사상 | 국수   물회국수,부산광역시 사상구 덕포동 428-8 
향촌오리불고기,15점,리뷰없음,부산사상 | 오리불고기   오리요리,부산광역시 사상구 덕포동 49 , 덕포신익타운상가 101호 
호식이두마리치킨 덕포점,15점,리뷰없음,부산사상 | 치킨,부산광역시 사상구 덕포동 770-6 
텐퍼센트커피 사상괘법한신점,15점,리뷰없음,사상 | 커피   카페,부산광역시 사상구 덕포동 429-1 
야간매점 야간매점,15점,리뷰없음,덕포 | 숯불고기,부산광역시 사상구 덕포동 404-2 
전통콩나물해장국,15점,리뷰없음,부산사상 | 콩나물해장국,부산광역시 사상구 덕포동 24-58 
나봉스도시락,15점,리뷰없음,부산사상 | 도시락,부산광역시 사상구 덕포동 761-1 
옌닌 쌀국수,15점,리뷰없음,부산사상 | 쌀국수   베트남쌀국수,부산광역시 사상구 덕포동 421-2 
호야짬뽕1650 신라대점,15점,리뷰없음,사상 | 짬뽕   중화비빔밥,부산광역시 사상구 덕포동 788-10 
행복이가득한집,15점,리뷰없음,부산,부산광역시 사상구 덕포동 427-1 
카페아리아,15점,리뷰없음,덕포 | 카페   디저트,부산광역시 사상구 덕포동 761-1 
