Name,score,userscore,detail
오플로우,40점,3.4점,부산 | 커피   베이커리,부산광역시 강서구 봉림동 747-68 
푸디1354,35점,리뷰없음,부산 | 한식   티본,부산광역시 강서구 봉림동 27-86 1층 푸디1354 
죽전가,31점,리뷰없음,명지 | 해물   잉어찜,부산광역시 강서구 봉림동 760-15 
금빛노을,31점,리뷰없음,부산 | 카페,부산광역시 강서구 봉림동 763-1627 
강나루,31점,리뷰없음,부산 | 한식   오리백숙,부산광역시 강서구 봉림동 765-1 
민물가든,31점,리뷰없음,부산 | 해물   용봉탕,부산광역시 강서구 봉림동 764-70 
금강가든,31점,리뷰없음,부산 | 백숙   삼계탕,부산광역시 강서구 봉림동 760-4 
오두막,31점,리뷰없음,부산 | 보리밥   콩비지,부산광역시 강서구 봉림동 461 
영진수산가든,15점,리뷰없음,부산강서구 | 해물   수산물,부산광역시 강서구 봉림동 763-1715 
기사식당,15점,리뷰없음,부산 | 기사식당   내장,부산광역시 강서구 봉림동 758-2 
몽썸 애견운동장,15점,리뷰없음,부산 | 강아지카페   애견카페,부산광역시 강서구 봉림동 63-4 
강가의아침,15점,리뷰없음,부산 | 장어   장어구이,부산광역시 강서구 봉림동 756-35 
박가네곰탕,15점,리뷰없음,부산강서구 | 곰탕   설렁탕,부산광역시 강서구 봉림동 25-8 
하이멍 애견카페,15점,리뷰없음,부산 | 애견카페   흑임자라떼,부산광역시 강서구 봉림동 741-25 
둔치국수,15점,리뷰없음,부산 | 국수   반계탕,부산광역시 강서구 봉림동 763-1854 
초록뜰한식뷔페,15점,리뷰없음,부산 | 한식뷔페,부산광역시 강서구 봉림동 758-87 
모두모두카페,15점,리뷰없음,부산 | 수제피자   베이컨토마토파스타,부산광역시 강서구 봉림동 759-7 
가마치통닭 영남물류센터,15점,리뷰없음,부산강서구 | 치킨   닭강정,부산광역시 강서구 봉림동 912-2 
김해시락국밥 가락점,15점,리뷰없음,부산 | 시락국밥,부산광역시 강서구 봉림동 11-1 
더리버온,15점,리뷰없음,명지 | 카페   디저트,부산광역시 강서구 봉림동 763-1854 
올챙이휴게소식당,15점,리뷰없음,부산강서구 | 한식,부산광역시 강서구 봉림동 747-68 
황금밥상,15점,리뷰없음,부산 | 한식,부산광역시 강서구 봉림동 747-68 
황금돼지국밥 봉림본점,15점,리뷰없음,부산강서구 | 돼지국밥,부산광역시 강서구 봉림동 747-68 
옛날국시,15점,리뷰없음,부산강서구 | 물국수,부산광역시 강서구 봉림동 27-3 
뜰안,15점,리뷰없음,부산강서구 | 돈까스   닭갈비덮밥,부산광역시 강서구 봉림동 131-18 
둔치도,15점,리뷰없음,부산 | 한식,부산광역시 강서구 봉림동 767-55 
자갈치해물손짬뽕,15점,리뷰없음,부산강서구 | 짬뽕   탕수육,부산광역시 강서구 봉림동 747-60 
명품달인김밥 가락점,15점,리뷰없음,부산 | 참치김밥   돈까스김밥,부산광역시 강서구 봉림동 73-142 
옥탑방,15점,리뷰없음,부산 | 삼계탕   카페,부산광역시 강서구 봉림동 63-4 
시골오매국수,15점,리뷰없음,부산강서구 | 한식,부산광역시 강서구 봉림동 738-1156 
부산 봉림동,score,userscore,detailsroca+
