Name,score,userscore,detail
에쎄떼,44점,4.5점,영도 | 브런치   아메리카노,부산광역시 영도구 대평동1가 14-1 
복성만두,38점,4.0점,영도 | 튀김만두   만두전문,부산시 영도구 대평동2가 177-3 
옥이네집,34점,리뷰없음,영도 | 국밥   돼지국밥,부산광역시 영도구 대평동2가 140-1 
행복한아침,32점,리뷰없음,영도 | 커피   카페,부산광역시 영도구 대평동2가 152 
영도관,31점,리뷰없음,영도 | 중국집   짜장면,부산광역시 영도구 대평동1가 94 
순이네포차,31점,리뷰없음,영도 | 포장마차   요리주점,부산광역시 영도구 대평동1가 119 
한양식당,31점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동2가 156-1 
깡깡이카페,15점,리뷰없음,부산 | 카페   디저트,부산광역시 영도구 대평동2가 57-9 
국가대표꽈배기,15점,리뷰없음,부산영도 | 꽈배기,부산광역시 영도구 대평동1가 76-1 
진이네식당,15점,리뷰없음,부산 | 한식   백반,부산광역시 영도구 대평동2가 154-1 
은행파전,15점,리뷰없음,부산영도 | 빈대떡,부산광역시 영도구 대평동1가 41-3 
깡깡이대평마을다방,15점,리뷰없음,영도 | 다방   카페,부산광역시 영도구 대평동1가 103 
도미물회찜,15점,리뷰없음,부산영도 | 생선회,부산광역시 영도구 대평동2가 28-1 
남해식당,15점,리뷰없음,영도 | 한식,부산광역시 영도구 대평동2가 65-11 
바나나,15점,리뷰없음,부산영도 | 맥주   호프,부산광역시 영도구 대평동1가 1 
대성식당,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동2가 181-2 
행운실비식당,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동1가 99-3 
대평식당,15점,리뷰없음,영도 | 한식,부산광역시 영도구 대평동2가 84-9 
청도식당,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동2가 65-12 
거제식당,15점,리뷰없음,영도 | 한식,부산광역시 영도구 대평동1가 105-5 
이가네찜,15점,리뷰없음,부산광역시 | 아귀찜   해물찜,부산광역시 영도구 대평동1가 1 
남경원,15점,리뷰없음,부산영도 | 중식당   짜장면,부산광역시 영도구 대평동1가 119 
진주식당,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동1가 94 
경북식당,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동1가 110-19 
일번각,15점,리뷰없음,부산영도 | 중식당,부산광역시 영도구 대평동1가 53 
약속커피향기,15점,리뷰없음,부산영도 | 카페   커피,부산광역시 영도구 대평동1가 104-5 
일송정,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동2가 37-28 
충남식당,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동2가 84-3 
옥천돌솥비빔밥,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동2가 156-1 
경숙이식당,15점,리뷰없음,영도 | 한식,부산광역시 영도구 대평동1가 104-2 
진미식당,15점,리뷰없음,영도 | 한식,부산광역시 영도구 대평동1가 1 
백두봉낙지,15점,리뷰없음,영도 | 낙지볶음   낙지,부산광역시 영도구 대평동1가 1-6 
뱃머리식당,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동1가 122-1 
정선식당,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동1가 110-18 
일송식당,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동1가 95-2 
만남의실비,15점,리뷰없음,부산영도 | 맥주   호프,부산광역시 영도구 대평동1가 94 
마당집,15점,리뷰없음,부산영도 | 영양탕,부산광역시 영도구 대평동2가 47-1 
이모네밥집,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동1가 99-3 
또봉이통닭 부산영도점,15점,리뷰없음,영도 | 통닭   치킨,부산광역시 영도구 대평동1가 94 
금정식당,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동2가 167-2 
실비식당,15점,리뷰없음,부산영도 | 한식,부산광역시 영도구 대평동2가 56-8 
모리돈카츠 영도점,15점,리뷰없음,부산영도 | 돈까스   돈카츠,부산광역시 영도구 대평동1가 101-11 () 
맛나분식,15점,리뷰없음,부산 | 종합분식,부산광역시 영도구 대평동1가 105-1 
양다방,15점,리뷰없음,부산영도 | 다방,부산광역시 영도구 대평동2가 71-3 
부산 대평동,score,userscore,detailsroca+
