Name,score,userscore,detail
원조할매낙지,53점,4.0점,범일역 | 낙지   낙곱새,부산광역시 부산진구 범천동 837-42 
가가와,51점,4.6점,범내골역 | 모밀   돈까스,부산광역시 부산진구 범천동 847-37 
카페인중독 범내골점,48점,4.7점,범내골 | 와플   누텔라와플,부산광역시 부산진구 범천동 877-22 
마산식당,48점,3.5점,범일역 | 돼지국밥   수육백반,부산광역시 부산진구 범천동 839-53 
원조 범일동 매떡,47점,3.4점,부산 | 순대   매운떡볶이,부산광역시 부산진구 범천동 844-35 
범천집 목구이,46점,3.7점,서면 | 구이   특수부위,부산광역시 부산진구 범천동 840-13 
조방숯불곱창,43점,5.0점,부산 | 곱창   숯불곱창,부산광역시 부산진구 범천동 840-4 
본가낙지볶음,43점,5.0점,부산 | 낙지볶음   낙지,부산광역시 부산진구 범천동 837-4 
부산정,42점,4.1점,부산 | 꼬치   야키도리,부산광역시 부산진구 범천동 1298-6 
해물다찌 대오야,41점,5.0점,양정 | 해산물   다찌,부산광역시 부산진구 범천동 850-574 
부산5대짬뽕부산갈매기,40점,5.0점,범내골 | 짬뽕   고추군만두,부산광역시 부산진구 범천동 881-2 
양재기찜갈비,39점,5.0점,범내골 | 갈비찜   찜갈비,부산광역시 부산진구 범천동 854-8 
저스트커피,38점,4.3점,서면 | 카페   커피,부산광역시 부산진구 범천동 858-17 
만수스시,37점,3.3점,서면 | 오마카세   스시,부산광역시 부산진구 범천동 841-291 
초원복국,35점,3.8점,부산진구 | 복국   복수육,부산광역시 부산진구 범천동 839-30 
곱창특공대,35점,4.0점,부산 | 곱창집   곱창,부산광역시 부산진구 범천동 840-42 
흥미원,35점,4.0점,범내골 | 중국집   쟁반짜장,부산광역시 부산진구 범천동 854-23 
범내골 커피,35점,3.6점,범내골 | 피자   커피,부산광역시 부산진구 범천동 856-4 
골목집,34점,0.0점,범내골 | 갈비   돼지갈비,부산광역시 부산진구 범천동 870-44 
칼질천번,34점,3.5점,서면 | 생선회   산오징어회,부산광역시 부산진구 범천동 847-19 
영심이해산물,34점,4.0점,부산 | 해산물   오징어회,부산광역시 부산진구 범천동 841-148 
