Name,score,userscore,detail
초읍돼지갈비,48점,5.0점,초읍 | 돼지갈비   양념돼지갈비,부산광역시 부산진구 초읍동 290-22 
가온밀면,47점,4.6점,초읍 | 국수   밀면,부산시 부산진구 초읍동 275-2 
삼성밀면,45점,5.0점,초읍 | 주물럭   밀면,부산광역시 부산진구 초읍동 433-1 
연화제과,44점,4.3점,초읍 | 케이크   아메리카노,부산광역시 부산진구 초읍동 281-17 
썬더치킨 초읍1호점,41점,5.0점,초읍 | 치킨   크리스피치킨,부산광역시 부산진구 초읍동 218-2 
초함,40점,4.0점,초읍 | 한정식   닭도리탕,부산광역시 부산진구 초읍동 207-2 
정경애코다리찜,39점,5.0점,부산진구 | 해물   시래기코다리,부산광역시 부산진구 초읍동 352-4 
초읍삼광보리밥,39점,5.0점,초읍 | 보리밥   부침개,부산광역시 부산진구 초읍동 348-9 
산마루,39점,4.7점,초읍 | 중식당   탕수육,부산광역시 부산진구 초읍동 179-5 
원 초량갈비,37점,0.0점,초읍 | 돼지갈비   갈비,부산시 부산진구 초읍동 174-12 
초연숯불장어구이,37점,5.0점,초읍 | 장어   숯불장어구이,부산광역시 부산진구 초읍동 351-9 
초읍 원가네,36점,3.0점,초읍 | 한식   닭한마리,부산광역시 부산진구 초읍동 290-7 
초읍밀면,36점,4.0점,초읍 | 국수   물밀면,부산 부산진구 초읍동 292-27 
카페휘고,35점,4.4점,초읍 | 카페   아메리카노,부산광역시 부산진구 초읍동 337-3 
카페슬로우,35점,5.0점,초읍 | 말차라떼   초코라떼,부산광역시 부산진구 초읍동 269-48 
매화횟집,35점,5.0점,초읍 | 횟집   도다리,부산광역시 부산진구 초읍동 281-2 
가마치통닭 초읍성곡점,35점,5.0점,초읍 | 통닭   닭똥집,부산광역시 부산진구 초읍동 271-37 
IPTAE,35점,4.5점,초읍 | 카페   디저트,부산광역시 부산진구 초읍동 222-4 
돌쇠본가,34점,리뷰없음,초읍 | 한식   돌솥밥,부산광역시 부산진구 초읍동 102-4 
정가네아구찜,34점,4.0점,초읍 | 아구찜   대구탕,부산광역시 부산진구 초읍동 293-1 
쇠미골,33점,5.0점,초읍 | 구이   보쌈,부산광역시 부산진구 초읍동 327-2 
카페 로지에르,33점,4.0점,부산진구 | 카페   커피,부산광역시 부산진구 초읍동 206-2 
스시투어,33점,4.0점,초읍 | 회전초밥   스시,부산광역시 부산진구 초읍동 275-2 
요로코비 통골뱅이,33점,리뷰없음,초읍 | 골뱅이   통골뱅이,부산광역시 부산진구 초읍동 278-1 
사랑채,33점,리뷰없음,초읍 | 한정식   삼계탕,부산광역시 부산진구 초읍동 308-10 
풍미왕갈비,33점,3.0점,초읍 | 왕갈비   돼지양념갈비,부산광역시 부산진구 초읍동 337-2 
횟집 변선생,32점,4.0점,초읍 | 해산물   횟집,부산광역시 부산진구 초읍동 217-5 
미가정,32점,리뷰없음,초읍 | 오리고기   오리양념불고기,부산광역시 부산진구 초읍동 206-84 
풍미추어탕,32점,리뷰없음,초읍 | 추어탕   코다리조림,부산광역시 부산진구 초읍동 338-8 
김춘장,32점,리뷰없음,초읍 | 중식당   해물짬뽕,부산광역시 부산진구 초읍동 217-34 
