Name,score,userscore,detail
조방낙지,32점,5.0점,초읍 | 낙지   낙곱새,부산광역시 부산진구 초읍동 351-13 
설앤빈,32점,5.0점,초읍 | 빙수   눈꽃빙수,부산시 부산진구 초읍동 351-13 문화빌딩 2층 
하오칭짬뽕201,32점,리뷰없음,초읍 | 짬뽕   차돌박이짬뽕,부산광역시 부산진구 초읍동 215-3 
아시오,32점,5.0점,초읍 | 베이커리카페   카페,부산광역시 부산진구 초읍동 165-10 
나탄약선요리,32점,리뷰없음,초읍 | 약선요리   한정식,부산 부산진구 초읍동 331-46 
정든집,32점,3.0점,초읍 | 술집,부산광역시 부산진구 초읍동 281-1 
교촌치킨 초읍대공원점,32점,3.0점,초읍 | 치킨,부산 부산진구 초읍동 288-6 
외할매국수,31점,리뷰없음,초읍 | 수구레   국밥,부산광역시 부산진구 초읍동 281-8 
백만김밥 도시락,31점,3.0점,초읍 | 김밥,부산광역시 부산진구 초읍동 171-16 
한방왕족발,31점,5.0점,초읍 | 족발   왕족발,부산광역시 부산진구 초읍동 281-5 
바다영토해물탕해물찜,31점,2.0점,초읍 | 해물탕   해물찜,부산광역시 부산진구 초읍동 280-5 
다금,31점,3.0점,초읍 | 한식   해물파전,부산광역시 부산진구 초읍동 172-7 
도레담,31점,0점,초읍 | 브런치   브런치카페,부산광역시 부산진구 초읍동 513 
소디스파레,31점,4.0점,초읍 | 화덕피자   파스타,부산광역시 부산진구 초읍동 269-38 
울엄마곱창,31점,리뷰없음,부산진구 | 곱창   막창,부산광역시 부산진구 초읍동 207-6 
엄마손 보리밥,31점,리뷰없음,초읍 | 보리밥   고추장,부산광역시 부산진구 초읍동 272-4 
배스킨라빈스 부산대공원점,31점,리뷰없음,초읍 | 아이스크림,부산광역시 부산진구 초읍동 171-16 
만리장성,31점,리뷰없음,초읍 | 짬뽕   중국집,부산광역시 부산진구 초읍동 271-4 
꼬마김밥,31점,리뷰없음,부산진구 | 종합분식,부산광역시 부산진구 초읍동 645-17 2층 
돼지꿈나라,31점,리뷰없음,초읍 | 돼지갈비   수수부꾸미,부산광역시 부산진구 초읍동 203-4 
에스파시오 커피,31점,리뷰없음,부산진구 | 커피   카페,부산광역시 부산진구 초읍동 221-9 
영일횟집,31점,리뷰없음,초읍 | 횟집,부산광역시 부산진구 초읍동 277-5 
태영아구찜,31점,리뷰없음,초읍 | 아구찜   아구수육,부산광역시 부산진구 초읍동 222-5 
불로만숯불바베큐,31점,리뷰없음,초읍 | 숯불바베큐   치킨바베큐,부산광역시 부산진구 초읍동 278-34 
맥도날드 초읍DT점,31점,4.0점,초읍 | 버거   갈릭버거,부산광역시 부산진구 초읍동 171-6 
순두부마을,31점,리뷰없음,초읍 | 순두부,부산광역시 부산진구 초읍동 233-1 
장수촌24시돼지국밥뼈다귀해장국,31점,리뷰없음,초읍 | 돼지국밥   뼈다귀해장국,부산광역시 부산진구 초읍동 290-1 
마당쇠껍데기와 소금구이,31점,리뷰없음,초읍 | 소금구이   껍데기,부산광역시 부산진구 초읍동 281-1 
승승캠핑,31점,리뷰없음,초읍 | 우삼겹   대패삼겹살,부산광역시 부산진구 초읍동 269-14 
두메산골,31점,리뷰없음,부산진구 | 한식,부산광역시 부산진구 초읍동 281-2 
미진축산 초읍어린이대공원점,15점,4.0점,초읍 | 숙성삼겹살   이베리코꽃목살,부산광역시 부산진구 초읍동 292-29 
칠칠켄터키,15점,5.0점,초읍 | 치킨   터키,부산 부산진구 초읍동 269-48 
원당골중국관,15점,리뷰없음,부산진구 | 중식당,부산광역시 부산진구 초읍동 529-70 
매운명태밥상,15점,리뷰없음,부산진구 | 동태찜,부산광역시 부산진구 초읍동 217-30 1층 
손기연과자점,15점,리뷰없음,초읍 | 과자점   소보루,부산광역시 부산진구 초읍동 218-12 
두손식당,15점,리뷰없음,초읍 | 심야식당   술집,부산광역시 부산진구 초읍동 352-1 
빵굽는신영씨,15점,리뷰없음,부산 | 베이커리   빵,부산광역시 부산진구 초읍동 218-6 초읍그린빌 1층 103호 빵굽는신영씨 
60계,15점,리뷰없음,초읍 | 치킨   고추치킨,부산광역시 부산진구 초읍동 218-12 
중국성,15점,리뷰없음,부산 | 중식당,부산광역시 부산진구 초읍동 278-11 
추억의오뎅,15점,리뷰없음,부산 | 오뎅   꼬치,부산광역시 부산진구 초읍동 281-6 
진주활어,15점,리뷰없음,초읍 | 초밥   횟집,부산광역시 부산진구 초읍동 206-16 
피자나라치킨공주 부산연지점,15점,리뷰없음,부산 | 피자   치킨,부산광역시 부산진구 초읍동 645-29 
BHC치킨 초읍연지점,15점,리뷰없음,초읍 | 후라이드   뿌링치즈볼,부산광역시 부산진구 초읍동 208-6 
프랭클린커피로스터스 초읍점,15점,리뷰없음,부산진구 | 아메리카노,부산광역시 부산진구 초읍동 217-13 
장수촌오리,15점,리뷰없음,초읍 | 오리고기   오리요리,부산광역시 부산진구 초읍동 206-98 
화사,15점,리뷰없음,서면 | 케이크   떡케이크,부산 부산진구 초읍동 218-11 
리토스,15점,리뷰없음,부산진구 | 햄버거   야채토스트,부산광역시 부산진구 초읍동 542-22 
경주박가국밥,15점,리뷰없음,초읍 | 돼지국밥   국밥,부산광역시 부산진구 초읍동 245-1 
오복집,15점,리뷰없음,부산진구 | 아귀찜   해물찜,부산광역시 부산진구 초읍동 263-6 
이가네골목포차,15점,리뷰없음,부산진구 | 해물포차   포차,부산광역시 부산진구 초읍동 271-6 
소나무집,15점,리뷰없음,부산 | 영양탕   한방오리백숙,부산광역시 부산진구 초읍동 142-4 
소나무집,15점,리뷰없음,부산진구 | 한식,부산광역시 부산진구 초읍동 464-2 
하동갈비,15점,리뷰없음,초읍 | 생고기   숯불갈비,부산광역시 부산진구 초읍동 174-1 
돈짝 초읍점,15점,리뷰없음,초읍 | 숙성삼겹살   숙성목살,부산광역시 부산진구 초읍동 221-1 
다래정,15점,리뷰없음,부산초읍 | 한식   비빔만두,부산광역시 부산진구 초읍동 206-64 
우럭만공격 초읍점,15점,리뷰없음,초읍 | 생선회   우럭구이,부산광역시 부산진구 초읍동 271-4 
막썰어횟집,15점,리뷰없음,부산초읍 | 횟집,부산광역시 부산진구 초읍동 205-4 
더카페,15점,리뷰없음,부산진구 | 브런치   샌드위치,부산광역시 부산진구 초읍동 277-10 
불야성양다리구이,15점,리뷰없음,부산진구 | 양꼬치   양다리구이,부산광역시 부산진구 초읍동 292-26 
삼겹만세,15점,리뷰없음,초읍 | 언양불고기   대패삼겹살,부산광역시 부산진구 초읍동 218-6 
일품통돼지김치찌개&볶음,15점,리뷰없음,부산진구 | 돼지김치찌개   돼지볶음,부산광역시 부산진구 초읍동 230-2 
더벤티 초읍점,15점,리뷰없음,초읍 | 태국   아이스아메리카노,부산광역시 부산진구 초읍동 291-7 
카페051 연지자이점,15점,리뷰없음,부산진구 | 카페   커피,부산광역시 부산진구 초읍동 271-28 
역전할머니맥주 부산초읍점,15점,리뷰없음,부산진구 | 맥주   호프,부산광역시 부산진구 초읍동 291-15 
자담치킨 부산초읍점,15점,리뷰없음,부산진구 | 치킨   양념치킨,부산 부산진구 초읍동 54-1 105호 
목로주점,15점,리뷰없음,부산진구 | 요리주점,부산광역시 부산진구 초읍동 281-7 
푸라닭 부산초읍연지점,15점,리뷰없음,초읍 | 치킨   후라이드,부산광역시 부산진구 초읍동 217-30 
떡볶이참잘하는집 떡참 부산초읍점,15점,리뷰없음,초읍 | 떡볶이   분식,부산광역시 부산진구 초읍동 273-13 
초연,15점,리뷰없음,부산진구 | 카페   커피,부산광역시 부산진구 초읍동 269-46 
하이오커피 부산연지점,15점,리뷰없음,부산진구 | 커피   크로플,부산광역시 부산진구 초읍동 269-15 
부산 초읍동,score,userscore,detailsroca+
