Name,score,userscore,detail
금용,57점,4.3점,구포역 | 만두   군만두,부산광역시 북구 구포동 1060-268 구포우체국 
테츠완,54점,5.0점,덕천 | 타코야끼   하이볼,부산광역시 북구 구포동 141-1 
장터촌닭,43점,5.0점,덕천 | 숯불치킨   촌닭,부산광역시 북구 구포동 140-5 
골목돼장,43점,4.5점,부산 | 삼겹살   생고기,부산광역시 북구 구포동 944-12 
카페 깔마,43점,4.8점,덕천 | 카페   아메리카노,부산광역시 북구 구포동 732-1 
해미아구찜,43점,5.0점,덕천 | 해물찜   아구찜,부산광역시 북구 구포동 935-11 
이삭토스트 부산구남점,43점,5.0점,구남역 | 토스트,부산광역시 북구 구포동 1095-2 
웁스차이나,43점,4.6점,부산 | 중국집   중식당,부산광역시 북구 구포동 1212-9 
원산밀면,42점,5.0점,부산 | 손칼국수   밀면,부산광역시 북구 구포동 1212-7 
프린체,42점,5.0점,부산광역시 | 빠에야   스페인요리,부산광역시 북구 구포동 1060-58 
송담추어탕 구포점,42점,5.0점,구포역 | 추어탕   추어만두,부산광역시 북구 구포동 959-9 
피자와썹 부산덕천점,41점,4.0점,부산북구 | 피자,부산광역시 북구 구포동 1205-1 
파스쿠찌,40점,5.0점,부산 | 카페   파니니,부산광역시 북구 구포동 46-1 
자갈마당,40점,4.6점,부산 | 장어구이,부산광역시 북구 구포동 1213-19 
강대감손칼국수,40점,5.0점,구포시장 | 손칼국수   비빔칼국수,부산광역시 북구 구포동 598-9 
양지밥집,39점,4.6점,덕천 | 보쌈   밥집,부산 북구 구포동 1009-47 
농띠,38점,5.0점,덕천 | 숙성회   시메사바,부산광역시 북구 구포동 121-1 
야채통닭,38점,5.0점,구남역 | 통닭   치킨,부산 북구 구포동 915-18 A동 
이원화구포국시,38점,5.0점,구포시장 | 국수   국시,부산광역시 북구 구포동 599-17 
삼겹파티,37점,4.0점,구남역 | 삼겹살   대패삼겹살,부산광역시 북구 구포동 916 
푸라닭 부산덕천점,37점,4.0점,덕천 | 치킨   닭,부산광역시 북구 구포동 122-12 
지영이밥집,36점,4.5점,구명역 | 해물   게장정식,부산광역시 북구 구포동 1004-23 
동양반점,36점,4.0점,구포역 | 중국집   간짜장,부산광역시 북구 구포동 1060-64 
킨사이,36점,4.0점,덕천 | 이자까야   토시살스테이크,부산광역시 북구 구포동 126-3 
구포손칼국수,36점,4.0점,구포역 | 충무김밥   손칼국수,부산광역시 북구 구포동 1060-358 
홍콩반점0410,36점,4.2점,구남역 | 중식당   쟁반짜장,부산광역시 북구 구포동 915-12 
반올림피자샵 부산북구점,35점,4.0점,부산북구 | 피자   피자전문,부산광역시 북구 구포동 369-2 
베러먼데이 구포역점,34점,4.0점,구포역 | 카페   coffee,부산광역시 북구 구포동 1060-470 
3대천왕 이가네 떡볶이 유보라리버파크점,34점,5.0점,부산북구 | 떡볶이   오뎅,부산광역시 북구 구포동 720-2 
만수생고기,34점,5.0점,부산북구 | 생고기   고기집,부산광역시 북구 구포동 121-5 
뷰포트,34점,5.0점,덕천 | 커피   디저트카페,부산광역시 북구 구포동 415-2 
장수장 꼬리곰탕,34점,리뷰없음,부산 | 꼬리수육   꼬리곰탕,부산광역시 북구 구포동 1187-2 
밀양돼지국밥,33점,3.5점,구명역 | 돼지국밥   따로국밥,부산광역시 북구 구포동 723-16 
1번장터국밥,33점,4.0점,구포시장 | 국밥   족탕,부산광역시 북구 구포동 596-4 
박가 김장독,33점,4.0점,구남역 | 묵은지고등어찜   묵은지,부산 북구 구포동 932-36 
가온분식,33점,4.0점,부산 | 떡볶이   분식,부산 북구 구포동 987-14 
양철집,33점,4.0점,덕천 | 고기집   껍데기,부산광역시 북구 구포동 122-11 
정직유부 부산구남점,32점,3.0점,부산북구 | 초밥   유부초밥,부산광역시 북구 구포동 1095-2 
우미가,32점,5.0점,부산 | 옻닭   삼계탕,부산 북구 구포동 932-18 
명가 가야밀면,32점,5.0점,구명역 | 밀면,부산 북구 구포동 945-2 
럭키상회,32점,0점,구남역 | 오뎅바   술집,부산광역시 북구 구포동 919-15 
또래오래,32점,3.5점,부산 | 튀김   치킨,부산광역시 북구 구포동 905-1 
고봉민김밥인,31점,3.0점,구남역 | 라면   김밥,부산광역시 북구 구포동 1088 
대가야밀면,31점,3.0점,구포시장 | 국수   물밀면,부산광역시 북구 구포동 1141-178 
조방낙지,31점,1.0점,부산 | 낙지   낙곱새,부산광역시 북구 구포동 963-16 
불휘쌈밥정식,31점,리뷰없음,구명역 | 쌈밥정식   쌈밥,부산광역시 북구 구포동 989 
가남추어탕,31점,리뷰없음,구포시장 | 추어탕   돌솥추어탕,부산광역시 북구 구포동 584-14 
목향,31점,리뷰없음,덕천 | 국수   파전,부산광역시 북구 구포동 626-1 
한솥도시락,31점,3.0점,구남역 | 도시락   치킨마요,부산광역시 북구 구포동 897-39 
대정수산,31점,4.0점,덕천 | 장어구이   장어,부산광역시 북구 구포동 700-9 
쉐프의 생 안심 탕수육 북구점,31점,5.0점,부산북구 | 탕수육   중국집,부산광역시 북구 구포동 700-41 
서부커피로스터스,31점,리뷰없음,부산 | 로스터리카페   커피,부산광역시 북구 구포동 1184-19 
김해뒷고기,31점,리뷰없음,구포시장 | 고기집   뒷고기,부산 북구 구포동 572-2 
묵도리,31점,리뷰없음,구포역 | 한식   밀냉면,부산광역시 북구 구포동 1060-121 
뜨락구포국수,31점,리뷰없음,부산 | 국수   정구지전,부산광역시 북구 구포동 261-2 1층 뜨락 구포국수 
진주생숯불갈비,31점,리뷰없음,구포역 | 숯불갈비   양념갈비,부산광역시 북구 구포동 1060-119 
삼동포차,31점,리뷰없음,부산 | 포장마차,부산광역시 북구 구포동 1260-1 
장안국밥,31점,리뷰없음,덕천 | 돼지국밥   국밥,부산광역시 북구 구포동 605-3 
