Name,score,userscore,detail
늘해랑,54점,4.3점,양정 | 돼지국밥   수육백반,부산광역시 부산진구 양정동 350-1 
월남면반 시청점,49점,3.7점,부산시청 | 쌀국수   베트남음식,부산광역시 부산진구 양정동 255-5 1층 월남면반 
울릉도소주방,47점,5.0점,양정 | 맥주   호프,부산광역시 부산진구 양정동 393-10 
담다,45점,4.3점,양정 | 이자카야   나가사키짬뽕,부산광역시 부산진구 양정동 397-17 
양정삼합 자연산곰장어,44점,5.0점,양정 | 삼합   산곰장어,부산광역시 부산진구 양정동 370-21 
파전닭갈비,43점,3.3점,양정 | 닭갈비   파전,부산광역시 부산진구 양정동 401-5 
1988정통숯바베큐,42점,4.0점,양정 | 바베큐   숯불양념바베큐,부산광역시 부산진구 양정동 397-6 
투다리,41점,5.0점,양정 | 조개구이   김치우동,부산광역시 부산진구 양정동 393-17 
소문,41점,5.0점,부산양정 | 요리주점   문어숙회,부산광역시 부산진구 양정동 394-12 
리짙커피로스터스,41점,4.3점,양정 | 커피   아인슈페너,부산광역시 부산진구 양정동 147-7 
어반그레이 로스터리,41점,4.2점,양정 | 카페   아메리카노,부산광역시 부산진구 양정동 331-12 
마라공방 양정점,41점,4.0점,양정 | 마라탕   꿔바로우,부산광역시 부산진구 양정동 362-5 
화전국수,40점,4.3점,양정 | 국수   소고기국밥,부산광역시 부산진구 양정동 352-12 
한정식당,40점,5.0점,양정 | 한정식   뒷고기,부산광역시 부산진구 양정동 397-1 
댄싱컵 양정점,40점,4.4점,부산진구 | 카페   크로플,부산광역시 부산진구 양정동 386-10 
서울칼국수,39점,4.5점,양정 | 칼국수   비빔칼국수,부산시 부산진구 양정동 390 
내일도럭키,39점,4.0점,양정 | 덮밥   게임카페,부산광역시 부산진구 양정동 275-1 
이가월남쌀국수 양정점,39점,5.0점,부산양정 | 쌀국수   베트남음식,부산광역시 부산진구 양정동 360-29 
정가네합천돼지국밥,39점,4.6점,양정 | 돼지국밥   병천순대,부산광역시 부산진구 양정동 145-12 
BHC치킨 양정시민공원점,39점,4.0점,부산 | 치킨,부산광역시 부산진구 양정동 506-27 
닭발싸롱 부산양정점,38점,5.0점,양정 | 닭발   국물닭발,부산광역시 부산진구 양정동 397-1 
수백당 부산시청점,37점,5.0점,부산시청 | 순대   뻥튀기,부산광역시 부산진구 양정동 156-7 
불백한잔,37점,5.0점,부산양정 | 불백   간장불고기,부산광역시 부산진구 양정동 254-7 
왓더버거 양정직영점,37점,5.0점,부산진구 | 햄버거   해쉬브라운,부산광역시 부산진구 양정동 406-19 
보글보글대구탕본점,37점,4.0점,부산진구 | 매운탕   대구탕,부산광역시 부산진구 양정동 177-5 
온담 칼국수,37점,5.0점,양정 | 칼국수   만두,부산광역시 부산진구 양정동 275-1 
송화강,36점,3.5점,양정 | 마라탕   훠궈,부산 부산진구 양정동 386-10 
감만동 차정자 풍년곱창 양정점,36점,5.0점,양정 | 곱창   곱창구이,부산광역시 부산진구 양정동 399-24 
냥냥댕댕,36점,5.0점,양정 | 애견카페   애견간식,부산광역시 부산진구 양정동 273-10 
커피블로썸,36점,5.0점,부산양정 | 커피   카페,부산광역시 부산진구 양정동 271-4 
시루에,36점,3.9점,부산시청 | 콩나물국밥   부추전,부산광역시 부산진구 양정동 157-12 
하마정,36점,4.6점,양정 | 카페   아메리카노,부산 부산진구 양정동 315-7 
봉국푸드,35점,5.0점,양정역 | 추어탕   곰국,부산광역시 부산진구 양정동 361-1 
홍주방 양정점,35점,4.5점,양정 | 마라탕   꿔바로우,부산광역시 부산진구 양정동 361-25 
감성커피 양정점,35점,5.0점,양정 | 디저트   커피,부산광역시 부산진구 양정동 336-7 
명동찌개마을 양정점,35점,5.0점,양정 | 김치찌개   찌개,부산광역시 부산진구 양정동 353-33 
철계점 횟집 양정점,35점,4.0점,양정 | 횟집   모둠회,부산광역시 부산진구 양정동 362-22 
부용당,35점,5.0점,부산시청 | 연잎밥   한식,부산 부산진구 양정동 157-5 
초록섬미역,35점,4.0점,부산시청 | 한식   향어회,부산시 부산진구 양정동 252-1 
양정맛칼국수,35점,4.0점,양정 | 김밥   비빔칼국수,부산광역시 부산진구 양정동 370-24 
진수 삼촌,34점,0.0점,양정 | 한식   김치전골,부산광역시 부산진구 양정동 336-9 
스완양 분식,34점,3.0점,부산시청 | 경양식   분식,부산광역시 부산진구 양정동 257-1 
홍콩반점0410,34점,3.6점,부산양정 | 중식당   고기짬뽕,부산광역시 부산진구 양정동 353-38 
17번지닭한마리,34점,0.0점,양정 | 묵은지   닭한마리,부산광역시 부산진구 양정동 271-20 
양정밀면,34점,5.0점,양정 | 물밀면   물비빔면,부산광역시 부산진구 양정동 336-17 
촌국수,34점,리뷰없음,부산시청 | 국수   콩나물비빔밥,부산광역시 부산진구 양정동 148-1 
영심이 왕 족발,34점,0.0점,양정 | 족발   왕족발,부산광역시 부산진구 양정동 370-17 
더블원커피로스터스,34점,4.0점,양정 | 핸드드립커피   쿠키,부산광역시 부산진구 양정동 418-281 
파파존스,33점,4.0점,부산시청 | 피자   치즈스틱,부산광역시 부산진구 양정동 147-8 
롯데리아,33점,3.0점,부산양정 | 버거   치즈스틱,부산광역시 부산진구 양정동 394-16 
샌드윌,33점,4.6점,부산시청 | 샐러드   베이컨샌드위치,부산광역시 부산진구 양정동 216 
재성밀면 양정점,33점,3.0점,양정 | 밀면   만두,부산광역시 부산진구 양정동 271-47 
두번째 늘해랑,32점,4.0점,양정 | 돼지국밥   수육백반,부산광역시 부산진구 양정동 354-10 
두툼왕돈까스,32점,4.0점,양정 | 돈까스   돈까스김치나베,부산광역시 부산진구 양정동 363-4 
영남관,32점,3.0점,부산진구 | 중식당,부산광역시 부산진구 양정동 418-61 
채선당 부산양정점,32점,3.0점,양정 | 월남쌈   샤브샤브,부산광역시 부산진구 양정동 336-4 
이비가짬뽕,32점,4.0점,양정 | 짬뽕   새우짬뽕,부산광역시 부산진구 양정동 145-3 
영월목장식육식당 본점,32점,리뷰없음,부산진구 | 식육식당   육회,부산광역시 부산진구 양정동 391-2 
