Name,score,userscore,detail
양정기사식당,32점,리뷰없음,양정 | 순두부   된장찌개,부산광역시 부산진구 양정동 271-13 
하루,32점,리뷰없음,양정 | 스시   민물장어덮밥,부산광역시 부산진구 양정동 254-4 
이디야커피 부산양정현대점,32점,4.0점,부산양정 | 커피   카페,부산광역시 부산진구 양정동 507-23 
양정삼겹쭈꾸미,32점,2.0점,양정 | 쭈꾸미   삼겹쭈꾸미,부산광역시 부산진구 양정동 331-15 
카페원플러스원,32점,4.0점,양정 | 스무디   카페,부산광역시 부산진구 양정동 401-1 
칠국관,32점,3.6점,양정 | 순대짬뽕   중국집,부산 부산진구 양정동 362-27 
깡통갈비,32점,3.2점,양정 | 소갈비살   통갈비,부산광역시 부산진구 양정동 394-20 
갓튀긴후라이드,32점,3.0점,양정 | 치킨   후라이드,부산광역시 부산진구 양정동 360-4 
대동국수,31점,리뷰없음,양정 | 술집   국수,부산광역시 부산진구 양정동 393-18 
가비점빵,31점,3.0점,양정 | 커피   카페,부산 부산진구 양정동 354-9 
히카루,31점,리뷰없음,양정 | 오마카세   돈까스,부산광역시 부산진구 양정동 506-15 
카페로프트,31점,5.0점,부산시청 | 카페   cafe,부산광역시 부산진구 양정동 257-15 
그린하노이,31점,3.9점,양정 | 월남쌈   샤브샤브,부산광역시 부산진구 양정동 511-11 
돈오돈돼지국밥 시청점,31점,5.0점,부산시청 | 국밥   돼지국밥,부산광역시 부산진구 양정동 257-22 
꼬꼬닭,31점,리뷰없음,양정 | 치킨   닭,부산광역시 부산진구 양정동 116-12 
세자매바른빵,31점,5.0점,양정 | 비건   빵,부산광역시 부산진구 양정동 504-18 
놀부부대찌개,31점,3.0점,양정 | 부대찌개   쭈곱새,부산광역시 부산진구 양정동 364-4 
스토리앤쿡,31점,리뷰없음,부산 | 브런치   수제도시락,부산광역시 부산진구 양정동 254-7 
최고집 본점,31점,리뷰없음,양정 | 곰장어   산곰장어,부산광역시 부산진구 양정동 138-24 
고등어와보리밥,31점,리뷰없음,부산시청 | 보리밥   고등어,부산 부산진구 양정동 254-6 
만다린,31점,리뷰없음,양정 | 중국집   사천탕수육,부산광역시 부산진구 양정동 394-13 
육칼순포천버섯육개장,31점,2.6점,부산시청 | 육칼   버섯육개장,부산광역시 부산진구 양정동 248-7 
봉추찜닭 부산양정점,31점,리뷰없음,양정 | 찜닭,부산광역시 부산진구 양정동 394-3 
의령국밥 양정본점,31점,리뷰없음,양정 | 국밥   소국밥,부산광역시 부산진구 양정동 370-4 
스타벅스,31점,3.8점,양정역 | 카페   글레이즈,부산광역시 부산진구 양정동 363-1 
더벤티 양정점,31점,리뷰없음,양정 | 카페   타로밀크티,부산광역시 부산진구 양정동 364-1 
고집센그집갈비탕,31점,3.0점,양정 | 갈비탕전문   갈비탕,부산광역시 부산진구 양정동 389-9 
조은식당,31점,리뷰없음,부산 | 한식   한식전문,부산광역시 부산진구 양정동 399-21 
양산할매국시,31점,리뷰없음,양정 | 김밥   국시,부산광역시 부산진구 양정동 310-5 
스시연,31점,리뷰없음,양정 | 초밥   스시,부산광역시 부산진구 양정동 261-1 
양정횟집&생선구이,31점,0.0점,부산양정 | 생선구이   횟집,부산광역시 부산진구 양정동 138-13 
어랑대구왕뽈찜 양정점,31점,리뷰없음,양정 | 아귀찜   대구뽈찜,부산광역시 부산진구 양정동 353-22 
청마루,31점,리뷰없음,양정 | 한식,부산광역시 부산진구 양정동 271-55 
장수숯불갈비,31점,리뷰없음,양정 | 돼지갈비   숯불갈비,부산광역시 부산진구 양정동 406-19 
카페계란조심,31점,리뷰없음,양정 | 카페   에그타르트,부산광역시 부산진구 양정동 271-24 
타이반쩜 양정점,31점,리뷰없음,양정 | 태국음식   팟타이,부산광역시 부산진구 양정동 353-12 3층 
언더그라운드505,31점,리뷰없음,양정 | 오징어파스타   파스타,부산광역시 부산진구 양정동 356-22 지하1층 
엉터리생고기 부산양정점,31점,리뷰없음,양정 | 삼겹살무한리필   생고기,부산광역시 부산진구 양정동 363-10 
예향정,31점,리뷰없음,부산시청 | 쌈밥   두루치기,부산광역시 부산진구 양정동 236-5 
돈스마레,31점,리뷰없음,양정 | 파스타   돈까스,부산광역시 부산진구 양정동 261-15 
행복한빅마마삼겹 양정점,31점,리뷰없음,양정 | 돼지고기   콩불,부산광역시 부산진구 양정동 401-13 
애니핑거,31점,리뷰없음,양정 | 카페,부산광역시 부산진구 양정동 276-14 
부산 양정동,score,userscore,detailsroca+
