Name,score,userscore,detail
영진돼지국밥,59점,4.4점,명지 | 돼지국밥   수육백반,부산광역시 강서구 명지동 3261-10 
삼성갈미조개,59점,4.6점,명지 | 샤브샤브   갈삼구이,부산광역시 강서구 명지동 1532-14 
낭만장작 명지점,57점,5.0점,부산명지 | 치킨   마늘통닭,부산광역시 강서구 명지동 3444-3 
스타벅스 명지강변DT점,55점,4.3점,부산강서구 | 카페   아메리카노,부산 강서구 명지동 1459-1 
라무진 명지국제신도시점,52점,4.0점,명지 | 양갈비   양고기,부산광역시 강서구 명지동 3599-1 
호당 물총칼국수,48점,3.9점,명지 | 물총칼국수   밀면,부산광역시 강서구 명지동 3395-5 
명지첫집 오션시티직영점,46점,5.0점,명지 | 보쌈   쭈꾸미보쌈,부산광역시 강서구 명지동 3239 
만호횟집,44점,4.0점,명지 | 생선회   갈미샤브샤브,부산시 강서구 명지동 1532-14 2F (강촌횟집 건물 2층) 
라멘인생,43점,4.8점,명지 | 라멘   차슈라멘,부산광역시 강서구 명지동 3249-10 
방코,43점,4.1점,명지 | 파스타   화덕피자,부산광역시 강서구 명지동 3174-15 
첨단돌솥감자탕 부산명지점,43점,5.0점,명지 | 감자탕   우거지해장국,부산광역시 강서구 명지동 3453-5 
어라우즈로스터리,42점,3.8점,명지 | 커피   로스터리카페,부산 강서구 명지동 1278-1 
해운대153해물칼국수,42점,3.3점,부산명지 | 칼국수   해물칼국수,부산광역시 강서구 명지동 3602-1 
진목카페,41점,3.8점,명지 | 커피   카페,부산광역시 강서구 명지동 616-95 
예향정,41점,4.5점,명지 | 김치찌개   쌈,부산광역시 강서구 명지동 3448-2 
차돌풍 명지국제신도시점,41점,5.0점,부산강서구 | 우삼겹   차돌박이,부산 강서구 명지동 3446-8 
스시만드는주방,41점,5.0점,명지 | 초밥   스시,부산광역시 강서구 명지동 3455-4 
스타벅스,41점,5.0점,명지 | 카페   슈크림라떼,부산광역시 강서구 명지동 3420-1 
떡감,41점,5.0점,부산명지 | 즉석떡볶이   떡,부산광역시 강서구 명지동 3237 명지프라자1층 떡감 
명지첫집,41점,4.5점,명지 | 보쌈   쭈꾸미보쌈,부산광역시 강서구 명지동 3461-17 
왓더버거 명지점,41점,5.0점,명지 | 수제버거   버거,부산광역시 강서구 명지동 3262-2 
조선한치왕,41점,5.0점,명지 | 생선회   한치물회,부산광역시 강서구 명지동 3259-5 
월남면반,41점,4.9점,명지 | 쌀국수   베트남음식,부산 강서구 명지동 3376-4 1층 
현풍닭칼국수 부산명지점,41점,4.4점,명지 | 닭칼국수   닭개장,부산광역시 강서구 명지동 3440-4 2층 
명지바람,41점,4.1점,명지 | 패밀리레스토랑   루프탑,부산광역시 강서구 명지동 3358-8 
24시전주명가콩나물국밥 명지점,41점,4.8점,명지 | 콩나물국밥   부추야채전,부산광역시 강서구 명지동 3440-7 
원카츠 명지점,40점,4.7점,명지 | 돈까스   수제돈가스,부산광역시 강서구 명지동 3440-5 
담아,40점,5.0점,명지 | 떡디저트   떡카페,부산광역시 강서구 명지동 3461-2 
수미가,40점,4.4점,부산명지 | 수제비   해물칼국수,부산광역시 강서구 명지동 232-3 
한우다이닝 우,40점,5.0점,명지 | 한우오마카세   한우코스요리,부산광역시 강서구 명지동 3602-1 10층 1001호 
계주,39점,5.0점,부산명지 | 꼬치구이   술집,부산광역시 강서구 명지동 3597-2 
길음칠,39점,5.0점,명지 | 고기집   오겹,부산광역시 강서구 명지동 3597-2 110호 
심플리프렌치,39점,5.0점,명지 | 코스요리   프랑스가정식,부산광역시 강서구 명지동 3250-16 
홍리마라탕,39점,5.0점,명지 | 마라탕   중식당,부산광역시 강서구 명지동 3438 스타필드 명지점 
일공공샤브 부산명지점,38점,5.0점,부산명지 | 샤브샤브,부산광역시 강서구 명지동 3586-4 
