Name,score,userscore,detail
원조부산족발,62점,3.4점,남포동 | 족발   냉채족발,부산시 중구 부평동1가 35-5 
이가네 떡볶이,61점,3.9점,남포동 | 떡볶이   씨앗호떡,부산광역시 중구 부평동2가 17 
거인통닭,61점,4.0점,남포동 | 치킨   후라이드치킨,부산광역시 중구 부평동2가 11-2 
세정,59점,4.5점,남포동 | 모밀   한치,부산시 중구 부평동2가 66-18 
공순대,58점,4.3점,남포동 | 순대   순대전골,부산 중구 부평동1가 29-27 
대정양곱창,58점,4.2점,남포동 | 곱창   양념구이,부산광역시 중구 부평동2가 24-1 
깡통골목할매 유부전골 본점,57점,4.0점,남포동 | 종합분식   유부전골,부산광역시 중구 부평동1가 15-20 
옥생관,55점,3.7점,남포동 | 중식당   탕수육,부산시 중구 부평동1가 2-25 
미친막창,48점,4.5점,남포동 | 막창   볶음밥,부산광역시 중구 부평동3가 11-1 
해전곱창앤장밀면,48점,5.0점,남포동 | 곱창   돼지막창구이,부산광역시 중구 부평동2가 45-11 
마라쿵젠 남포동점,46점,4.6점,부산 | 꿔바로우   마라탕,부산광역시 중구 부평동1가 46-2 
깡돼후,45점,4.5점,남포동 | 돼지갈비   후라이드,부산광역시 중구 부평동2가 75-1 
청조횟집,45점,3.9점,남포동 | 코스요리   횟집,부산광역시 중구 부평동2가 35-1 
명성,45점,5.0점,남포동 | 고기집   모듬냉채,부산광역시 중구 부평동1가 37-18 
홍소족발,45점,4.0점,남포동 | 족발   냉채족발,부산광역시 중구 부평동1가 36-11 
양산집,45점,4.6점,남포동 | 돼지국밥   수육백반,부산광역시 중구 부평동2가 11 
왕대박숯불갈비,44점,4.3점,남포동 | 숯불갈비   생갈비,부산광역시 중구 부평동1가 32-3 
홍가복,44점,4.5점,남포동 | 중식당   칠리새우,부산광역시 중구 부평동2가 26-8 
부평양곱창 1호점,44점,3.9점,남포동 | 곱창   양념곱창,부산광역시 중구 부평동2가 24-2 
진맛집,43점,4.1점,국제시장 | 떡볶이   비빔당면,부산광역시 중구 부평동2가 16 
멕코이치킨 부평점,43점,4.5점,남포동 | 치킨   야채찜닭,부산광역시 중구 부평동1가 40-8 
곱닭곱닭,43점,5.0점,남포동 | 한식   곱도리탕,부산광역시 중구 부평동1가 31-3 
복길이양곱창,43점,4.9점,남포동 | 곱창   곱창전골,부산광역시 중구 부평동2가 24-6 
길 세이로무시 부평점,43점,5.0점,남포동 | 편백찜   세이로무시,부산광역시 중구 부평동2가 28-3 
달마루,43점,4.0점,남포동 | 민속주점   막걸리,부산광역시 중구 부평동2가 37-5 
이자카야 키,43점,4.4점,남포동 | 이자카야   시메사바,부산광역시 중구 부평동2가 45-4 
설스시,42점,4.6점,남포동 | 초밥   스시,부산광역시 중구 부평동2가 41-4 
섬진강재첩국,42점,5.0점,부평동 | 재첩국   재첩회,부산시 중구 부평동4가 31 
대박횟집 남포점,42점,4.4점,남포동 | 횟집   대방어,부산광역시 중구 부평동2가 35-6 
동해복국,42점,5.0점,남포동 | 복국   까치복,부산광역시 중구 부평동3가 63-23 
징기스 남포점,41점,4.3점,남포동 | 양갈비   양갈비,부산광역시 중구 부평동2가 29-2 
대양곱창연탄구이,40점,5.0점,남포동 | 곱창   양곱창,부산광역시 중구 부평동2가 42-3 
고향김치전골,40점,2.9점,남포동 | 찌개   양곱창,부산광역시 중구 부평동1가 29-15 
원조 깡통골목 비빔당면,40점,3.3점,부평동 | 비빔당면   김밥,부산광역시 중구 부평동2가 11-34 
부엉이 마을,40점,5.0점,남포동 | 갈비   돼지갈비,부산광역시 중구 부평동3가 74-7 
도쿠도쿠,40점,3.9점,남포동 | 이자카야   술집,부산광역시 중구 부평동2가 33-2 
부평족발,40점,4.4점,남포동 | 불족발   냉채족발,부산광역시 중구 부평동1가 36-20 
먹고갈래싸갈래,40점,4.0점,남포동 | 떡볶이   고구마튀김,부산광역시 중구 부평동2가 18-2 
고기굽는남자 남포점,40점,4.7점,남포 | 삼겹살   목살,부산광역시 중구 부평동2가 33-3 
사보이 남포점,39점,4.4점,남포동 | 맥주집   맥주,부산광역시 중구 부평동2가 26-11 
몽상가들,39점,4.2점,남포동 | 와인   자몽에이드,부산광역시 중구 부평동1가 42-52 
안쪽집,39점,4.6점,남포동 | 한식,부산광역시 중구 부평동1가 40-8 
티아펍,39점,5.0점,남포동 | 생맥주   펍,부산광역시 중구 부평동2가 33-7 
삼촌치킨&엄마전집,39점,5.0점,남포동 | 치킨   전집,부산광역시 중구 부평동2가 75-2 
맛뜰안식품  어묵고 부평점,39점,5.0점,부산 | 오뎅   꼬치,부산광역시 중구 부평동2가 71-3 
원조밀면,39점,3.5점,국제시장 | 만두   물밀면,부산광역시 중구 부평동1가 29-97 
이대명과 부평점,38점,5.0점,남포동 | 전병   과자점,부산광역시 중구 부평동2가 53-1 
육회 브라더스,38점,5.0점,남포동 | 육회   육사시미,부산광역시 중구 부평동1가 41-27 
여송제,38점,4.0점,남포동 | 족발   냉채족발,부산광역시 중구 부평동1가 37-10 
내껍데기돌리도 본점,38점,4.6점,남포동 | 삼겹살   껍데기,부산광역시 중구 부평동2가 33-6 
돼지특별시,38점,5.0점,남포동 | 고기집   꼬들살,부산광역시 중구 부평동2가 35-7 
부평골목길,38점,5.0점,남포동 | 돼지고기   대패삼겹살,부산광역시 중구 부평동1가 30-2 
사거리분식,38점,3.2점,국제시장 | 떡볶이   비빔당면,부산광역시 중구 부평동2가 18-1 
오사마리,37점,4.0점,남포동 | 선술집   스지오뎅탕,부산광역시 중구 부평동2가 62-19 
조개가달다,37점,3.9점,남포동 | 조개찜   해물포차,부산광역시 중구 부평동1가 35-47 
고기전쟁,37점,4.5점,남포동 | 소고기무한리필   고기전,부산광역시 중구 부평동1가 48-2 
아수라,37점,5.0점,남포동 | 고기집   육전,부산광역시 중구 부평동1가 46-2 
간판없는김치찌개,37점,리뷰없음,남포동 | 김치찌개   멸치찌개,부산광역시 중구 부평동1가 29-51 
콩쥐팥쥐,37점,5.0점,부산중구 | 단팥죽   팥빙수,부산광역시 중구 부평동2가 13-1 
맥주를구한피자 남포점,37점,5.0점,자갈치역 | 고르곤졸라   페퍼로니피자,부산광역시 중구 부평동1가 39-1 2층 
송도집,37점,4.0점,남포동 | 한식   꽃게찜,부산광역시 중구 부평동2가 40-1 
대성밀냉면,37점,1.0점,부평동 | 냉면   밀면,부산광역시 중구 부평동3가 59-21 
미도어묵,37점,3.0점,국제시장 | 부산오뎅   어묵,부산광역시 중구 부평동2가 14-5 
도코로,37점,5.0점,남포동 | 이자카야   하이볼,부산광역시 중구 부평동1가 42-50 
진미돼지국밥,36점,4.0점,남포동 | 돼지국밥   따로국밥,부산광역시 중구 부평동2가 56-3 
고래사,36점,4.4점,부평시장 | 부산어묵   어묵,부산광역시 중구 부평동2가 14-3 
닭다리먹고맴맴,36점,3.5점,남포동 | 옛날통닭   닭요리,부산광역시 중구 부평동1가 41-21 
삼바리 남포점,36점,5.0점,남포 | 조개구이   낙지구이,부산광역시 중구 부평동2가 26-12 
낙원동 숯불 닭갈비 부산,36점,4.0점,남포동 | 닭갈비   숯불닭갈비,부산광역시 중구 부평동2가 63-7 
한양족발,36점,0.0점,남포동 | 족발   냉채족발,부산시 중구 부평동1가 35 
깡통시장 바리스타 PTG,36점,5.0점,남포동 | 커피   카페,부산광역시 중구 부평동2가 19-1 
개화,35점,4.0점,남포동 | 중국집   유니짜장,부산광역시 중구 부평동1가 36 
