Name,score,userscore,detail
올리버 다이너,15점,리뷰없음,영도 | 파스타   레스토랑,부산광역시 영도구 청학동 459-20 
땜프,15점,리뷰없음,부산영도 | 카페   디저트,부산광역시 영도구 청학동 148-148 
스타벅스 영도청학DT점,15점,리뷰없음,영도 | 커피   카페,부산광역시 영도구 청학동 31-2 
배떡 영도2호점,15점,리뷰없음,영도 | 분식   로제떡볶이,부산광역시 영도구 청학동 62-60 
청학 면옥,15점,리뷰없음,영도 | 냉면   밀면,부산광역시 영도구 청학동 307-32 
가마치통닭 가마치 부산영도 청학점,15점,리뷰없음,부산영도 | 치킨   닭강정,부산광역시 영도구 청학동 86-1 
유로코피자 부산 영도점,15점,리뷰없음,부산영도 | 피자   수제피자,부산광역시 영도구 청학동 21-9 
순곱이네 영도점,15점,리뷰없음,영도 | 순대곱창   순대곱창전골,부산광역시 영도구 청학동 223-10 청학우체국 맞은편 
바른치킨 부산청학점,15점,리뷰없음,영도 | 치킨   치킨집,부산광역시 영도구 청학동 386-130 
밀향,15점,리뷰없음,영도 | 칼국수,부산광역시 영도구 청학동 68-126 
BHC치킨 청학동삼점,15점,리뷰없음,영도 | 치킨   후라이드,부산광역시 영도구 청학동 57-41 
모티브와인라운지,15점,리뷰없음,부산영도 | 와인,부산광역시 영도구 청학동 99-339 
나마네,15점,리뷰없음,영도 | 카페   디저트,부산광역시 영도구 청학동 409-1 
와치홈바,15점,리뷰없음,영도 | 칵테일바   와인바,부산광역시 영도구 청학동 457-32 
해향,15점,리뷰없음,영도 | 해물탕   물회,부산광역시 영도구 청학동 217-154 
차차토스트,15점,리뷰없음,부산영도 | 토스트,부산광역시 영도구 청학동 241-17 
반올림피자샵 영도구청점,15점,리뷰없음,부산영도 | 피자,부산광역시 영도구 청학동 155-90 
잭슨팹,15점,리뷰없음,영도 | 디저트   카페,부산광역시 영도구 청학동 482-126 2층, Jackson 
오리나라,15점,리뷰없음,영도 | 오리요리   청둥오리,부산광역시 영도구 청학동 120-83 오리나라 
영도구르메,15점,리뷰없음,영도 | 일식당,부산광역시 영도구 청학동 53-8 
미가네,15점,리뷰없음,부산영도 | 한식   오일파스타,부산광역시 영도구 청학동 307-60 
영도스타코,15점,리뷰없음,부산영도 | 타코   퀘사디아,부산광역시 영도구 청학동 147-45 
부산 청학동,score,userscore,detailsroca+
