Name,score,userscore,detail
고봉민김밥인 부산문현점,31점,4.0점,문현동 | 김밥집   김밥,부산광역시 남구 문현동 359-1 
마봉자김밥,31점,4.0점,문현동 | 김밥   새우김밥,부산광역시 남구 문현동 205-42 
치킨마루,31점,리뷰없음,문현동 | 치킨   눈꽃치킨,부산광역시 남구 문현동 374-1 
하루키,31점,리뷰없음,문현동 | 일식당   스키야키,부산광역시 남구 문현동 781-5 
동백곱창,31점,4.0점,문현동 | 곱창   백곱창,부산광역시 남구 문현동 866-6 
충무산곰장어,31점,리뷰없음,문현동 | 곰장어   산곰장어,부산광역시 남구 문현동 205-72 
작은딸,31점,5.0점,문현동 | 포차   술집,부산광역시 남구 문현동 764-8 
수타5900,31점,5.0점,문현동 | 피자집   피자,부산광역시 남구 문현동 359-1 
신문현숯불곱창,31점,3.0점,문현동 | 곱창   숯불곱창,부산광역시 남구 문현동 205-14 
제주돗통담,31점,3.0점,문현동 | 오겹살   제주돼지,부산광역시 남구 문현동 202-8 
예전애충무김밥 문현점,31점,3.0점,부산남구 | 분식   김밥,부산광역시 남구 문현동 376-5 
조마루감자탕,31점,3.0점,문현동 | 감자탕   뼈다귀,부산광역시 남구 문현동 246-5 
미도방,31점,리뷰없음,문현동 | 돈까스   돈까스모밀,부산광역시 남구 문현동 1229-1 
808westdoor,31점,0.0점,부산남구 | 이탈리안   브런치,부산광역시 남구 문현동 742-6 
족보있는집,31점,리뷰없음,문현동 | 족발   한방족발,부산광역시 남구 문현동 244-8 
문현동맛나김밥,31점,리뷰없음,문현동 | 김밥   소고기김밥,부산광역시 남구 문현동 424-17 
봄베이브로이 부산점,31점,리뷰없음,문현동 | 인도요리   인도음식,부산광역시 남구 문현동 1229-1 
착한우리동네족발,31점,리뷰없음,부산남구 | 족발   쟁반국수,부산광역시 남구 문현동 202-55 
하늘한우,31점,리뷰없음,문현동 | 고기집   소고기구이,부산광역시 남구 문현동 244-17 
피자나라치킨공주,31점,0.0점,부산 | 피자   치킨,부산광역시 남구 문현동 617-49 
문현할매곱창,31점,리뷰없음,문현동 | 곱창   곱창구이,부산광역시 남구 문현동 859-3 
밀칼국수맛공감,31점,리뷰없음,문현동 | 김밥   칼국수,부산광역시 남구 문현동 254-23 
토박이숯불갈비,31점,4.0점,문현동 | 숯불갈비   돼지생갈비,부산광역시 남구 문현동 183-58 
담쟁이,31점,리뷰없음,문현동 | 한식   명태찜,부산광역시 남구 문현동 101-12 
물레수산횟집,31점,리뷰없음,문현동 | 모듬회   아나고회,부산광역시 남구 문현동 844-3 
남해 숯불 산꼼장어,31점,리뷰없음,문현동 | 간장게장   산꼼장어,부산광역시 남구 문현동 635-5 
디오니전통곱창,31점,리뷰없음,문현동 | 돼지갈비   곱창,부산광역시 남구 문현동 365-19 문현상가 
서민불닭발 문현점,31점,리뷰없음,문현동 | 닭발   불닭발,부산광역시 남구 문현동 100-14 
대성한우마을,31점,리뷰없음,문현동 | 한우   도토리묵,부산광역시 남구 문현동 626-1 
철호돼지국밥,31점,리뷰없음,문현동 | 국밥   갈비국밥,부산광역시 남구 문현동 250-33 
지코바숯불양념치킨,31점,리뷰없음,문현동 | 숯불치킨   숯불양념치킨,부산광역시 남구 문현동 205-74 
백년전통곱창,31점,리뷰없음,문현동 | 곱창집   곱창,부산광역시 남구 문현동 861-1 백년전통곱창 
문수쌈밥뷔페,31점,리뷰없음,지게골역 | 쌈밥   한식뷔페,부산광역시 남구 문현동 1059-25 
파시토,31점,리뷰없음,문현동 | 파스타,부산광역시 남구 문현동 97-16 
썬더치킨 문현1호점,31점,리뷰없음,부산남구 | 치킨,부산광역시 남구 문현동 414-10 1층101호 
교촌치킨 문현2호점,31점,리뷰없음,부산 | 치킨,부산광역시 남구 문현동 127-56 
처갓집양념치킨 문현2호점,31점,리뷰없음,문현동 | 치킨   양념치킨,부산광역시 남구 문현동 767-3 
처갓집양념치킨 문현점,31점,리뷰없음,부산 | 양념치킨   치킨,부산광역시 남구 문현동 351-6 
봉평메밀막국수,31점,리뷰없음,문현동 | 막국수   봉평메밀막국수,부산광역시 남구 문현동 764-1 
파티를여는사람들,31점,리뷰없음,부산남구 | 뷔페,부산광역시 남구 문현동 32-8 
칠성식당 3호점,31점,리뷰없음,문현동 | 막창   곱창,부산광역시 남구 문현동 846-1 
키친번트,31점,리뷰없음,문현동 | 백반   가정식,부산광역시 남구 문현동 470-10 디온플레이스 상가103호 
한산도횟집,31점,리뷰없음,문현동 | 횟집   방어,부산광역시 남구 문현동 205-54 
삼성부페,31점,리뷰없음,문현동 | 부페   뷔페,부산광역시 남구 문현동 383-1 
삼선관,31점,리뷰없음,문현동 | 중식당,부산광역시 남구 문현동 760-26 
본죽 문현점,31점,리뷰없음,문현동 | 수제맥주   전복죽,부산광역시 남구 문현동 402-70 
기토식당,31점,리뷰없음,부산남구 | 한식,부산광역시 남구 문현동 740-5 
해피테이블,31점,리뷰없음,문현동 | 한식   가정식,부산광역시 남구 문현동 141-51 
하림메기매운탕,31점,리뷰없음,문현동 | 추어탕   메기매운탕,부산광역시 남구 문현동 840-6 
산청곱창 영화친구의거리2호점,31점,리뷰없음,문현동 | 곱창   치즈곱창,부산광역시 남구 문현동 351-7 
맛뜰안어묵,31점,리뷰없음,부산문현동 | 떡볶이   주먹밥,부산광역시 남구 문현동 1229-1 
천운숯불갈비,31점,3.0점,문현동 | 돼지갈비   숯불갈비,부산광역시 남구 문현동 205-73 
동래밀면 문현점,31점,리뷰없음,문현동 | 국수   비빔밀면,부산광역시 남구 문현동 205-35 
황금성 문현동점,31점,리뷰없음,부산남구 | 짜장면   중국집,부산광역시 남구 문현동 141-14 
낭만부엌,31점,리뷰없음,문현동 | 족발   냉채족발,부산광역시 남구 문현동 244-8 
시티전복앤새우구이,31점,리뷰없음,부산남구 | 전복   새우,부산광역시 남구 문현동 358-1 
부산 문현동,score,userscore,detailsroca+
