Name,score,userscore,detail
밀보스79,54점,4.7점,동래역 | 화덕피자   맥주집,부산광역시 동래구 명륜동 553-16 
소문난 원조조방낙지,53점,4.0점,동래 | 낙지   낙곱새,부산광역시 동래구 명륜동 400-1 
쿠루미,51점,3.9점,명륜역 | 빵집   밀크빙수,부산광역시 동래구 명륜동 702-6 
테제,50점,4.1점,온천장 | 카페   수플레팬케이크,부산광역시 동래구 명륜동 29 2층 
마장동김씨 동래점,48점,5.0점,동래 | 고기집   삼겹살,부산광역시 동래구 명륜동 797 
함경면옥,47점,3.9점,동래 | 함흥냉면   물냉면,부산광역시 동래구 명륜동 433-10 
아리랑 아라리오,46점,3.5점,동래 | 민속주점   깻잎전,부산광역시 동래구 명륜동 551-17 
동래고기국수,46점,4.7점,수안역 | 고기국수   사골고기국수,부산광역시 동래구 명륜동 401-12 
심야의미식가,45점,3.5점,동래 | 이자카야   술집,부산광역시 동래구 명륜동 533-115 
공담,45점,4.1점,동래 | 파스타   생면파스타,부산광역시 동래구 명륜동 549-13 
레스베러,44점,5.0점,동래 | 디저트카페   디저트,부산광역시 동래구 명륜동 533-199 2층 
맘스터치 부산동래메가점,44점,4.2점,동래 | 바베큐치킨   버거,부산광역시 동래구 명륜동 560-6 
고택,43점,4.0점,동래 | 와인바   술집,부산광역시 동래구 명륜동 533-78 
삼바리 본점,43점,4.3점,동래 | 조개구이   조개탕,부산광역시 동래구 명륜동 551-26 
대끼리야,43점,5.0점,동래 | 조개찜   술집,부산광역시 동래구 명륜동 548-27 
주화담,43점,4.5점,부산동래 | 떡갈비   육전,부산광역시 동래구 명륜동 533-101 
이십칠,42점,3.6점,동래 | 삼겹살   술집,부산광역시 동래구 명륜동 548-4 
소이만,42점,4.7점,동래 | 술집   와인바,부산광역시 동래구 명륜동 533-175 
우럭만공격,42점,4.8점,동래 | 횟집   우럭,부산광역시 동래구 명륜동 533-158 
오꼬식당,42점,3.5점,동래구 | 밥집   연어덮밥,부산광역시 동래구 명륜동 401-9 
골목끝집,42점,4.0점,동래 | 퓨전음식   술집,부산광역시 동래구 명륜동 533-99 
지존소곱창,41점,5.0점,동래 | 소곱창   볶음밥,부산광역시 동래구 명륜동 548-26 
야끼니꾸다깡,41점,4.0점,부산동래 | 소고기   야끼니꾸,부산광역시 동래구 명륜동 558-13 
굴따러가세,41점,3.7점,동래 | 굴요리   홍어,부산광역시 동래구 명륜동 502-7 
호맥 동래점,41점,4.6점,동래 | 호떡   맥주집,부산 동래구 명륜동 559-26 
꽃돼지식당,41점,4.2점,부산동래 | 삼겹살   고기집,부산광역시 동래구 명륜동 569-12 
구조방낙지,41점,5.0점,동래 | 낙지   낙곱새,부산시 동래구 명륜동 399 
동경오리온,40점,4.5점,동래 | 이자카야   오리,부산광역시 동래구 명륜동 502-6 
이미가참치 동래직영점,40점,4.0점,동래 | 참치무한리필   참치,부산광역시 동래구 명륜동 553-18 
박대포소금구이,40점,4.2점,동래 | 소금구이   삼겹살,부산광역시 동래구 명륜동 549-7 
순곱이네 본점,39점,5.0점,부산동래 | 수제순대   곱창전골,부산광역시 동래구 명륜동 433-4 
쿄우,39점,4.6점,동래역 | 일식집   술집,부산광역시 동래구 명륜동 557-12 
올리브장작,39점,3.9점,동래 | 화덕피자   올리브,부산광역시 동래구 명륜동 550-8 
베트남쌀국수 라이옥 동래점,39점,3.6점,동래 | 쌀국수,부산광역시 동래구 명륜동 450-30 
카페륜,39점,3.3점,동래 | 밀크티   아이스아메리카노,부산광역시 동래구 명륜동 405-1 
83비프,39점,5.0점,동래 | 소고기   비프,부산광역시 동래구 명륜동 548-4 
공간리필,39점,3.7점,동래 | 카페   초코머핀,부산광역시 동래구 명륜동 450-9 
라홍방마라탕 동래점,39점,3.9점,부산동래 | 마라탕   마라샹궈,부산광역시 동래구 명륜동 451-9 
