Name,score,userscore,detail
마산곱창,43점,4.0점,서면 | 곱창   곱창전골,부산광역시 부산진구 부암동 42-20 
외식일번가 부산본점,37점,4.2점,서면 | 소고기   갈비살양념구이,부산광역시 부산진구 부암동 123-6 
스타벅스 서면트레이더스점,35점,5.0점,서면 | 카페   커피,부산광역시 부산진구 부암동 93 이마트트레이더스서면점 
구룡포과메기전문점 부산당감점,34점,4.0점,당감동 | 해물   문어숙회,부산광역시 부산진구 부암동 506-9 
스시가게,34점,4.0점,당감동 | 초밥   스시,부산광역시 부산진구 부암동 504 
짬뽕면가,34점,5.0점,부산시 | 짬뽕   짬뽕면,부산광역시 부산진구 부암동 80-64 
하삼동커피 서면동일파크스위트점,33점,4.0점,부산진구 | 카페   커피,부산광역시 부산진구 부암동 746 서면동일파크스위트3차상가 1동 103호 
오징어나라,33점,4.0점,서면 | 한식   오징어회,부산광역시 부산진구 부암동 708-12 
빈카츠 본점,33점,4.0점,부산진구 | 치즈돈까스   돈까스,부산광역시 부산진구 부암동 117-31 
감탄떡볶이 롯데마트부산점,32점,4.0점,부산진구 | 떡볶이   분식,부산광역시 부산진구 부암동 257 
북경,31점,3.4점,부산진구 | 중식당   중국집,부산광역시 부산진구 부암동 80-26 
프리모,31점,리뷰없음,부산시 | 피자   파스타,부산광역시 부산진구 부암동 80-60 
신팔도 오돌뼈,31점,리뷰없음,부산시 | 육회   오돌뼈,부산광역시 부산진구 부암동 302-3 
포구나무집,31점,리뷰없음,서면 | 고기집   양념갈매기살,부산광역시 부산진구 부암동 36-8 
이탈리아피자,31점,4.4점,서면 | 양식   피자,부산광역시 부산진구 부암동 477-2 
88대패,31점,4.0점,부산시 | 고기집   대패삼겹,부산광역시 부산진구 부암동 80-35 
더파티,31점,3.0점,서면 | 중식   뷔페,부산광역시 부산진구 부암동 60 
어느날골목,31점,3.0점,부산시 | 브런치카페   마들렌,부산 부산진구 부암동 80-23 1층 어느날골목 
