Name,score,userscore,detail
화화,37점,4.4점,안락동 | 왕갈비   돼지왕갈비,부산광역시 동래구 안락동 152-112 
옴스커피,37점,5.0점,온천천 | 커피   베이글,부산광역시 동래구 안락동 633-23 
옆집아줌마,37점,5.0점,안락동 | 술집   미더덕찜,부산광역시 동래구 안락동 243-1 
그린 앳 더 코너,37점,4.0점,온천천 | 브런치카페   브런치,부산광역시 동래구 안락동 221-8 
영일식육식당,37점,5.0점,안락동 | 식육식당   안거미,부산광역시 동래구 안락동 464-22 
제주상회 온천천점,37점,5.0점,안락동 | 오겹살   고기집,부산광역시 동래구 안락동 633-70 
석정,37점,5.0점,온천천 | 일식   코스요리,부산광역시 동래구 안락동 631-97 
부림해물손수제비칼국수 안락점,36점,4.6점,온천천 | 해물손칼국수   한식,부산광역시 동래구 안락동 633-75 
파티오키친,36점,4.5점,온천천 | 해물탕   바질파스타,부산광역시 동래구 안락동 631-94 
밀한줌 베이커리,36점,5.0점,온천천 | 빵집   비건,부산광역시 동래구 안락동 221-4 
유부부,36점,4.0점,온천천 | 종합분식   유부초밥,부산광역시 동래구 안락동 221-44 
뵈뵈카페,36점,5.0점,부산동래 | 와플   로스터리카페,부산광역시 동래구 안락동 454-33 
원동반점,36점,4.0점,안락동 | 중식당   중국집,부산광역시 동래구 안락동 758-13 
이디야커피 부산온천천점,36점,5.0점,온천천 | 커피   카페,부산광역시 동래구 안락동 221-58 
평화김해뒷고기 부산안락점,36점,5.0점,안락동 | 고기집   뒷고기,부산광역시 동래구 안락동 468-22 
칙투칙,36점,4.0점,온천천 | 디저트   카페,부산광역시 동래구 안락동 631-52 
카페머뭄,36점,4.5점,부산동래 | 카페   휘낭시에,부산광역시 동래구 안락동 629-79 
순이네곱창,36점,5.0점,부산동래 | 곱창   양념곱창구이,부산광역시 동래구 안락동 431-8 
박해윤통영해물밥상,36점,3.1점,부산동래 | 멍게비빔밥   해물,부산광역시 동래구 안락동 176-9 
행복한날수제칼국수,36점,4.6점,안락동 | 칼국수   닭칼국수,부산광역시 동래구 안락동 603-95 
영남식육식당,35점,리뷰없음,안락동 | 한우   소고기구이,부산광역시 동래구 안락동 606-21 
동래통닭 안락점,35점,4.7점,안락동 | 통닭   치킨,부산 동래구 안락동 629-27 
돈인환영,35점,5.0점,온천천 | 한돈   고기집,부산광역시 동래구 안락동 631-3 
소박하지만근사하게,34점,4.0점,서원시장 | 술집   바지락술찜,부산광역시 동래구 안락동 431-50 
온천천 고기주는 밀면,34점,3.8점,온천천 | 국수   물밀면,부산광역시 동래구 안락동 631-45 
러셀커피,34점,3.5점,온천천 | 핸드드립   에그타르트,부산광역시 동래구 안락동 633-7 
이튼매스,34점,3.5점,온천천 | 카페   구움과자,부산광역시 동래구 안락동 632-78 
미미돼소,34점,4.0점,안락동 | 고기집   꼬들살,부산광역시 동래구 안락동 756-57 
충렬통닭,34점,5.0점,안락동 | 치킨,부산광역시 동래구 안락동 464-32 
유황생오리가,34점,5.0점,안락동 | 오리요리   오리불고기,부산광역시 동래구 안락동 470-25 
마우스하이볼앤푸드바,34점,4.5점,안락동 | 이자카야   하이볼,부산광역시 동래구 안락동 631-3 
육대감,34점,4.0점,안락동 | 돼지고기무한리필   고기집,부산광역시 동래구 안락동 630-29 
고메밀면 본점,34점,리뷰없음,동래 | 국수   육전,부산광역시 동래구 안락동 436-2 
화화 돼지왕갈비 부산안락1호점,34점,5.0점,안락동 | 왕갈비   돼지왕갈비,부산광역시 동래구 안락동 721-1 
부부정 안락점,34점,3.5점,온천천 | 종합분식   냉우동,부산광역시 동래구 안락동 221-46 
홀릭,34점,4.0점,온천천 | 커피   카페,부산광역시 동래구 안락동 633-98 
카페 무중력,33점,0점,부산동래 | 커피   카페,부산광역시 동래구 안락동 459-41 
올리브장작,33점,리뷰없음,온천천 | 화덕피자   올리브,부산광역시 동래구 안락동 243-60 
오드컵케이크,33점,4.0점,동래 | 디저트   컵케이크,부산광역시 동래구 안락동 151-15 
더스윗베어,33점,4.0점,온천천 | 소금빵   카페,부산광역시 동래구 안락동 632-116 
윤카롱,33점,3.0점,온천천 | 카페   수제마카롱,부산광역시 동래구 안락동 633-35 
소문난초량할매쭈꾸미 서원시장직영점,33점,5.0점,서원시장 | 쭈꾸미   쭈꾸미샤브샤브,부산광역시 동래구 안락동 429-5 
리버630,33점,5.0점,안락동 | 카페   크로와상,부산광역시 동래구 안락동 630-47 
키친아뮤즈,33점,5.0점,안락동 | 스테이크   파스타,부산광역시 동래구 안락동 633-92 
심슨양곱창 본점,33점,리뷰없음,안락동 | 곱창   양곱창,부산광역시 동래구 안락동 429-8 
숟가락 젓가락,33점,리뷰없음,온천천 | 가정식   집밥,부산광역시 동래구 안락동 632-118 
자매김밥,33점,4.0점,부산동래 | 김밥,부산광역시 동래구 안락동 629-24 
쏠피,33점,4.0점,안락동 | 피자   치즈오븐스파게티,부산광역시 동래구 안락동 446-17 
신드롬치킨,33점,5.0점,부산동래 | 치킨,부산광역시 동래구 안락동 428-23 
장수쌈밥,33점,4.0점,온천천 | 쌈밥   고추장두루치기,부산광역시 동래구 안락동 243-7 
이반풀,33점,5.0점,부산동래 | 스테이크   양식,부산광역시 동래구 안락동 425-93 
동래삼계탕,33점,4.0점,안락동 | 삼계탕   인삼주,부산광역시 동래구 안락동 450-25 
조광심민속왕순대,33점,2.2점,부산동래 | 국밥,부산광역시 동래구 안락동 420-12 
낭만장작 안락점,33점,4.0점,안락동 | 누룽지통닭   장작구이,부산 동래구 안락동 431-1 
멸치가 살아있는 국수 본점,33점,5.0점,안락동 | 국수   멸치,부산광역시 동래구 안락동 465-1 
요리사횟집,33점,4.0점,안락동 | 자연산회   횟집,부산광역시 동래구 안락동 245-62 
이탈릭,32점,리뷰없음,안락동 | 파스타   양식,부산광역시 동래구 안락동 434-1 
웰빙김밥,32점,3.0점,동래구 | 김밥,부산광역시 동래구 안락동 1242 
조스해물포차,32점,5.0점,안락동 | 술집   해물포차,부산광역시 동래구 안락동 629-109 
카페비앤,32점,리뷰없음,부산동래 | 카페   디저트,부산광역시 동래구 안락동 631-43 
리골레토시카고피자앤펍 온천천점,32점,리뷰없음,온천천 | 펍   시카고피자,부산광역시 동래구 안락동 632-130 
청기와생명태,32점,리뷰없음,안락동 | 대구탕   생태탕,부산광역시 동래구 안락동 434-35 
샤브샵,32점,4.0점,온천천 | 월남쌈   밀푀유나베,부산광역시 동래구 안락동 221-26 
OCC,32점,리뷰없음,온천천 | 자전거카페   카페,부산광역시 동래구 안락동 177-11 
레망파티쓰리,32점,0점,온천천 | 카페   마들렌,부산광역시 동래구 안락동 630-58 
부산 안락동,score,userscore,detailsroca+
