Name,score,userscore,detail
태성하모횟집,54점,4.7점,부산송도 | 생선회   하모회,부산광역시 서구 암남동 124-32 
진선,51점,4.6점,부산송도 | 짜장면   해물누룽지탕,부산시 서구 암남동 600-3 3층 
스시로운,49점,5.0점,부산서구 | 오마카세   스시,부산광역시 서구 암남동 355-30 
속시원해대구탕 송도본점,48점,4.4점,부산서구 | 대구탕   대구찜,부산광역시 서구 암남동 357-2 
아트케이 송도점,47점,4.3점,부산송도 | 크로플   갤러리카페,부산광역시 서구 암남동 230 메리어트 호텔 2층 
TCC 송도점,46점,3.7점,부산송도 | 카페,부산광역시 서구 암남동 130 
블루샥 부산송도점,45점,5.0점,부산송도 | 카페   디저트,부산광역시 서구 암남동 234 
스타벅스 부산송도해수욕장점,45점,5.0점,부산송도해수욕장 | 카페   디저트,부산광역시 서구 암남동 234 
송원식당,44점,5.0점,부산송도 | 두루치기   목살,부산광역시 서구 암남동  
사천해물탕,44점,4.2점,부산송도 | 해물탕   해물볶음밥,부산광역시 서구 암남동 353-5 
카페 라떼르,42점,4.0점,부산송도 | 카페라떼   카페,부산광역시 서구 암남동 764 
산드라니,41점,4.6점,부산송도 | 브런치   파스타,부산광역시 서구 암남동 354-2 기산비치타운 상가 2F 
꼬막가,40점,5.0점,부산송도 | 꼬막   꼬막정식,부산광역시 서구 암남동 176-5 
송도돼지갈비,40점,5.0점,부산 | 돼지갈비   고기집,부산광역시 서구 암남동 311-2 
곤포횟집,39점,4.5점,부산송도 | 물회   횟집,부산광역시 서구 암남동 618-3 
해물나라총각집,39점,4.6점,부산송도 | 조개구이,부산시 서구 암남동 620-27 암남공원주차장내 
송도1913,39점,3.2점,부산송도 | 조개구이   해물라면,부산광역시 서구 암남동 123-64 
북창동순두부 부산송도점,38점,5.0점,부산송도 | 순두부   la갈비,부산광역시 서구 암남동 234 
빈스톡,38점,5.0점,부산송도 | 커피   카페,부산광역시 서구 암남동 605-13 
EL16.52,37점,3.2점,부산송도 | 루프탑   카페,부산광역시 서구 암남동 621-37 3~4층 
배스킨라빈스 부산송도점,37점,4.0점,부산송도 | 아이스크림   디저트,부산광역시 서구 암남동 535-2 
송도키친,37점,4.6점,부산송도 | 스테이크   레스토랑,부산 서구 암남동 230 페어필드 바이 메리어트 22층 
그숲 부산점,36점,5.0점,부산송도 | 파스타,부산 서구 암남동 542-7 1~3층 
남포횟집,36점,5.0점,부산송도 | 회정식   횟집,부산광역시 서구 암남동 355 
송도공원,36점,3.9점,부산송도 | 고기집   숯불갈비,부산시 서구 암남동 618-8 
희자매,35점,5.0점,부산 | 조개구이   낙지호롱,부산 서구 암남동 620-24 
왕밀면냉면 본점,35점,4.4점,부산 | 밀면   냉면,부산 서구 암남동 95-19 프레스코 2층 
해녀마트,34점,3.9점,부산송도 | 조개구이   해산물,부산광역시 서구 암남동 620-24 
디에이블,34점,리뷰없음,부산송도 | 파스타   해물토마토리조또,부산광역시 서구 암남동 236-3 
부산고등어빵,34점,3.5점,부산송도 | 카페   고등어,부산광역시 서구 암남동 176-5 
해변횟집,34점,5.0점,부산송도 | 횟집   도다리회,부산광역시 서구 암남동 595 
카페 해인,34점,3.3점,부산송도 | 조개구이   카페,부산광역시 서구 암남동 513-1 
송미생아구찜,34점,4.0점,부산송도 | 아구찜   생아구찜,부산광역시 서구 암남동 238-1 
천하포면,34점,리뷰없음,부산송도 | 일본라멘   라멘,부산광역시 서구 암남동 595 
구름속의산책,34점,리뷰없음,부산송도 | 피자   돈까스,부산광역시 서구 암남동 145-2 
맛있는밥집,33점,5.0점,부산 | 고등어구이   밥집,부산광역시 서구 암남동 18-2 
거북집,33점,3.0점,부산송도 | 해물   꽃게탕,부산광역시 서구 암남동 142 
동녘돈까스,33점,5.0점,부산송도 | 돈까스   고구마치즈돈까스,부산광역시 서구 암남동 279-22 
아 그집,33점,리뷰없음,부산송도 | 분식   떡볶이,부산광역시 서구 암남동 287-3 
설빙 부산송도점,32점,4.0점,부산송도 | 빙수   애플망고빙수,부산광역시 서구 암남동 239-4 2층 
미경이네,32점,3.0점,부산송도 | 해산물   조개구이,부산시 서구 암남동 620-27 
투썸플레이스,32점,3.0점,부산송도 | 카페   초콜릿라떼,부산광역시 서구 암남동 229-11 
바닷속고기왕국,32점,리뷰없음,부산송도 | 조개구이   조개,부산광역시 서구 암남동 124-30 
우리횟집,32점,0점,부산송도 | 모듬회,부산광역시 서구 암남동 124-28 
송도제일밀면,32점,리뷰없음,부산송도 | 국수   물밀면,부산광역시 서구 암남동 354 
삼영횟집,32점,리뷰없음,부산송도 | 물회   횟집,부산광역시 서구 암남동 355-1 
남촌설렁탕,32점,0.0점,부산송도 | 설렁탕   꼬리곰탕,부산광역시 서구 암남동 534-14 
카페 솔향,32점,리뷰없음,부산송도 | 카페   크레페,부산광역시 서구 암남동 764 
송도식당,32점,리뷰없음,부산송도 | 코다리찜   코다리,부산광역시 서구 암남동 235 
언덕위의하얀집,32점,리뷰없음,부산 | 카페   디저트,부산광역시 서구 암남동 618-19 
혜영이네,32점,리뷰없음,부산송도 | 조개구이   새우버터구이,부산광역시 서구 암남동 620-24 
빅부즈 펍,31점,리뷰없음,부산송도 | 펍   생맥주,부산광역시 서구 암남동 353-5 임페리얼빌딩 2층 
조새호 부산 송도 직영점,31점,2.9점,부산송도 | 조개구이,부산광역시 서구 암남동 618-17 
디아펠리즈 부산송도점,31점,4.2점,부산서구 | 아메리카노   브런치,부산광역시 서구 암남동 595 
박서방한정식,31점,리뷰없음,부산송도 | 한정식   돌솥비빔밥,부산광역시 서구 암남동 615-4 
부산갈매기횟집,31점,리뷰없음,부산송도 | 조개구이   횟집,부산광역시 서구 암남동 537-2 
지코바치킨,31점,리뷰없음,부산송도 | 치킨   치밥,부산광역시 서구 암남동 191-1 
아미치,31점,리뷰없음,부산송도 | 이탈리안레스토랑   레스토랑,부산광역시 서구 암남동 595 
산호옥,31점,0.0점,부산송도 | 조개구이   하모회,부산광역시 서구 암남동 126-2 
물레방아횟집,31점,0점,부산송도 | 조개구이   횟집,부산광역시 서구 암남동 537-2 
뚱보네,31점,0점,부산 | 조개구이   해물그라탕,부산광역시 서구 암남동 620-24 
