Name,score,userscore,detail
빵 드 마망,47점,4.3점,정관 | 카페   빵,부산광역시 기장군 정관읍 병산리 206-3 
강원도막국수,47점,5.0점,부산정관 | 막국수   옹심이칼국수,부산광역시 기장군 정관읍 용수리 1284-5 
유정1995,44점,4.0점,정관 | 카페   자두에이드,부산 기장군 정관읍 병산리 530-4 유정1995 
대궐쌈밥,43점,4.1점,정관 | 쌈밥   소불고기쌈밥,부산광역시 기장군 정관읍 매학리 718-2 
양산국밥,42점,4.6점,정관 | 돼지국밥   국밥,부산 기장군 정관읍 매학리 718-1 1층 110-1~2호 양산국밥 정관점 
웨스턴챔버,42점,3.6점,정관 | 브런치카페   카페,부산광역시 기장군 정관읍 병산리 550-1 
곰내재468,42점,5.0점,정관 | 식육식당   소고기구이,부산 기장군 정관읍 달산리 985-1 
기픈골황토마루,42점,4.8점,정관 | 고깃집   돌판구이,부산광역시 기장군 정관읍 병산리 211 
브레이크인커피,41점,3.9점,정관 | 커피   아메리카노,부산 기장군 정관읍 용수리 382-1 
라이친,41점,4.3점,정관 | 중식당   탕수육,부산광역시 기장군 정관읍 달산리 986-2 
병산365,40점,3.5점,정관 | 커피숍   아이스아메리카노,부산 기장군 정관읍 병산리 365 
마마돈소바,39점,4.3점,정관 | 돈까스   소바,부산광역시 기장군 정관읍 매학리 712-3 
범어사소문난떡볶이,39점,5.0점,정관 | 분식   떡볶이,부산 기장군 정관읍 용수리 1336 
낭만장작 정관점,39점,5.0점,부산기장 | 누룽지통닭   치킨,부산광역시 기장군 정관읍 매학리 765-15 
투썸플레이스,39점,5.0점,정관 | 가맥   생크림케이크,부산광역시 기장군 정관읍 매학리 714-14 
삼겹파티 정관점,39점,4.0점,부산 | 삼겹살,부산광역시 기장군 정관읍 매학리 716-2 
두루미 베이커리 카페,39점,5.0점,정관 | 베이커리카페   베이커리,부산광역시 기장군 정관읍 달산리 934-16 
하늘아래 첫 집,38점,5.0점,정관 | 장어   장어구이,부산광역시 기장군 정관읍 병산리 193-1 하늘아래첫집 
금정밀면,38점,5.0점,정관 | 수육   밀면,부산 기장군 정관읍 달산리 1237-3 금정밀면 
바보형제 쭈꾸미,38점,4.0점,정관 | 쭈꾸미   쭈삼겹,부산광역시 기장군 정관읍 매학리 751-8 신세계빌딩 
시골낙지,38점,5.0점,정관 | 낙지볶음   낙지,부산광역시 기장군 정관읍 매학리 766-2 제일하우징 
여의가,38점,5.0점,정관 | 전통찻집   십전대보탕,부산광역시 기장군 정관읍 달산리 934-2 여의가 
연돈볼카츠 부산정관신도시점,38점,4.4점,부산정관 | 돈가스,부산광역시 기장군 정관읍 매학리 713-1 
도야족발,38점,5.0점,정관 | 불족발   족발,부산 기장군 정관읍 모전리 738-7 롯데프라자 
양첸반점&수제꿔바로우 정관점,37점,4.4점,정관 | 꿔바로우   중국집,부산광역시 기장군 정관읍 매학리 718-8 
케이쏨차이,36점,4.0점,정관 | 태국   팟타이,부산 기장군 정관읍 방곡리 400-4 
삼삼오오,36점,4.5점,정관 | 한식   모듬구이,부산광역시 기장군 정관읍 용수리 635-4 
