Name,score,userscore,detail
옛날오막집,45점,4.4점,동대신역 | 우동   양곱창,부산광역시 서구 동대신동1가 236-3 
박수식당,44점,5.0점,부산 | 술집   치즈감자전,부산광역시 서구 동대신동3가 121-9 
편의방,38점,3.0점,동대신동 | 만두전문   만두,부산광역시 서구 동대신동3가 35-6 
영남 냉면 밀면,38점,3.5점,부산서구 | 밀면   냉면,부산시 서구 동대신동2가 268-1 
카페051 동대신역점,37점,4.9점,동대신역 | 커피   카페,부산 서구 동대신동3가 350-34 
맛나기사식당,37점,5.0점,부산 | 대구탕   기사식당,부산광역시 서구 동대신동1가 389 
3초삼겹살,37점,5.0점,동대신동 | 돼지고기,부산광역시 서구 동대신동1가 214-18 
대연횟집,37점,4.0점,부산서구 | 횟집   모듬회,부산광역시 서구 동대신동1가 164-5 
용궁횟집,35점,4.0점,동대신동 | 횟집   모듬회,부산광역시 서구 동대신동1가 214 
광화냉면,34점,리뷰없음,동대신동 | 냉면   밀면,부산광역시 서구 동대신동3가 158-8 
편의방,34점,리뷰없음,동아대 | 만두전문   만두,부산광역시 서구 동대신동3가 13-12 
전차카페,34점,4.0점,동대신동 | 케이크   카페,부산광역시 서구 동대신동3가 156-6 
해수바다이야기,33점,5.0점,부산서구 | 꼼장어   한식,부산광역시 서구 동대신동3가 121-13 
스시하나,32점,5.0점,부산 | 회전초밥   스시,부산광역시 서구 동대신동3가 311 
수짱가,32점,5.0점,동대신동 | 국수   만두,부산광역시 서구 동대신동3가 350-8 
달달하모,32점,5.0점,동대신동 | 커피   카페,부산광역시 서구 동대신동2가 287 
송프로피자,32점,5.0점,동대신동 | 피자   치즈크러스트,부산광역시 서구 동대신동3가 340-14 
유가네닭갈비 대신점,32점,5.0점,부산서구 | 닭갈비   철판볶음밥,부산광역시 서구 동대신동2가 331-1 
도너츠윤 부산서구점,32점,리뷰없음,부산서구 | 도넛   도너츠,부산광역시 서구 동대신동1가 287-5 
오독,32점,리뷰없음,동대신동 | 닭발   오돌뼈,부산광역시 서구 동대신동2가 313-154 
조방낙지 대신동점,32점,4.0점,동대신동 | 낙지   낙곱새,부산광역시 서구 동대신동3가 173 
이공막창,32점,0점,동대신동 | 막창   돼지생막창,부산광역시 서구 동대신동2가 396-1 
동대보리밥,31점,리뷰없음,동대신동 | 보리밥,부산 서구 동대신동1가 136-8 
새우까는집,31점,5.0점,부산광역시 | 해물   새우구이,부산광역시 서구 동대신동2가 380-3 
홍복,31점,리뷰없음,동대신동 | 중국집   중화요리,부산광역시 서구 동대신동3가 124 
3678통장어,31점,리뷰없음,동대신동 | 장어   장어국밥,부산광역시 서구 동대신동1가 153-15 
아구아구찜,31점,4.0점,동대신동 | 아구찜,부산광역시 서구 동대신동2가 313 
대쌈이삼겹살,31점,4.0점,동대신동 | 대패삼겹살   고기집,부산광역시 서구 동대신동2가 283-2 
족 오향족발,31점,리뷰없음,동대신동 | 족발   오향장육,부산광역시 서구 동대신동2가 313-154 
옥이이모,31점,리뷰없음,부산 | 카페   바오,부산광역시 서구 동대신동1가 222-8 
