Name,score,userscore,detail
백초밥,41점,5.0점,부민동 | 회전초밥   초밥,부산광역시 서구 부민동1가 11-4 
가네쉬,41점,4.6점,동아대 | 카페   요거트,부산광역시 서구 부민동2가 12-7 
투고샐러드,40점,4.0점,동아대 | 샐러드   훈제연어샐러드,부산광역시 서구 부민동1가 4-6 
영의루,39점,4.2점,부민동 | 중국집   고추간짜장,부산광역시 서구 부민동2가 10-6 
동대문엽기떡볶이 동아대부민점,39점,4.4점,동아대 | 떡볶이,부산광역시 서구 부민동1가 16-1 
닭잡는파로,36점,4.0점,동아대 | 쌈밥   닭,부산광역시 서구 부민동2가 10-9 
에피소드인커피,36점,3.5점,동아대 | 카페   커피,부산광역시 서구 부민동2가 9-6 
이태리광수,36점,4.0점,동아대 | 이태리   깔조네,부산광역시 서구 부민동3가 28-3 
신전떡볶이,36점,4.0점,부민동 | 떡볶이   로제떡볶이,부산광역시 서구 부민동2가 10-7 
대궁한우,36점,4.0점,부민동 | 한우   한우구이,부산광역시 서구 부민동1가 2-8 
장우동,36점,5.0점,부민동 | 우동   비빔만두,부산광역시 서구 부민동1가 31-2 
참미담,36점,4.1점,부민동 | 온면   비빔막국수,부산광역시 서구 부민동1가 10-2 
화반 부민점,35점,5.0점,동아대 | 두루치기   비빔밥,부산광역시 서구 부민동2가 12-7 화반 
소파스타,35점,5.0점,동아대 | 파스타   도리아,부산광역시 서구 부민동2가 1 
삼원두루치기,35점,5.0점,동아대 | 두루치기   밥집,부산광역시 서구 부민동2가 17-5 
유가네닭갈비 부민점,34점,5.0점,동아대 | 숯불닭갈비   닭갈비,부산광역시 서구 부민동1가 6-1 
배스킨라빈스 부산부민점,33점,4.0점,부민동 | 케이크   아이스크림,부산광역시 서구 부민동1가 16-8 
웨이아웃,33점,4.0점,토성역 | 카페   계란빵,부산광역시 서구 부민동2가 15-5 
미다래,32점,3.0점,동아대 | 우동   미니우동,부산광역시 서구 부민동1가 6-1 
돈오락쪽갈비,32점,리뷰없음,동아대 | 고기집   치즈쪽갈비,부산광역시 서구 부민동2가 11-3 
대궁삼계탕,31점,리뷰없음,토성동 | 삼계탕   인삼주,부산광역시 서구 부민동1가 30-7 
은하별 감파스타,31점,리뷰없음,부산광역시 | 파스타   까르보나라파스타,부산광역시 서구 부민동3가 70-4 
토모,31점,5.0점,부민동 | 숙성회   초밥,부산광역시 서구 부민동2가 12-17 
아싸리라멘,31점,3.0점,동아대 | 돈코츠라멘   라멘,부산광역시 서구 부민동1가 16-1 
송원재첩국,31점,리뷰없음,토성동 | 재첩국   황태구이,부산광역시 서구 부민동2가 15-4 
시골한방돼지국밥,31점,3.0점,부민동 | 국밥   돼지국밥,부산광역시 서구 부민동1가 19-1 
오늘김해뒷고기,31점,리뷰없음,부민동 | 한식   생뒷고기,부산광역시 서구 부민동3가 32-3 
