Name,score,userscore,detail
메가커피 지사동점,15점,리뷰없음,부산강서구 | 커피   카페,부산광역시 강서구 지사동 1215-2 A동 105호 
대구안지랑막창 지사점,15점,리뷰없음,부산 | 막창   삼겹살,부산광역시 강서구 지사동 1194-10 
수고기,15점,리뷰없음,부산 | 오겹살   가브리살,부산광역시 강서구 지사동 1188-10 
베트남노상식당 지사점,15점,리뷰없음,부산강서구 | 베트남음식,부산광역시 강서구 지사동 1193-15 
마음담아수련청,15점,리뷰없음,부산강서구 | 수제청,부산광역시 강서구 지사동 1198-11 
공동식당,15점,리뷰없음,부산 | 카페   치즈라볶이,부산광역시 강서구 지사동 1178-2 
행오버,15점,리뷰없음,부산강서구 | 술집   맥주,부산광역시 강서구 지사동 1190-11 
가마솥밀양돼지국밥,15점,리뷰없음,부산 | 돼지국밥   가마솥,부산광역시 강서구 지사동 1193-8 
강산구내식당,15점,리뷰없음,부산 | 한식,부산광역시 강서구 지사동 1207-6 
밤엔숯불치킨,15점,리뷰없음,부산강서구 | 숯불치킨,부산광역시 강서구 지사동 1193-11 
달빛상회,15점,리뷰없음,부산 | 삼겹살   돼지갈비,부산광역시 강서구 지사동 1192-4 
주인 마음대로 막퍼주는 집,15점,리뷰없음,부산 | 술집   한우스지,부산광역시 강서구 지사동 1198-1 
뿌라더양곱창,15점,리뷰없음,부산 | 곱창   막창,부산광역시 강서구 지사동 1185-1 
올마이티키친 지사점,15점,리뷰없음,부산강서구 | 한식   분식,부산광역시 강서구 지사동 1190-10 
호식이두마리치킨 강서지사점,15점,리뷰없음,부산강서구 | 치킨   후라이드,부산광역시 강서구 지사동 1194-9 
배스킨라빈스 부산지사점,15점,리뷰없음,부산강서구 | 아이스크림,부산광역시 강서구 지사동 1186 
사랑담은묵은지찜찌개 부산지사점,15점,리뷰없음,부산강서구 | 찌개   묵은지찜,부산광역시 강서구 지사동 1188-5 
브라보낙곱새,15점,리뷰없음,부산강서구 | 한식   한우대창,부산광역시 강서구 지사동 1198-1 
지사 해물찜,15점,리뷰없음,부산 | 해물찜   통닭,부산광역시 강서구 지사동 1194-3 
꼬치의품격 부산지사점,15점,리뷰없음,부산 | 닭꼬치   일식튀김,부산광역시 강서구 지사동 1185-1 
빽다방 부산지사동점,15점,리뷰없음,부산강서구 | 카페   디저트,부산광역시 강서구 지사동 1196-2 
황태콩나물국밥4900원 본점,15점,리뷰없음,부산강서구 | 콩나물국밥   황태콩나물국밥,부산광역시 강서구 지사동 1196-2 
태진식당,15점,리뷰없음,부산 | 칼국수   버섯칼국수,부산광역시 강서구 지사동 1170-3 
투다리,15점,리뷰없음,명지 | 술집   오뎅,부산광역시 강서구 지사동 1191-1 
양푼이동태탕.김치전골,15점,리뷰없음,부산강서구 | 해물   양푼이동태탕,부산광역시 강서구 지사동 1196-2 
생수제돈가츠 지사점,15점,리뷰없음,부산강서구 | 돈가츠   돈까스,부산광역시 강서구 지사동 1189-5 
파리바게뜨,15점,리뷰없음,부산강서구 | 베이커리   바게뜨,부산광역시 강서구 지사동 1186 
시네마타운,15점,리뷰없음,부산 | 맥주   호프,부산광역시 강서구 지사동 1184-1 
황금오리탕,15점,리뷰없음,부산 | 주물럭   오리탕,부산광역시 강서구 지사동 1198-12 
한솥도시락,15점,리뷰없음,부산 | 도시락   컵밥,부산광역시 강서구 지사동 1187-12 
이디야커피,15점,리뷰없음,부산 | 커피   카페,부산광역시 강서구 지사동 1182-2 
부영아구찜,15점,리뷰없음,부산 | 해물찜   아구찜,부산광역시 강서구 지사동 1194-2 
공감대 퓨전포차,15점,리뷰없음,부산 | 중식당,부산광역시 강서구 지사동 1185-1 
무보자호로록엽기불떡볶이,15점,리뷰없음,부산 | 숯불닭갈비   닭갈비,부산광역시 강서구 지사동 1183-1 
이래,15점,리뷰없음,부산 | 삼계탕   옻닭,부산광역시 강서구 지사동 1198-12 
통큰할매순대국,15점,리뷰없음,부산 | 순대국밥   순대국,부산광역시 강서구 지사동 1198-2 
대흥공단식당,15점,리뷰없음,부산 | 한식,부산광역시 강서구 지사동 1215-2 
숯양두마리치킨,15점,리뷰없음,부산 | 치킨   숯불양념,부산광역시 강서구 지사동 1185-1 
롯데리아,15점,리뷰없음,부산 | 햄버거   새우버거,부산광역시 강서구 지사동 1196-4 
교촌치킨,15점,리뷰없음,부산 | 치킨   나쵸,부산광역시 강서구 지사동 1191-5 
족담,15점,리뷰없음,부산 | 족발   홍합탕,부산광역시 강서구 지사동 1194-12 
부산밀면,15점,리뷰없음,부산 | 냉면   밀면,부산광역시 강서구 지사동 1188-1 
한우지사,15점,리뷰없음,부산강서구 | 소고기   소고기구이,부산광역시 강서구 지사동 1188-2 
도야족발 지사점,15점,리뷰없음,부산 | 족발   불족발,부산광역시 강서구 지사동 1194-3 
바른연어,15점,리뷰없음,부산 | 초밥   연어,부산광역시 강서구 지사동 1196-4 
피자비토랩 지사점,15점,리뷰없음,부산광역시 | 피자   새우,부산광역시 강서구 지사동 1187-3 
하삼동커피 지사점,15점,리뷰없음,부산 | 스무디   커피,부산광역시 강서구 지사동 1187-7 
명륜진사갈비 부산지사점,15점,리뷰없음,부산 | 돼지갈비   갈비,부산광역시 강서구 지사동 1198-5 
컴포즈커피 과학산단로점,15점,리뷰없음,부산 | 카페   커피,부산광역시 강서구 지사동 1190-1 
다이츠로스터스,15점,리뷰없음,부산 | 카페   디저트,부산광역시 강서구 지사동 1184-1 
담꾹 강서지사점,15점,리뷰없음,부산강서구 | 안동찜닭   부대찌개,부산광역시 강서구 지사동 1187-9 
맛불,15점,리뷰없음,부산 | 석쇠불고기   된장찌개,부산광역시 강서구 지사동 1198-2 
청년피자 지사점,15점,리뷰없음,부산 | 피자   로제쉬림프파스타,부산광역시 강서구 지사동 1192-10 
쿵푸양꼬치,15점,리뷰없음,부산 | 양꼬치   마라탕,부산광역시 강서구 지사동 1198-5 
와닥 지사점,15점,리뷰없음,부산 | 종합분식   대패삼겹살,부산광역시 강서구 지사동 1187-7 
스마일비어,15점,리뷰없음,부산 | 먹태   가라아게,부산광역시 강서구 지사동 1190-10 
호주에서온스시,15점,리뷰없음,부산 | 초밥   스시,부산광역시 강서구 지사동 1187-4 
고기별장,15점,리뷰없음,부산 | 두루치기   삼겹살,부산광역시 강서구 지사동 1188-11 
부산 지사동,score,userscore,detailsroca+
